Topic,Subject,Start Date,Start Time,End Date,End Time,Speaker(s),Description,Location,URL
,An app for that: Mobile tech and tools for reporting,2014-06-26,3:40 p.m.,2014-06-26,4:40 p.m.,David Ho,"The mobile revolution is upon us, but how can the technology help you as a journalist? Bring your toolbox into the age of smart phones and tablets with this session on apps for gathering and producing news. Record an interview? Transcribe a speech? Archive Tweets? Track an airplane? There's an app for that. Plus learn other mobile tips, tricks and tools to supercharge your reporting.
",Salon 4-6,http://ire.org/events-and-training/event/975/1320/
,On the beat: Business (Sponsored by Bloomberg),2014-06-26,3:40 p.m.,2014-06-26,4:40 p.m.,"Jeffrey Pohlman, Cheryl Phillips, Jason Dearen, Michael Braga","*Moderated by Cheryl Phillips, The Seattle Times
Get key strategies from award-winning business reporters. Topics include getting the story in deeds and mortgage documents, using  FOIA with regulators to uncover what's really happening (case study on fracking) and learning to develop whistleblowers and defend against companies trying to spike a story.
",Salon 1-3,http://ire.org/events-and-training/event/975/1300/
,"Five popular, free tools from Knight Lab and Census Reporter (Sponsored by Knight Foundation)",2014-06-26,3:40 p.m.,2014-06-26,4:40 p.m.,"Joe Germuska, Miranda Mulligan","Come learn about how to get the most out of Census Reporter and Knight Lab technology (such as TimelineJS, StoryMapJS, SoundciteJS and JuxtaposeJS), as well as find out how to contribute.
",Nob Hill AB,http://ire.org/events-and-training/event/975/1487/
,INN: Free legal resources,2014-06-26,4:45 p.m.,2014-06-26,5:00 p.m.,"Cindy Gierhart, Emily Grannis, Jaimie Schuman","Whether you've been shut out of a courtroom, can't get those documents from a government agency, wonder whether hyperlinking in your blog posts offers any protection from defamation, or are told by a police officer that you can't shoot still and video images on a public street, the Reporter's Committee for Freedom of the Press has the tools and resources to help you fight back. In this session, legal fellows from the Reporter's Committee will quickly walk you through the myriad free online, mobile and personal-assistance resources available to all working journalists.
",Golden Gate B,http://ire.org/events-and-training/event/975/1502/
,Mapping tools (Sponsored by Knight Foundation),2014-06-26,4:50 p.m.,2014-06-26,5:50 p.m.,"Michael Corey, David Herzog","Analyzing data geographically can help reporters uncover issues, tell better stories and visualize. In this session you'll see the power of mapping unleashed. Presenters will explain tools and offer tricks to help you create better maps.
",Nob Hill AB,http://ire.org/events-and-training/event/975/1416/
,Raising the roof: Investigating housing,2014-06-26,4:50 p.m.,2014-06-26,5:50 p.m.,"Kate Berry, Angela Caputo, Michael LaForgia, Nancy Amons","*Moderated by Nancy Amons, WSMV-Nashville
Three journalists whose work demonstrates a deep understanding of housing reveal where to find golden nuggets of fact. From how slumlords grow rich off taxpayers to how banks bury important information in plain sight, this panel will provide solid advice on how-to cut through the clutter to efficiently get to the housing stories audiences will notice.
",Salon 4-6,http://ire.org/events-and-training/event/975/1316/
,Investigating natural and environmental disasters,2014-06-26,4:50 p.m.,2014-06-26,5:50 p.m.,"Mike Baker, Alexandra Berzon, Randy Loftis, Susanne Rust","*Moderated by Susanne Rust, The Center for Investigative Reporting
Mud slides! Oil spills! Chemically contaminated rivers! While all the other reporters are talking to the hysterical neighbor who lost her dog, what should you be focusing on? And where are good places to start looking? Reporters from across the country will provide tips and tell stories about how best to report on these natural and environmental disasters -- all the while keeping an eye on the investigative stories such events are bound to reveal.
",Salon 14-15,http://ire.org/events-and-training/event/975/1396/
,Investigating Hollywood,2014-06-26,4:50 p.m.,2014-06-26,5:50 p.m.,"Gary Baum, Richard Verrier, Harriet Ryan","The entertainment industry's multi-billion-dollar annual cultural output deeply affects the lives of consumers across the globe. But its complex machinations are uniquely opaque, even to insiders. Three L.A.-based reporters covering this key local business sector reveal what's at stake, who's in play, why it matters and how they penetrate a hermetic world built on fantasy to reveal its honest truths.
 
",Salon 1-3,http://ire.org/events-and-training/event/975/1301/
,"Small newsrooms,big stories: Doing data-driven investigations with limited resources",2014-06-26,4:50 p.m.,2014-06-26,5:50 p.m.,"Liam Dillon, Eric Eyre, Kate Martin, Daniel Gilbert","*Moderated by Daniel Gilbert, The Wall Street Journal
For the beat reporter at a small news organization, the spreadsheet is your friend. We'll cover ways to use data in your daily reporting and as a springboard for investigations. But how do you get editors to sign off for a big project while managing your daily obligations? We'll share our best strategies.
",Salon 10-11,http://ire.org/events-and-training/event/975/1359/
,Docs!Docs!Docs!,2014-06-26,4:50 p.m.,2014-06-26,5:50 p.m.,"Shane Shifflett, Jonathan Stray, Mike Tigas, Ted Han, Tyler Dukes","*Moderated by Tyler Dukes, WRAL-Raleigh
There's a whole world of data journalism beyond numbers, as the NSA files demonstrate! Fortunately there are now good tools for every aspect of document work in journalism. FOIAMachine automates filing and tracking your FOIA requests. DocumentCloud is the standard tool to import, annotate and publish documents. Overview automatically sorts and visualizes thousands or millions of pages in any format for super fast reporting. TabulaPDF is a one-stop solution to extracting tables from PDFs. Come get your document on!
",Salon 12-13,http://ire.org/events-and-training/event/975/1379/
,Best of broadcast,2014-06-26,4:50 p.m.,2014-06-26,5:50 p.m.,Tisha Thompson,"Watch and listen as more than a dozen photographers, editors and producers behind this year's winning entries describe how they did it and what they were really thinking when things got hard.
",Club Room,http://ire.org/events-and-training/event/975/1343/
,"The art of storytelling: Structure, organization and finding characters",2014-06-26,4:50 p.m.,2014-06-26,5:50 p.m.,"Joan McClane, Raquel Rutledge, James Neff, Michael Schiller","*Moderated by James Neff, The Seattle Times
You've found the facts and have hard-edged findings. Now what? This panel shows you how to best exploit your materials to craft engaging investigations through appropriate story structure, proper use of characters, clear writing, and effective use of sound and video.
",Salon 7,http://ire.org/events-and-training/event/975/1339/
,INN: INN & public media: The new and growing alliance,2014-06-26,5:00 p.m.,2014-06-26,6:00 p.m.,"Laura Frank, Jason Alcorn, Brant Houston, Margaret Freivogel, Lorie Hearn, David Weir","*Moderated by Brant Houston, University of Illinois
A discussion of the various models that INN members are already working with various public media entities and, more importantly, the strengths and risks in long-term collaboration between INN members and public media.
",Golden Gate B,http://ire.org/events-and-training/event/975/1503/
,Welcome reception (Co-sponsored by Esri and KQED Public Radio),2014-06-26,6:00 p.m.,2014-06-26,7:30 p.m.,TBA,"Kick off the conference with a welcome reception on Thursday night beginning at 6 p.m. Meet up with friends you have not seen since last year and welcome new attendees.
Each attendee will receive one drink ticket for beer, wine, soda or bottled water.
",Salon 8,http://ire.org/events-and-training/event/975/1454/
,IRE Conference Registration (Friday),2014-06-27,7:30 a.m.,2014-06-27,6:00 p.m.,TBA,"Registration will be located on lower B2 level of the San Francisco Marriott Marquis.
",Lower B2 Level,http://ire.org/events-and-training/event/975/1461/
,IRE Sales Table (Friday),2014-06-27,7:30 a.m.,2014-06-27,6:00 p.m.,TBA,"Stop by the IRE sales table and take a look at our merchandise. We will be selling books, the large selection of titles we carry will certainly include your interests. All proceeds from your purchase help support IRE and its mission.
",Lower B2 Level,http://ire.org/events-and-training/event/975/1457/
,Broadcast: Management - Picking the stories and staying the course,2014-06-27,8:50 a.m.,2014-06-27,9:50 a.m.,"Matt Goldberg, Mikel Schaefer, Rhonda Schwartz, Letitia Walker","*Moderated by Matt Goldberg, NBC Bay Area
News managers will talk about the story selection process, commitment and investment necessary to get results. Discover what it takes to get a project green lit from the network to a local newsroom and how to keep the momentum alive.  
",Golden Gate B,http://ire.org/events-and-training/event/975/1397/
,Beyond barriers: How to get the story when you don't know the language & culture (Sponosred by Asian American Journalists Association),2014-06-27,8:50 a.m.,2014-06-27,9:50 a.m.,"Bernice Yeung, Monica Campbell, Fernando Diaz, Matt O'Brien, Vanessa Hua","*Moderated by Fernando Diaz, HOY Newspaper
Experts with extensive experience covering ethnic communities here and abroad will share strategies on earning trust, cultivating sources and finding stories despite not knowing the language. Learn how to develop solid strategies for finding stories with impact and thorough reporting while turning possible cultural barriers into opportunities.
",Salon 4-6,http://ire.org/events-and-training/event/975/1322/
,Investigating human rights in the Americas (Sponsored by Dart Center for Journalism & Trauma and Ochberg Society for Trauma Journalism),2014-06-27,8:50 a.m.,2014-06-27,9:50 a.m.,"Alberto Arce, Alfredo Corchado, Jeff Kelly Lowenstein, Richard Marosi","*Moderated by Jeff Kelly Lowenstein, Columbia College Chicago
Join acclaimed journalists Alberto Arce and Alfredo Corchado for an engaging and informative discussion about investigating human rights abuses in the Americas.  Topics will include how to gain access to official and unofficial documents, work sensitively with sources and navigate issues of personal safety in countries where public records are not readily available and reporters face real threats of bodily harm.  The session will have practical tips and plenty of time for audience participation.
",Salon 10-11,http://ire.org/events-and-training/event/975/1360/
,"Lies, real lies, and fundraising figures (Sponsored by Bloomberg)",2014-06-27,8:50 a.m.,2014-06-27,9:50 a.m.,"Bill Allison, Edwin Bender, Jonathan Salant","The plural of anecdote is not data. Veteran federal and state campaign finance watchers show how to find the information you need and how to properly report fundraising figures as you cut through the candidates' spin and avoid writing stories that aren't supported by the facts.
",Salon 12-13,http://ire.org/events-and-training/event/975/1380/
,Book 'em: Getting your work published,2014-06-27,8:50 a.m.,2014-06-27,9:50 a.m.,"Jo Becker, Adam Goldman, Miriam Pawel, Josh Meyer","*Moderated by Josh Meyer, Medill National Security Journalism Initiative
Book writing is one of the last bastions left of good investigative reporting, especially for those not still working for the large mainstream media outlets, and it's a great way to make use of all that research you did for your project (and to make some money to boot!). And even though bookstores are closing, there are tons of exciting opportunities on publishing's digital frontier. These published author/journalists share their best advice, lessons learned and cautionary tales.
",Salon 1-3,http://ire.org/events-and-training/event/975/1302/
,The Investigative SmartGrid (Sponsored by Knight Foundation),2014-06-27,8:50 a.m.,2014-06-27,9:50 a.m.,Stefan Candea,"The Investigative SmartGrid is a new, open business model for journalism. Stefan Candea will explain how he developed the model, shortlisted for the 2013 European Press Prize's Innovation Award. In this session you'll see a case study on how three open and collaborative modules were integrated: a media lab, a local investigative journalists group and a regional publication platform. You'll leave the session with ideas on how this business model, which gets away from the typical advertisement-based model, can be replicated, enhanced and implemented by anyone.
 
",Nob Hill AB,http://ire.org/events-and-training/event/975/1417/
,Web scraping for any reporter,2014-06-27,8:50 a.m.,2014-06-27,9:50 a.m.,Elizabeth Lucas,"Learn to scrape data from websites without having to write any code. Helium Scraper* provides a point-and-click interface for grabbing valuable data locked in web pages. *For PCs only. The software is $99 but attendees will be given a coupon code for 50 percent off that price.
",Nob Hill C,http://ire.org/events-and-training/event/975/1428/
,"The data-driven story: Conceiving, launching and taking it home",2014-06-27,8:50 a.m.,2014-06-27,9:50 a.m.,"Anthony Cormier, Jaeah Lee, Rob O'Dell, Shawn McIntosh","*Moderated by Shawn McIntosh, The Atlanta-Journal Constitution
Turning a kernel of an idea into a killer data-driven story takes more than shoe leather; discipline and structure are required. We'll provide tips for every step of the process, from nurturing ideas and obtaining data to engaging readers and viewers with sparkling writing and data interactivity. These steps will work in newsrooms small and large, from more routine data-driven stories to the most ambitious projects.
",Salon 7,http://ire.org/events-and-training/event/975/1333/
spreadsheets,Getting started with Excel,2014-06-27,8:50 a.m.,2014-06-27,9:50 a.m.,David Donald,"In this introduction to spreadsheets you'll begin analyzing data with Excel, a simple but powerful tool. You'll learn how to enter data, sort it and conduct simple calculations like average and median. Time allowing, you'll even learn to create a basic visualization of your data.
",Nob Hill D,http://ire.org/events-and-training/event/975/1431/
,The Get: Tracking down newsmakers like Edward Snowden,2014-06-27,8:50 a.m.,2014-06-27,9:50 a.m.,"Richard Esposito, Matthew Cole","Edward Snowden, the systems analyst whose revelations roiled the intelligence community, agreed to sit down with NBC's Brian Williams for his first U.S .TV interview. The interview would last nearly five hours. Snowden would tell  Williams in great detail why he felt it essential to expose what members of the intelligence community viewed as “the crown jewels.” The two journalists who pursued and landed the interview talk about what it took to make it happen, bumps they ran into along the way and factors journalists should consider when trying to land the big interview.
",Salon 8,http://ire.org/events-and-training/event/975/1488/
spreadsheets,Make dirty data shine with OpenRefine,2014-06-27,10:00 a.m.,2014-06-27,11:00 a.m.,Garance Burke,"Got a big data set that's full of dirty data? OpenRefine to the rescue! In a few easy steps, you'll have polished data in no time. And it's free. OpenRefine is more powerful than a spreadsheet, more interactive and visual than scripting, more provisional/exploratory/experimental/playful than a database. A hands-on workshop. No programming required.Prerequisite: Some spreadsheet familiarity.
",Nob Hill C,http://ire.org/events-and-training/event/975/1429/
,"Managers track: Bulletproofing stories, anticipating missteps and managing blowback",2014-06-27,10:00 a.m.,2014-06-27,11:00 a.m.,"Patricia DiCarlo, Blake Morrison, Maud Beelman, Mark Schoofs","*Moderated by Maud Beelman, The Dallas Morning News
The A-to-Z of bulletproofing investigative projects, including anticipating and managing the blowback that the best of them engender. We'll start at the very beginning -- choosing the right reporter(s) -- and we'll offer tips for ensuring accuracy of fact and tone throughout the investigation. We'll also cover the unique challenges of bulletproofing on multiple platforms, including broadcast.
",Salon 1-3,http://ire.org/events-and-training/event/975/1329/
,PACER - Finding federal court cases (Sponsored by Knight Foundation),2014-06-27,10:00 a.m.,2014-06-27,11:00 a.m.,"Matt Clark, Ryan Gabrielson","The demonstration will provide information on the types of information available on-line from the Federal Courts and the best, most cost effective ways to use PACER. In addition, other public access services offered by the Federal Judiciary will be discussed.
",Nob Hill AB,http://ire.org/events-and-training/event/975/1418/
,Broadcast: Visual storytelling,2014-06-27,10:00 a.m.,2014-06-27,11:00 a.m.,"Mark Greenblatt, Evan Stulberger, Jim O'Donnell","How do you show a conflict of interest—in pictures and video? What camera angle best represents the ""middle class?"" Pairing images and original graphics with abstract ideas can prove challenging when building investigative pieces for television and online video. This panel of expert storytellers will share creative methods, revealing strategies and memorable techniques that won't just bring video-poor stories to life, but will transform them into clear, powerful pieces that connect with audiences.
",Golden Gate B,http://ire.org/events-and-training/event/975/1398/
,The parched west (Sponsored by Society of Environmental Journalists),2014-06-27,10:00 a.m.,2014-06-27,11:00 a.m.,"Andrew Fahlund, Matt Weiser, Lauren Sommer, Peter Gleick","*Moderated by Lauren Sommer, KQED Public Radio
Drought. It's potentially the story-of-the-year in California, as the Golden State takes its turn as a national poster state for dry times. While California is experiencing it's third dry year in a row Arizona, Nevada and other states in the southwest U.S. have been grappling with a 12-year dry stretch. At this session, leading water journalists, scientists and others will discuss how California and other states are coping with the drought and rethinking water policies.
",Salon 10-11,http://ire.org/events-and-training/event/975/1306/
spreadsheets,Formulas for stories in Excel,2014-06-27,10:00 a.m.,2014-06-27,11:00 a.m.,Ryann Grochowski Jones,"Much of Excel's power comes in the form of formulas. In this class you'll learn how to use them to analyze data with the eye of a journalist. Yes, math will be involved, but it's totally worth it! This class will show you how calculations like change, percent change, rates and ratios can beef up your reporting.
",Nob Hill D,http://ire.org/events-and-training/event/975/1432/
,"Campus coverage: Student loans, debt and aid (Sponsored by the Lumina Foundation)",2014-06-27,10:00 a.m.,2014-06-27,11:00 a.m.,"Lauren Asher, Holly Hacker, Gordon Russell, Lana Durban Scott","*Moderated by Lana Durban Scott, The E.W. Scripps Company
The high cost of a college education has become a hot national issue and a story that can be done locally in communities throughout the country. Learn how to dig into information and data on student debt and related issues to report on the impact in your community.
",Salon 4-6,http://ire.org/events-and-training/event/975/1323/
,"Breaking the silence: Getting the story when officials, agencies won't talk",2014-06-27,10:00 a.m.,2014-06-27,11:00 a.m.,"Kathleen Johnston, Liz Navratil, Brian Ross, Corey Johnson","*Moderated by Brian Ross, ABC News
This session will be a question-and-answer style panel that focuses on what you do when you hit major roadblocks while trying to pursue a story and how you get around them. 
",Salon 8,http://ire.org/events-and-training/event/975/1324/
,The art of storytelling: Toxic pipeline,2014-06-27,10:00 a.m.,2014-06-27,11:00 a.m.,Walt Bogdanich,"As part of our “master class” series, three-time Pulitzer winner Walt Bogdanich will dissect his classic 2007 Toxic Pipeline investigation. These special panels are designed to dig deep into narrative arc, structure and character development. If you plan to attend this panel, please read the story in advance. We'd like attendees to be familiar with the project, which should lead to a more robust discussion of the story-telling choices. Toxic pipeline
",Salon 7,http://ire.org/events-and-training/event/975/1334/
,Investigating nonprofits: From bowl games to America's worst charities  (Sponsored by Donald W. Reynolds National Center for Business Journalism),2014-06-27,10:00 a.m.,2014-06-27,11:00 a.m.,"Craig Harris, Paula Lavigne, Kendall Taggart, Kris Hundley","*Moderated by Kendall Taggart, The Center for Investigative Reporting
This session will highlight red flags reporters can use to find stories within the massive universe of tax-exempt organizations. Speakers will cover the spectrum of nonprofit organizations spanning from small, personal slush funds to large, money-making sports empires to private foundations. They'll guide you through the Form 990 and other untapped documents. You'll leave with at least 10 solid tips for taking on an investigation of your own.
",Salon 12-13,http://ire.org/events-and-training/event/975/1471/
,The art of storytelling: Blueprints,2014-06-27,11:10 a.m.,2014-06-27,12:10 p.m.,Jacqui Banaszynski,"Where to start? How to nail that ending? What to put where? Story structure vexes even the most experienced writers. We'll explore ways to approach your stories as literal but creative structures — story houses built on a solid foundation, with an elegant flow and the most effective use of your material. All the great buildings of the world started with a sound, creative blueprint; you can build cathedrals of information and meaning.
",Salon 10-11,http://ire.org/events-and-training/event/975/1362/
,Ten things you should know about searching with Google,2014-06-27,11:10 a.m.,2014-06-27,12:10 p.m.,Daniel Russell,"We all use Google everyday, but are you getting the maximum investigative power with your current skills?  Dan will cover both search features in Google Search, Google Maps, Google Now, and Google Earth that you should know for maximum search effectiveness.  In addition, we'll talk about the changing nature of online content (and why you need to know about these changes).  An entirely new presentation from last year, with a new tip sheet. 
",Salon 4-6,http://ire.org/events-and-training/event/975/1348/
,Managers track: Creating a culture of creativity - Pushing your newsroom to push the envelope,2014-06-27,11:10 a.m.,2014-06-27,12:10 p.m.,"Shazna Nessa, Andrew Donohue, Leticia Britos Cavagnaro","*Moderated by Andrew Donohue, The Center for Investigative Reporting
Silicon Valley says fail early and often. Investigative reporting says even the smallest errors are unacceptable. So how do we create a culture that encourages risk taking and creativity when so much is on the line? Attend this panel to learn how.
",Salon 1-3,http://ire.org/events-and-training/event/975/1304/
,The latest tools from Sunlight Labs (Sponsored by Knight Foundation),2014-06-27,11:10 a.m.,2014-06-27,12:10 p.m.,"Bill Allison, Nancy Watzman","Get a guided tour through the latest tools from the Sunlight Foundation, including resources for tracking federal and state legislation, regulatory dockets, campaign finance and much much more
",Nob Hill AB,http://ire.org/events-and-training/event/975/1419/
,Pivot tables for stories,2014-06-27,11:10 a.m.,2014-06-27,12:10 p.m.,Megan Luther,"A look at the awesome power of pivot - and how to use it to analyze your dataset in minutes rather than hours.This session will be most helpful if: You are familiar with formulas in Excel or another spreadsheet program.
",Nob Hill D,http://ire.org/events-and-training/event/975/1433/
,Broadcast: Undercover on a budget,2014-06-27,11:10 a.m.,2014-06-27,12:10 p.m.,"Anna Hewson, Bryan Staples, Steve Eckert, Joe Ellis","*Moderated by Steve Eckert, KARE 11 Minneapolis/St. Paul
National award winning reporters and photojournalists share strategies for planning and executing undercover projects without breaking the bank.  See examples of creative ways to use off-the-shelf consumer cameras, as well as professional hidden cameras, to get crisp audio and compelling video.
",Golden Gate B,http://ire.org/events-and-training/event/975/1399/
,Mining documents to build your investigation,2014-06-27,11:10 a.m.,2014-06-27,12:10 p.m.,"Tony Capaccio, Marina Walker Guevara, Chris Hamby, James Neff","*Moderated by James Neff, The Seattle Times
This panel will discuss how to organize, analyze and find the story when confronted with thousands if not millions of records. Tips will also include overlooked sources for public records, tools for organizing and analyzing, and tactical use of FOIA for quick hits.
",Salon 8,http://ire.org/events-and-training/event/975/1346/
python,Intro to Python,2014-06-27,11:10 a.m.,2014-06-27,12:10 p.m.,Anthony DeBarros,"New to Python (or programming in general)? We'll get you started with an overview of the basics, plus plenty of code examples you can put to use right away.This session is good for: People who know their way around a computer and are ready to dive into programming.
",Nob Hill C,http://ire.org/events-and-training/event/975/1430/
,The other war: Cracking down on journalists and whistleblowers,2014-06-27,11:10 a.m.,2014-06-27,12:10 p.m.,"Beatrice Edwards, Daniel Ellsberg, Linda Jue, Trevor Timm, Betty Medsger","*Moderated by Linda Jue, G.W. Williams Center for Independent Journalism
The War on Terror has provided the raison d'etre for the massive build up of the surveillance state and the rise of other increasingly restrictive government and corporate measures that are now tripping alarm bells about threats to our civil liberties. Many of those bells were set off by whistleblowers who could no longer ignore their conscience, along with the journalists who were willing to listen to them. Hence we are seeing the most aggressive and destructive campaign waged against whistleblowers and journalists in presidential history. This campaign has destroyed lives, ruined families, exacted immeasurable psychological and physical costs, and ultimately resulted in the demonization of those willing to step forward. Journalists, in particular, face urgent questions about how to protect their sources and themselves, as well as whether they shouldn't more aggressively challenge this ""other war.""Join four prominent speakers in a provocative discussion about the new, more dangerous threats to whistleblowers, why going through ""official channels"" hasn't worked, what journalists should and shouldn't do when working with whistleblowers, what countermeasures are being developed to protect whistleblowers and ensure that vital stories involving government and corporate secrecy and corruption see the light of day.
",Salon 7,http://ire.org/events-and-training/event/975/1336/
,Sex crimes: Unraveling the facts about the offenders and the evidence (Sponsored by Criminal Justice Journalists),2014-06-27,11:10 a.m.,2014-06-27,12:10 p.m.,"Sally Kestin, Keli Rabon, Christine Willmsen, Ted Gest, Karisa King","*Moderated by Ted Gest, Criminal Justice Journalists
Sex crimes typically get prominent play in the media, but many journalists don't delve into the systemic issues of how criminal justice agencies and the military handle allegations and investigations. Among the issues to be discussed in this panel are how Florida released hundreds of sexually violent predators who attacked again; why much of the evidence in “rape kits” may go untested and prosecution rates are low; how 20 states can spend large sums confining sex offenders indefinitely, and how military sex-assault victims face retaliation and accusations of mental illness.
",Salon 12-13,http://ire.org/events-and-training/event/975/1381/
,Lunch on your own - Friday,2014-06-27,12:10 p.m.,2014-06-27,1:30 p.m.,TBA,,See printed schedule for room information,http://ire.org/events-and-training/event/975/1493/
,Media lawyers brown bag,2014-06-27,12:30 p.m.,2014-06-27,1:15 p.m.,"Angela Galloway, Jeff Glasser, Leila Knox","Does your investigation contain complex legal questions? Unsure of how to proceed? During the media lawyers brown bag, between 12:30 and 1:15 p.m. on Friday, June 27, bring your lunch and your questions for a personal discussion with some prominent media law experts that will be presenting throughout the 2014 IRE Conference. We'll provide drinks and dessert.
",Salon 1-3,http://ire.org/events-and-training/event/975/1305/
,Ukraine: Investigating amid political upheaval,2014-06-27,1:30 p.m.,2014-06-27,2:30 p.m.,"Drew Sullivan, Lesya Ivanova, Denis Bigus","*Moderated by Drew Sullivan, Organized Crime and Corruption Reporting Project
Some of the most dynamic journalism this year has happened in Ukraine. Journalists have been through revolution and war.; they have rescued presidential documents from destruction while avoiding at times their own destruction.  Hear the experiences of a YanukovychLeaks team member on how he helped save shredded and burned documents and a journalist from Crimea who saw her home switch countries.
",Salon 1-3,http://ire.org/events-and-training/event/975/1485/
,Stop drowning in data. Start making sense! (part 1),2014-06-27,1:30 p.m.,2014-06-27,2:30 p.m.,Peter Aldhous,"Using a free Firefox add-on, and some simple code that anyone can understand (it's practically plain English), we'll learn how to ""interview"" sprawling datasets to find strong reporting leads, using data from this story. (Or in geek-speak: An introduction to SQLite databases.)We'll also go over the basics like: What is a database and how does it differ from a spreadsheet? We'll then dig into the drug company Pfizer and its payments to doctors using Structured Query Language (SQL). We'll filter data using SELECT and WHERE, and sort it using ORDER BY. Then we'll aggregate the data to ask questions like ""how much?"" and ""how many?"" using GROUP BY, COUNT, SUM and HAVING. We'll work with numbers and text, and learn to use LIKE and wildcard symbols to deal with messy text entries.
",Nob Hill D,http://ire.org/events-and-training/event/975/1438/
,The art of storytelling: Forensics,2014-06-27,1:30 p.m.,2014-06-27,2:30 p.m.,Jacqui Banaszynski,"Learn to investigate your own writing from the inside out. What are the habits and patterns that power your stories up — or drag them down? You'll do a diagnostic of your own writing and discover ways to make your stories leaner, cleaner and more compelling. This is a hands-on workshop. Please bring hard copies of at least three pieces of your own writing (not yet line-edited by someone else) and at least two highlighter pens of different colors.
",Salon 10-11,http://ire.org/events-and-training/event/975/1363/
,"They're talking behind your back: Requesting emails, texts and more",2014-06-27,1:30 p.m.,2014-06-27,2:30 p.m.,"Jack Gillum, Doug Pardue, Mike McGraw, Emily Grannis","*Moderated by Mike McGraw, Kansas City Public Television
Learn proven strategies for getting texts, documents and emails and making FOIA work for you.
",Salon 7,http://ire.org/events-and-training/event/975/1361/
,Broadcast: The attorneys,2014-06-27,1:30 p.m.,2014-06-27,2:30 p.m.,"Amanda Leith, Lee Williams, Phil Williams,","*Moderated by Phil Williams, WTVF-Nashville
This session will focus on the latest legal issues confronting broadcasters engaged in watchdog and investigative reporting. Plus, there will be time to ask the attorneys about the issues on your mind.
",Golden Gate B,http://ire.org/events-and-training/event/975/1400/
,Unmasking the cheaters: From biogenesis to BALCO,2014-06-27,1:30 p.m.,2014-06-27,2:30 p.m.,"Tim Elfrink, T.J. Quinn, Mark Fainaru-Wada, Lance Williams","*Moderated by Mark Fainaru-Wada, ESPN
It's been 11 years since BALCO exploded into the public consciousness: A grand jury, designer steroids, baseball, Barry Bonds. Fans were forced to confront widespread fraud in sports. Yet, a decade later, has anything really changed? The Biogenesis scandal reads like BALCO 2.0, laying hollow baseball's claims to have cleaned up its act. Three reporters who broke these stories discuss their techniques, steroids in sports and how to cover a topic that just won't go away.
",Salon 8,http://ire.org/events-and-training/event/975/1347/
,PDF madness (Sponsored by Knight Foundation),2014-06-27,1:30 p.m.,2014-06-27,2:30 p.m.,"Tyler Dukes, Cheryl Phillips","If you've ever been on the receiving end of a records dump delivered in PDF, you know how challenging it can be to effectively analyze the information locked inside. We'll demonstrate low-cost, easy-to-use technology for handling the most problematic PDFs, including data-packed government reports, scanned images and password-protected documents. By approaching PDFs with a simple set of questions, we'll show you how to save time and apply a method to the madness. And we will leave some room for Q & A and troubleshooting if you have a specific issue you are trying to solve too.
",Nob Hill AB,http://ire.org/events-and-training/event/975/1420/
"statistics, spreadsheets",Torturing Excel to do stats,2014-06-27,1:30 p.m.,2014-06-27,2:30 p.m.,Steve Doig,"You don't need a fancy pants program to compute several different sorts of statistics. In this session, you'll learn how to compute basic descriptive statistics in Excel. You'll also learn how to run correlations and regressions in Excel.This session will be most helpful if: You already are comfortable with using functions in Excel.
",Nob Hill C,http://ire.org/events-and-training/event/975/1434/
,Clean energy: How to find and tell the best stories,2014-06-27,1:30 p.m.,2014-06-27,2:30 p.m.,"Jeffrey Ball, Jeff St. John, Ucilia Wang, Mary Fricker","*Moderated by Mary Fricker, RepoWatch.org
The way we get our energy and what we do with it is being fundamentally transformed. Our job as journalists is to help Americans sort through the options being pushed by powerful interests on all sides. We've rarely faced a more challenging or exciting assignment. At this panel you'll get valuable resources and connect with IRE colleagues who can help as you develop these groundbreaking stories.
",Salon 4-6,http://ire.org/events-and-training/event/975/1325/
,On the beat: Local government,2014-06-27,1:30 p.m.,2014-06-27,2:30 p.m.,"Patti Epler, Norberto Santana, Michael Stoll, Matthew Doig","*Moderated by Matthew Doig, Newsday
DO NOT attend this panel discussion. Your stories should be boring rewrites of the press releases and reports we give out to make us look better. If you listen to these dangerous people, you might learn how to get the documents and stories that expose our incompetence and/or corruption. So skip this session and visit Alcatraz. Sincerely, Bureaucrats From the Agency You Cover
",YBB Salon 12-13,http://ire.org/events-and-training/event/975/1382/
,Cross-border investigations,2014-06-27,2:40 p.m.,2014-06-27,3:40 p.m.,"Paul Radu, Gerard Ryle, Rana Sabbagh, Trish Wilson","*Moderated by Trish Wilson, The Associated Press
Cross-border collaborations offer a new model for investigative journalism, one that can make a world of difference in landing a hot story. This approach offers journalists who would normally focus on one country a wider, global platform. Data difficult to obtain in one country is often available in others, and the cross-border strategy makes better use of dwindling resources. This panel will show you how it's been used --  from organized crime and corruption investigations to foreign policy debacles.
",Salon 7,http://ire.org/events-and-training/event/975/1335/
