Topic,Subject,Start Date,Start Time,End Date,End Time,Speaker(s),Description,Location,URL
,Broadcast: Writing for broadcast,2014-06-27,2:40 p.m.,2014-06-27,3:40 p.m.,"Michael Kirk, Vicky Nguyen, Andy Pierrotti","Whether you write quick-turn investigations or long-format documentaries, this panel will help you turn complicated material into compelling broadcast stories. TV veterans or  newspaper reporters turned broadcasters will benefit from this show and tell panel. Andy Pierrotti with KVUE News/ABC in Austin will explain how to create more memorable moments with less script, investigative reporter Vicky Nguyen with KNTV NBC Bay Area will show you how to use a variety of storytelling techniques to create compelling content on air and online and Michael Kirk, a founder of PBS' FRONTLINE and producer/director/writer of dozens of documentaries will reveal the secrets  of telling complicated investigative stories with maximum impact.
",Golden Gate B,http://ire.org/events-and-training/event/975/1407/
,Investigating veterans issues (Sponsored by Dart Center for Journalism & Trauma),2014-06-27,2:40 p.m.,2014-06-27,3:40 p.m.,"Bruce Shapiro, Aaron Glantz, Michael Phillips","*Moderated by Bruce Shapiro, Dart Center for Journalism & Trauma
Wait times at VA hospitals have become a national issue, but they are only one of many problems faced by veterans. Learn where to find information to tell stories at the local and national level to dig into the difficulties faced by veterans.
",Salon 12-13,http://ire.org/events-and-training/event/975/1468/
,Investigating religion,2014-06-27,2:40 p.m.,2014-06-27,3:40 p.m.,"Madeleine Baran, Stuart Watson, Eric Gorski, Kevin Davis","*Moderated by Kevin Davis, Investigative News Network
Today, religious institutions, citizens and practices touch all aspects of civil society and have a significant influence on American Politics. This panel will focus on methodologies and strategies for effectively covering this beat. In particular, our experienced panelists will discuss how to follow the money, follow the real estate and, perhaps most importantly, how to leverage public records to uncover the often opaque holdings and expenditures by and on behalf of religious institutions
",Salon 8,http://ire.org/events-and-training/event/975/1371/
,Pivot tables for stories (repeat),2014-06-27,2:40 p.m.,2014-06-27,3:40 p.m.,Denise Malan,"A look at the awesome power of pivot - and how to use it to analyze your dataset in minutes rather than hours.This session will be most helpful if: You are familiar with formulas in Excel or another spreadsheet program.
",Nob Hill C,http://ire.org/events-and-training/event/975/1435/
,Banjo - The Secret weapon for breaking news & investigative reporting (Sponsored by Knight Foundation),2014-06-27,2:40 p.m.,2014-06-27,3:40 p.m.,Jennifer Peck,"Banjo was introduced last year at IRE and since then has been used for breaking news around the globe. NBC said, ""Banjo gives you an advantage. It allows you to have an extra set of eyes & ears on the ground. You can get the information more quickly, get it confirmed faster, & get it out there."" During this demo, you will see how this powerful tool can help you break news by dropping into any part of the world to get instant on the ground access and even go back in time to re-create a timeline of events.
",Nob Hill AB,http://ire.org/events-and-training/event/975/1421/
,Managers track: Watchdog teams and newsroom teamwork - How to be successful and inclusive,2014-06-27,2:40 p.m.,2014-06-27,3:40 p.m.,"Greg Borowski, Lawan Hamilton, George Papajohn, Amy Pyle","*Moderated by Amy Pyle, The Center for Investigative Reporting
Three news pros discuss the advantages of teamwork in investigative reporting. Topics will include various approaches to building investigative teams, both permanent I-teams and temporary SWAT-style teams, and panelists will detail their inside secrets for avoiding exclusivity and jealousy. Discussion also will center on how to get the benefits of a team when one is not possible, including in smaller news operations, by fostering collaboration and hiring for complementary skills.
",Salon 1-3,http://ire.org/events-and-training/event/975/1307/
,The art of storytelling: Danger from above,2014-06-27,2:40 p.m.,2014-06-27,3:40 p.m.,Louise Kiernan,"Pulitzer winner Louise Kiernan will take the audience inside her two-part narrative project “Danger from Above” as part of our “master class” series.  These special panels are designed to dig in deep into narrative arc, structure and character development.If you plan to attend this panel, please read the following stories in advance. We'd like attendees to be familiar with the project, which should lead to a more robust discussion of the story-telling choices.
Danger from above - Part 1
Danger from above - Part 2
",Salon 10-11,http://ire.org/events-and-training/event/975/1364/
,Legacy of the Chauncey Bailey Project,2014-06-27,2:40 p.m.,2014-06-27,3:40 p.m.,"Bob Butler, Mary Fricker, Thomas Peele, Robert Rosenthal,","*Moderated by Robert Rosenthal, The Center for Investigative Reporting
On the morning of August 2, 2007, Chauney Bailey, the editor of the Oakland Post was walking to his office in Oakland when a masked man carrying a shotgun ran up to him and fired three times. Bailey was assassinated because he was a journalist. A group of journalists in the Bay Area, many of whom had known and worked with Bailey, came to together with the goal of bringing his killers to justice and to continue the investigation he was working on. This panel will discuss the challenges, risks, and the satisfaction gained from a unique and important collaboration.
",Salon 4-6,http://ire.org/events-and-training/event/975/1326/
,Stop drowning in data. Start making sense! (part 2),2014-06-27,2:40 p.m.,2014-06-27,3:40 p.m.,Peter Aldhous,"Using a free Firefox add-on, and some simple code that anyone can understand (it's practically plain English), we'll learn how to ""interview"" sprawling datasets to find strong reporting leads, using data from this story. (Or in geek-speak: An introduction to SQLite databases.)We'll also go over how to create a data table and import your data into into it. We'll ask questions involving dates, and discover how to do some simple math. Then we'll learn why databases are powerful tools for enterprise reporting, by running join queries on two datasets that were not designed to meet. As time permits, we'll learn the difference between INNER JOIN and LEFT JOIN, and other SQL tricks. 
",Nob Hill D,http://ire.org/events-and-training/event/975/1439/
,Deep dive: Audio storytelling,2014-06-27,3:50 p.m.,2014-06-27,4:35 p.m.,"Daniel Velasco, Susanne Reber","Audio is a powerful way to tell your investigative story. Radio audiences are holding and podcast popularity is growing. So how do you get the most out of your investigation to make your audio stories compelling and memorable? Daniel Velasco and Susanne Reber, two award winning radio investigative journalists take you through tips that unleash the power of narrative in the audio medium.
",Salon 4-6,http://ire.org/events-and-training/event/975/1327/
spreadsheets,Getting data into Excel,2014-06-27,3:50 p.m.,2014-06-27,4:35 p.m.,Joe Yerardi,"Don't let hard-to-use data ruin your day. Learn how to import a variety of formats (such as text files, HTML tables, PDFs) into Excel.This session will be most useful if: You are familiar with Excel or another spreadsheet program.
",Nob Hill D,http://ire.org/events-and-training/event/975/1440/
,Deep dive: Charting the course to an investigative newsroom,2014-06-27,3:50 p.m.,2014-06-27,4:35 p.m.,Gary Dotson,"Would you like to do more investigative reporting in your newsroom but don't know how to pull it off? Have budget cuts, staff downsizing and increased digital demands stretched your resources to the point where it seems there's no time to do investigative reporting? This session will examine the Watchdog Model, which outlines simple steps any reporter or editor can use to stay focused and create an investigative culture in the newsroom.
",Salon 1-3,http://ire.org/events-and-training/event/975/1308/
,Deep dive: Investigating economic disparities,2014-06-27,3:50 p.m.,2014-06-27,4:35 p.m.,David Cay Johnston,"Inequality, the defining issue of our time, is a subtle and complex issue. It is not, for example, synonymous with poverty. And it is about much more than just dollars. Health care, environmental hazards, wage theft, incarceration and access to the requisite tools for success all play a role. Learn where to find data, ways to think about the issues and how to engage audiences.
",Salon 8,http://ire.org/events-and-training/event/975/1486/
,Crack PDFs with Tabula,2014-06-27,3:50 p.m.,2014-06-27,4:35 p.m.,Mike Tigas,"Ever receive a FOIA response that has all the data you want -- but in PDF files? Ever try accessing that data in Excel or database software? You can do it with Tabula. We'll show you how. Tabula is a tool to extract data tables from PDF files. It's free, open source, built by journalists and doesn't send your sensitive data over the internet. At this hands-on workshop, we'll teach you how to use it with real world examples -- or, if you bring your own PDFs, we'll show you how to liberate the data. (Tabula doesn't work with scanned or OCRed PDFs -- only PDFs with embedded text. That is, if you can select text on the PDF, Tabula will work.)Bring your laptop (Mac, PC or even Linux) and we'll help you install it, too, of course.
 
",Nob Hill C,http://ire.org/events-and-training/event/975/1436/
,Deep dive: Broadcast,2014-06-27,3:50 p.m.,2014-06-27,4:35 p.m.,"Keli Rabon, Ira Rosen, Tisha Thompson, Rick Yarborough","An in-depth look at some of the biggest broadcast stories of the year. Reporters and producers showcase how they got the story and successfully executed it. Learn tips and strategies to make a strong and compelling broadcast investigation.
",Golden Gate B,http://ire.org/events-and-training/event/975/1402/
,"Deep dive: Mobile-first journalism, making big stories work on small screens",2014-06-27,3:50 p.m.,2014-06-27,4:35 p.m.,David Ho,"Smart phones and tablets are rising fast to become the dominant digital platforms for news and information. In this deep dive, speak with a leading mobile journalism expert on how you can think ""mobile first"" and ensure your stories work - and win - with these vast mobile audiences.
",Salon 7,http://ire.org/events-and-training/event/975/1337/
,Deep dive: Tracking money in politics with MapLight (Sponsored by Knight Foundation),2014-06-27,3:50 p.m.,2014-06-27,4:35 p.m.,"Jay Costa, Daniel Newman","MapLight is a nonpartisan research organization tracking money's influence on politics. Their data and tools bring together campaign money, lawmaker's votes, and more, to connect the dots on political influence. This session includes both the overview and specifics of MapLight's current tools, and what's coming next. Includes plenty of time for Q&A and discussion, tailored to the audience.
",Nob Hill AB,http://ire.org/events-and-training/event/975/1489/
,Deep dive: Design thinking for journalists,2014-06-27,3:50 p.m.,2014-06-27,4:35 p.m.,"Marie Gilot, Heather Chaplin","Design thinking is a process that helps create successful consumer products –bicycle seats that fit right, instinctive ATM interfaces, safer hospital protocols.  What if we used design thinking to craft news stories and news apps that people need, want and use? What if we could enable a generation of journalists who are flexible and creative? Marie Gilot, former newspaper reporter and now program associate at the Knight Foundation and Heather Chaplin, director of the Journalism + Design program at The New School, who covered video games for more than a decade, will explore what it means to apply design thinking to journalism and journalism education, as well as the tensions that exist between the journalism and design worlds.
",Salon 12-13,http://ire.org/events-and-training/event/975/1383/
,Deep dive: Student investigations,2014-06-27,3:50 p.m.,2014-06-27,4:35 p.m.,"Alec Klein, Ryan Lovelace, Loni Smith McKown, Christina Assi, Kristin Gilger","IRE student journalism winners from Butler University and Northwestern University talk about their investigations and the impact that followed their work, from revelations that a visiting  professor named to head the new nonprofit Desmond Tutu Center at Butler University, had previously misused funds at a nonprofit he managed in South Africa, to Medill's creation of the largest publicly available national database on shaken-baby syndrome and the impact on the criminal justice system. A look inside today's journalism schools and their groundbreaking work.
",Salon 10-11,http://ire.org/events-and-training/event/975/1365/
,Finding stories in Medicareâs vast data trove (Sponsored by Association of Health Care Journalists),2014-06-27,4:45 p.m.,2014-06-27,6:15 p.m.,"David Donald, Jennifer LaFleur, Charles Ornstein, John Carreyrou","In the past couple years, Medicare has released several massive data sets that are transforming the way that journalists cover health care. These data sets detail the payments that providers have received from Medicare, the prescriptions written by them and information about their referral networks. Later this year, the government will release data on payments from drug and medical device companies to doctors. Come to this session for information on how to use these data sets and important context to keep in mind.
",Salon 4-6,http://ire.org/events-and-training/event/975/1395/
,Google Fusion for beginners,2014-06-27,4:45 p.m.,2014-06-27,6:15 p.m.,Niels Heimeriks,"At the end of this session attendees will be able to use Excel to prepare a data set for mapping, and they will be able to map the data set as points on a map (including pop up boxes, different types of markers, how to include pictures etc).
",Nob Hill D,http://ire.org/events-and-training/event/975/1441/
,"Follow the money: Tracking fraud, waste and mismanagement (Sponsored by Bloomberg)",2014-06-27,4:45 p.m.,2014-06-27,6:15 p.m.,"Andrew McIntosh, Charles Piller, David Evans, Will Evans","*Moderated by David Evans, Bloomberg Markets Magazine
Did you cross the SF-Oakland Bay Bridge en route to this conference? Congratulations on your safe arrival. We'll learn about an investigation of shoddy construction and problematic safety testing. You might reconsider your route home. We'll also cover probing fraud, lavish spending and lax management at a Montreal tourist attraction, and taxpayer-funded rehab clinics in California that falsified documents and bribed clients.
",Salon 1-3,http://ire.org/events-and-training/event/975/1309/
,From the newsroom to the classroom,2014-06-27,4:45 p.m.,2014-06-27,6:15 p.m.,"Nate Carlisle, Cheryl W. Thompson, Duff Wilson, Bill Buzenberg","*Moderated by Bill Buzenberg, The Center for Public Integrity
More and more journalists are combining teaching and journalism in some form. We've found some interesting models to demonstrate how this can be done, either full-time or part-time, in order to capture the best of both worlds. Learn about the triumphs and challenges of juggling teaching and investigative reporting from three journalists who have been successful at making this transition.
",Salon 10-11,http://ire.org/events-and-training/event/975/1366/
,Broadcast: Consumer investigations,2014-06-27,4:45 p.m.,2014-06-27,6:15 p.m.,"Kurtis Ming, Tanya Rivera, Lea Thompson, Julie Watts","*Moderated by Lea Thompson, LT Productions
Stories on health, safety, environment and consumer goods and services have enormous impact that can make a difference anywhere.  Whether you need quick hits, or you have to boil down 6 months of work into 2 ½ minutes this panel has 90 minutes to give you hundreds of ideas and tips on how to get it done with substance and style. This panel is also good for anyone who needs video for the web.
",Golden Gate B,http://ire.org/events-and-training/event/975/1403/
,When data don't exist,2014-06-27,4:45 p.m.,2014-06-27,6:15 p.m.,"Robert Benincasa, Sarah Cohen, Daniel Lathrop","You've got a great story idea but no one tracks the data. Time to quit, right? Wrong. We'll show you the tools, and the pitfalls, of making your own data when no data exists.
",Salon 12-13,http://ire.org/events-and-training/event/975/1384/
spreadsheets,Data makeover: Make dirty data usable with Excel functions,2014-06-27,4:45 p.m.,2014-06-27,6:15 p.m.,MaryJo Webster,"Data we get from public records requests or even posted online is often structured in a way that doesn't make it easy to analyze.  We'll use real data examples to show you various ways to easily tackle some of the more common problems, using Excel functions, some basic Excel tools you might not know about and a useful add-in tool.
",Nob Hill C,http://ire.org/events-and-training/event/975/1437/
,SHOWCASE PANEL They're watching you: Investigating the surveillance society and protecting your work from prying eyes,2014-06-27,4:45 p.m.,2014-06-27,6:15 p.m.,"Jill Abramson, Geoffrey King, Dominic Rushe, Trevor Timm, Leonard Downie","*Moderated by Leonard Downie, Jr, ASU Walter Cronkite School of Journalism
How did The Guardian, The Washington Post and The New York Times explore the NSA revelations and investigate other government and commercial surveillance? How did they deal with the U. S. and British governments? How did their journalists safeguard their work from digital intrusion? Are other investigative journalists vulnerable to surveillance – even from local cops? What can they do about it? Leading editors, reporters and press freedom advocates describe how to do accountability journalism in a surveillance society.
",Salon 8,http://ire.org/events-and-training/event/975/1349/
,Backgrounding strategies (Sponsored by Knight Foundation),2014-06-27,4:45 p.m.,2014-06-27,6:15 p.m.,"Jaimi Dowdell, Roseann Moring","Build up your backgrounding toolkit with new resources and ideas for finding people and uncovering what they are about. We'll cover everything from mining social media and finding birth dates to tracking a family's criminal history.
",Nob Hill AB,http://ire.org/events-and-training/event/975/1491/
,IRE Sales Table (Saturday),2014-06-28,8:00 a.m.,2014-06-28,5:00 p.m.,TBA,"Stop by the IRE sales table and take a look at our merchandise. We will be selling books, the large selection of titles we carry will certainly include your interests. All proceeds from your purchase help support IRE and its mission.
",Lower B2 Level,http://ire.org/events-and-training/event/975/1458/
,IRE Conference Registration (Saturday),2014-06-28,8:00 a.m.,2014-06-28,5:00 p.m.,TBA,"Registration will be located on lower B2 level of the San Francisco Marriott Marquis.
",Lower B2 Level,http://ire.org/events-and-training/event/975/1462/
,No magic bullet: How to track and report on America's gun violence epidemic,2014-06-28,8:30 a.m.,2014-06-28,9:30 a.m.,"Patricia Carbajales, Mark Follman, Emily Bell, Trymaine Lee","*Moderated by Emily Bell, Columbia Journalism School
 From Aurora to Sandy Hook to Fort Hood (again), a spate of mass shootings has gripped our attention and fueled a fierce national debate about guns. But there's been a critical problem: Good data on these types of events—and on gun violence more broadly—has been hard to come by, in part due to the suppression of federal research. In the last two years, journalists have worked to fill this void, scouring news reports and combing through limited federal, state, and local government records on guns and gun violence. Several news organizations have built their own data projects documenting mass shootings and gun deaths, and produced quality narrative reporting using them. Yet without an agreed-upon methodology for compiling and analyzing such complex, incomplete data sets, the findings of these investigations have varied. This panel will bring together journalists behind these investigations, and others who have reported on gun violence in notable ways, for a conversation about how to cover this crucial subject matter. Can a set of best practices be determined for gathering gun data, or is there value in having disparate approaches? What data is most important to include? Why has it been so hard to access such information in the past, and what key research has yet to be done? All of this and more will be on the table.
",Salon 12-13,http://ire.org/events-and-training/event/975/1385/
,Free the data,2014-06-28,8:30 a.m.,2014-06-28,9:30 a.m.,"Coulter Jones, Kirsten Mitchell, Serdar Tumgoren, Deborah Nelson","*Moderated by Deborah Nelson, University of Maryland
Learn the latest on the current state of open records, tactics that can successfully get you what you're after, and what can happen when government pushes back.
",Salon 4-6,http://ire.org/events-and-training/event/975/1328/
,Getting lucky: Uncovering those gaming the system (Sponsored by Bloomberg),2014-06-28,8:30 a.m.,2014-06-28,9:30 a.m.,"Mark Arsenault, Lawrence Mower, Robert Cribb, Kate O'Keeffe","*Moderated by Robert Cribb, Toronto Star
Investigating conspicuous coincidences and hidden influences when big money changes hands relies on deep data and document digs. And lots of coffee. Three top journalists take us behind the curtain on stories that exposed fraudulent lottery wins, political ties in a massive land deal and the hidden art of collecting debt from casino gamblers.
",Golden Gate B,http://ire.org/events-and-training/event/975/1404/
,Quick-turn stories in emerging communities (Sponsored by Asian American Journalists Association),2014-06-28,8:30 a.m.,2014-06-28,9:30 a.m.,"Momo Chang, Ravi Kapur, Molly Hennessy-Fiske, David Boardman","*Moderated by David Boardman, Temple University
Many journalists face pressure to produce quick-turn enterprise stories, and the challenge is even greater when working in communities where a newsroom doesn't have strong ties. Hear from journalists who work in such communities and get insight on how to make those connections, and fine crucial information, to turn enterprise stories quickly.
",Salon 1-3,http://ire.org/events-and-training/event/975/1310/
,Measuring mental health care in your community,2014-06-28,8:30 a.m.,2014-06-28,9:30 a.m.,"Meg Kissinger, Michael Rey, Oriana Zill de Granados, Brian Rosenthal","From Sandy Hook Elementary to UC-Santa Barbara and beyond... News today is filled with stories about people suffering from mental illness and potential links to mass shootings. How can you responsibly report on these events? We'll show you how we have tried to shine a light on these poorly understood illnesses. Learn how to gauge the shortcomings of the current system of treatment. Find out how you can measure what your community is doing about it.    
",Club Room,http://ire.org/events-and-training/event/975/1350/
,Measuring impact: Determining whether your stories make a difference,2014-06-28,8:30 a.m.,2014-06-28,9:30 a.m.,"Lorie Hearn, Lindsay Green-Barber, Keith Hammonds","*Moderated by Lorie Hearn, inewsource
Changing a law. Triggering an investigation. Spurring a protest. Informing a citizen. As investigative journalists, we gauge the importance of our stories by their real world results. But how can we measure these results?  This panel will share new strategies and tools for proving your work really matters.
",Salon 10-11,http://ire.org/events-and-training/event/975/1367/
,How to find stories in government contracting data (Sponsored by Knight Foundation),2014-06-28,8:30 a.m.,2014-06-28,9:30 a.m.,Danielle Ivory,"The government spends billions of dollars each year at the federal, state and local level, but it can be tricky to follow the money. This will be a crash course in how to navigate the free websites that collect these records and find stories that may be hiding in plain sight.
",Nob Hill AB,http://ire.org/events-and-training/event/975/1423/
,Mapping 1: Creating simple desktop maps with GIS software *pre-registered attendees only,2014-06-28,8:30 a.m.,2014-06-28,9:30 a.m.,David Herzog,"In this introductory class attendees will learn how to display data geographically with ArcGIS.
This is the first in a series of three classes. Those who attend all three sessions will receive a free copy of ArcGIS Desktop (PC only) from Esri. Preregistration is required as seating is limited. Sign up at the conference registration from 1:30 - 6 p.m. Friday, June 27. Email [email protected] with questions.
",Nob Hill C,http://ire.org/events-and-training/event/975/1442/
spreadsheets,Getting started with Excel (repeat),2014-06-28,8:30 a.m.,2014-06-28,9:30 a.m.,Brad Branan,"In this introduction to spreadsheets you'll begin analyzing data with Excel, a simple but powerful tool. You'll learn how to enter data, sort it and conduct simple calculations like average and median. Time allowing, you'll even learn to create a basic visualization of your data.
",Nob Hill D,http://ire.org/events-and-training/event/975/1447/
,The art of storytelling: Deadly neglect,2014-06-28,9:40 a.m.,2014-06-28,10:40 a.m.,Sam Roe,"Sam Roe, a Pulitzer Prize winner and three-time Pulitzer finalist, shows how to identify the narrative in an investigation, how to flesh it out with reporting and writing, and how to organize it to maximize impact and suspense. He'll focus on “Deadly Neglect,” a story that started out as a run-of-the-mill nursing home project but gained power when Roe zeroed in on the agonizing ordeal of a 9-year-old boy. 
If you plan to attend this panel, please read the following story in advance. We'd like attendees to be familiar with the project, which should lead to a more robust discussion of the story-telling choices.
Deadly neglect
",Club Room,http://ire.org/events-and-training/event/975/1351/
,Mapping 2: Importing and overlaying data with GIS software *pre-registered attendees only,2014-06-28,9:40 a.m.,2014-06-28,10:40 a.m.,Jennifer LaFleur,"This is the second in a series of three classes. Those who attend all three sessions will receive a free copy of ArcGIS Desktop (PC only) from Esri. Preregistration is required as seating is limited. Sign up at the conference registration from 1:30 - 6 p.m. Friday, June 27. Email [email protected] with questions.
",Nob Hill C,http://ire.org/events-and-training/event/975/1443/
,Campus coverage: Sexual assault and other crimes on campus (Sponsored by Lumina Foundation),2014-06-28,9:40 a.m.,2014-06-28,10:40 a.m.,"Walt Bogdanich, David Donald, Jill Riepenhoff, Samantha Sunne","*Moderated by Jill Riepenhoff, The Columbus Dispatch
From Florida State to the University of Oregon to thousands of campuses in between, sexual assault is a widely discussed topic on campus. Learn how to make sense of baffling crime statistics and where to look for documents that really explain how your campus handles these crimes. And learn how to point out the woeful failures of some police and university officials. 
",Salon 1-3,http://ire.org/events-and-training/event/975/1311/
,Tracking campaign finance,2014-06-28,9:40 a.m.,2014-06-28,10:40 a.m.,TBA,"Presented by the Center for Responsive Politics and the Institute for National Money in State Politics
Learn how to use two free, online tools that allow you to dig in on campaign donations, from the state to the federal level: Opensecrets.org and Followthemoney.org. These sites will allow you to provide a whole new level to your election coverage.
",Nob Hill AB,http://ire.org/events-and-training/event/975/1504/
,Introduction to multimedia immigration storytelling and U.S. Census data,2014-06-28,9:40 a.m.,2014-06-28,10:40 a.m.,Zita Arocha,"This series of  special sessions focuses on resources for reporting and writing effective immigration stories, including how to mine documents and statistics in the U.S. and other countries to report on immigration trends, problems and to unearth untold stories. The afternoon sessions are hands on and focus on using a specific immigration data set to create maps/visualizations. 
This session is part of a series focusing on immigration. Two afternoon sessions, Analyzing Immigration Data Parts 1 and 2, follow the morning sessions; sign up will be available during this session.
Sponsored by the McCormick Foundation.
",Salon 12-13,http://ire.org/events-and-training/event/975/1386/
,Finding needles in a social media haystack,2014-06-28,9:40 a.m.,2014-06-28,10:40 a.m.,Doug Haddix,"Social media can be a giant haystack of information and people: some helpful but much of it worthless or inaccurate. In this session, you'll learn how to dig through that giant pile to find golden needles for your stories, the tactics and tricks of advanced searches in Facebook, LinkedIn, Twitter and Instagram, and you'll discover the power of geolocation, to find social media information and sources in a specific place. You'll also see how a free dashboard (HootSuite) can help you monitor social media regularly.
",Salon 10-11,http://ire.org/events-and-training/event/975/1368/
spreadsheets,Formulas for stories in Excel (repeat),2014-06-28,9:40 a.m.,2014-06-28,10:40 a.m.,Meghan Hoyer,"Much of Excel's power comes in the form of formulas. In this class you'll learn how to use them to analyze data with the eye of a journalist. Yes, math will be involved, but it's totally worth it! This class will show you how calculations like change, percent change, rates and ratios can beef up your reporting.
",Nob Hill D,http://ire.org/events-and-training/event/975/1448/
,Broadcast: More personality,2014-06-28,9:40 a.m.,2014-06-28,10:40 a.m.,"Russ Ptacek, Gerry Wagschal, Jeremy Jojola","Keep your audience's attention, increase your investigation's impact, and grow your social media footprint by exposing the reporter telling the story.
Network and large market panelists explore the use of reporter personality in investigative reporting.
",Golden Gate B,http://ire.org/events-and-training/event/975/1405/
,Managers track: Building and protecting the watchdog brand,2014-06-28,9:40 a.m.,2014-06-28,10:40 a.m.,"Jonathan Mitchell, George Stanley, Manny Garcia, Joyce Terhaar","*Moderated by Manny Garcia, Naples Daily News
Three award-winning newsroom leaders provide practical advice – and take your questions – on how to deliver greater investigative stories and protect your franchise at a time when news operations face disruptions and other competitive challenges. Among the topics:  growing your I-team, identifying the project with impact, producing it across platforms and creating a culture of newsroom collaboration. Panelists are: Joyce Terhaar, Executive Editor Sacramento Bee; George Stanley, Managing Editor, The Milwaukee Sentinel and Jonathan Mitchell, Vice President of News at NBC Bay Area. 
",Salon 4-6,http://ire.org/events-and-training/event/975/1303/
statistics,Mining immigration documents and statistics,2014-06-28,10:50 a.m.,2014-06-28,11:50 a.m.,"Lise Olsen, Martha Mendoza","Learn to unlock fascinating stories buried deep in visa statistics, human trafficking reports, court documents and other public records both in your backyard and worldwide.
This session is part of a series focusing on immigration. Two afternoon sessions, Analyzing Immigration Data Parts 1 and 2, follow the morning sessions; sign up will be available during this session.
Sponsored by the McCormick Foundation.
",Salon 12-13,http://ire.org/events-and-training/event/975/1387/
,Managers track: Placing your bets - Choosing the right stories,2014-06-28,10:50 a.m.,2014-06-28,11:50 a.m.,"Marc Duvoisin, Stephen Engelberg, Evelyn Larrubia, Mark Katches","*Moderated by Mark Katches, The Center for Investigative Reporting
Editors from small and larger newsrooms discuss how they make the all-important decisions about which investigations to pursue. What's the selection criteria for placing the winning bets? How does potential impact factor into the equation? And once you make the decisions to move forward, how do you navigate the twists and turns to produce the best work possible?
",Salon 1-3,http://ire.org/events-and-training/event/975/1312/
,Under pressure: Real life in real time with breaking news,2014-06-28,10:50 a.m.,2014-06-28,11:50 a.m.,Stephen Stock,"What do you do when a bridge collapses, a plane crashes, oil spills or a building explodes? In this session you'll walk through a real-life breaking news scenario tackling it as an investigator. We'll let you try it on your own then we'll walk you through some resources you might not have known existed. Beat your competition with these tips and sources. Be ready to participate in real time, actual breaking news simulation!
",Nob Hill D,http://ire.org/events-and-training/event/975/1449/
,On the beat: Healthcare,2014-06-28,10:50 a.m.,2014-06-28,11:50 a.m.,"Jennifer Levitz, Joseph Neff, Mark J. Rochester, Christina Jewett","*Moderated by Mark Rochester, Pittsburgh Post-Gazette
In this session, learn how to develop strategies for building key sources on the health beat, gathering and maintaining useful data and tactics for routinely delivering watchdog reporting on the healthcare industry.
",Club Room,http://ire.org/events-and-training/event/975/1352/
,Investigating in a small town (Sponsored by Texas Center for Community Journalism),2014-06-28,10:50 a.m.,2014-06-28,11:50 a.m.,"Tim Crews, Kathy Cruz, Samantha Swindler, Tommy Thomason","*Moderated by Tommy Thomason, Texas Center for Community Journalism
How do you conduct investigations when you have limited funds and an already-overworked small staff of reporters?  This panel will show that it can be done – and how.  Some of America's best-known community journalists -- one has been featured on 60 Minutes and all have won awards in their states for investigative reporting – will share their stories and the price they had to pay for pursuing important investigations.
",Salon 4-6,http://ire.org/events-and-training/event/975/1330/
,Mapping from the desktop to the web *pre-registered attendees only,2014-06-28,10:50 a.m.,2014-06-28,11:50 a.m.,Robby Deming,"Join us for a hands-on tutorial on using ArcGIS Online as a free tool to transform your desktop GIS research and other public data into interactive web maps and apps.
This is the third in a series of three classes. Those who attend all three sessions will receive a free copy of ArcGIS Desktop (PC only) from Esri. Preregistration is required as seating is limited. Sign up at the conference registration from 1:30 - 6 p.m. Friday, June 27. Email [email protected] with questions.
",Nob Hill C,http://ire.org/events-and-training/event/975/1444/
,Broadcast: Interviewing,2014-06-28,10:50 a.m.,2014-06-28,11:50 a.m.,"Jenna Susko, Scott Zamost, Lee Zurik","From the network to the local newsroom, discover the art of the broadcast interview.  Learn techniques for preparation and execution so you can get the most out of scheduled and unscheduled interviews. You'll get tips and strategies for handling tough situations in this session.
",Golden Gate B,http://ire.org/events-and-training/event/975/1406/
,Spiked! When media managers can't handle the truth,2014-06-28,10:50 a.m.,2014-06-28,11:50 a.m.,"Walt Bogdanich, Frank Koughan, Martin Koughan, Charles Lewis","*Moderated by Charles Lewis, Investigative Reporting Workshop
Internal media censorship has always been the bane of investigative reporters' existence everywhere and this problem has certainly not improved in the past 20 years. Four veterans will recount their own close encounters of the worst kind, their stories being spiked, and explore the broader implications of this occupational hazard.
",Salon 10-11,http://ire.org/events-and-training/event/975/1369/
,"Learn how to set up Off the Record chat (OTR), the easiest way to use encryption (Sponsored by Knight Foundation)",2014-06-28,10:50 a.m.,2014-06-28,11:50 a.m.,"Garrett Robinson, Yan Zhu","In the age of NSA mass surveillance, protecting your communications with sources is now more important than ever. Bring your laptop to this hands-on session, learn how encryption works, and then get a tutorial on how set up OTR chat with the help of experts, so you can keep your future sources safe.
",Nob Hill AB,http://ire.org/events-and-training/event/975/1424/
