Topic,Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
python,Python 1: The fundamentals,2019-03-07,2:15 pm,2019-03-07,3:15 pm,False,"Sandra Fish of independent journalist - Learning a programming language is much like learning to write a news story. There are certain styles and conventions to follow, a standard order, etc. In this session geared toward absolute beginners, we'll get started with some of the basics of this new language.
This session is good for: People who are comfortable working with data in spreadsheets or database managers and want to make the leap to programming.
 | URL: http://ire.org/events-and-training/event/3433/4239/",Salon 5,False
,R 1: Intro to R and RStudio,2019-03-07,2:15 pm,2019-03-07,3:15 pm,False,"Meghan Hoyer of The Associated Press - Learn your way around the basics of RStudio. We'll load basic packages to do data analysis, read in some data and explore it. This is a good class to learn the basic structure of writing R code. You'll leave knowing how to get data into R, how to do some cleaning and formatting tasks and how to start doing basic analysis on a dataset. This will give you more confidence to take the next steps in your analyses.
This session is good for: beginner to intermediate users.
 | URL: http://ire.org/events-and-training/event/3433/4242/",Sapphire Cove - conference level,False
"statistics, spreadsheets",Stats in Excel,2019-03-07,2:15 pm,2019-03-07,3:15 pm,False,"Steve Doig of ASU Walter Cronkite School of Journalism - You don't need a special statistics program to run simple statistical analysis. In this session, you'll learn how to compute some basic statistics in Excel and figure out what they mean.
This session is good for: People who already are comfortable with using functions in Excel.
 | URL: http://ire.org/events-and-training/event/3433/4232/",Diamond Cove - conference level,False
,Building a data library in your newsroom,2019-03-07,3:30 pm,2019-03-07,4:30 pm,False,"Acton Gorton of Chicago Tribune; Brant Houston of University of Illinois; Meghan Hoyer of The Associated Press - Stockpiling data helps your newsroom be ready for breaking news, mine data for tips, provides context for multiple stories, offers content for visualizations, and build data literacy among reporters, editors and producers. But there are crucial questions to ask before you build your data arsenal: What databases does your newsroom need? What databases will be used for more than one story, serve as a reference library and improve with annual updates? What technology should you use to house data and what tools would make it accessible across the newsroom? What metadata and documentation should be attached?
 | URL: http://ire.org/events-and-training/event/3433/4171/",Cardiff,False
,Doxxing for good: Tracing your online footprint before hackers can,2019-03-07,3:30 pm,2019-03-07,4:30 pm,False,"Neena Kapur of The New York Times; Kristen Kozinski of The New York Times - In this demo Kristen Kozinski and Neena Kapur from The New York Times Information Security team will share their experience creating a doxxing education program in their newsroom. They'll cover why doxxing is a threat to reporters, recommended tools and techniques for cleaning up your online footprint, and suggestions for implementing a doxxing program in your newsroom.
 | URL: http://ire.org/events-and-training/event/3433/4201/",Salon 1&2,False
spreadsheets,Excel: Using string functions to reformat data,2019-03-07,3:30 pm,2019-03-07,4:30 pm,False,"Rachel Alexander of Salem Reporter - Maybe you converted a PDF or imported a table into Excel -- or maybe an agency gave you a poorly formatted file. You can use string functions to reformat your data and get your spreadsheets working for you.
This session is good for: Anyone comfortable with using formulas in Excel.
 | URL: http://ire.org/events-and-training/event/3433/4266/",Diamond Cove - conference level,False
tableau,"Finding your data story: Visual analytics best practices using Tableau (repeat, hosted by Tableau)",2019-03-07,3:30 pm,2019-03-07,4:30 pm,False,"Florian Ramseger of Tableau Software; Jonni Walker of Tableau Software - Skill level: Some experience working with data would be ideal.
Participants will get a crash-course in the fundamentals of Tableau, working with a slightly more complex dataset than we did in the introduction course. We will discuss how the data is shaped and will use Tableau to find an interesting story in the data, before turning it into a publishable visualization. Depending on the time available and the appetite of participants, we can also dive deeper into maps, simple statistical tools, or design best practices.
Software, data files and laptops are provided for the duration of the class. The session is designed to follow the session “An introduction to Data Visualization with Tableau” but can also be taken on its own. Participants are expected to create a free account on Tableau Public before or at the beginning of the session.
 | URL: http://ire.org/events-and-training/event/3433/4364/",Coral Cove - conference level,False
,How to make data a routine part of your beat,2019-03-07,3:30 pm,2019-03-07,4:30 pm,False,"Angela Caputo of APM Reports; John Harden of The Washington Post; Brandon Quester of inewsource - Data-driven stories don't have to be relegated to the enterprise stories that we spend a lot of time on. Pretty much every beat should have some data source(s) that you can be monitoring & requesting regularly, or there might be datasets you can build on your own, that help generate stories. We'll also talk about how to scope out your beat to find data sources at the outset.
 | URL: http://ire.org/events-and-training/event/3433/4137/",Salon A&B,False
,Machine learning and investigative reporting,2019-03-07,3:30 pm,2019-03-07,4:30 pm,False,"Meredith Broussard of New York University; Emilia Diaz-Struck of The International Consortium of Investigative Journalists; Jeff Ernsthausen of ProPublica - Has your editor ever asked for a couple of examples? What if you could use machine learning to find some of those examples and investigate a real phenomenon?
Join reporters who have used machine learning as a tool in investigative reporting. You'll hear about how we used machine learning to find patients whose deaths were potentially linked to medical devices; tracked fake news and identified illegal ads on Facebook; investigated potential campaign finance fraud; and did financial muckraking in the tax records of a global financial corporation.
We'll answer important questions like: What is machine learning? What kind of stories could it help with? and What do you need to take into account to get started?
 | URL: http://ire.org/events-and-training/event/3433/4150/",Salon D,False
python,Python 2: Intro to data analysis using pandas,2019-03-07,3:30 pm,2019-03-07,4:30 pm,False,"Lam Thuy Vo of BuzzFeed News - Imagine rolling Excel and MySQL into one tool that also allows you to track your code and share it. That's pandas in a nutshell. There's a lot more you can do with it, of course, but this will be a good start. We'll learn how to slice and dice our data and extract basic stats. Specifically, we'll cover loading the data, filtering, sorting and grouping data.
This class is good for: People who are comfortable with Excel and are familiar with the basics of SQL and Python.
 | URL: http://ire.org/events-and-training/event/3433/4240/",Salon 5,False
,R 2: Data analysis and plotting in R,2019-03-07,3:30 pm,2019-03-07,4:30 pm,False,"Ronald Campbell of NBC Owned Television Stations - We'll use the tidyverse packages dplyr and ggplot2, learning how to sort, filter, group, summarize, join and visualize to identify trends in your data. If you want to combine SQL-like analysis and charting in a single pipeline, this session is for you.
This session is good for: People who have worked with data operations in SQL or Excel and would like to do the same in R.
 | URL: http://ire.org/events-and-training/event/3433/4243/",Sapphire Cove - conference level,False
statistics,R: Intro stats in R,2019-03-07,3:30 pm,2019-03-07,4:30 pm,False,"Olga Pierce of University of Nebraska - Lincoln - Learn how to use R to spot trends and identify relationships in data using social science theories and methods. In this session, we will use R for statistical significance tests, cross-tabulations and linear regression.
This session is good for: Anyone who is comfortable working with spreadsheets and database managers and wants to learn how to do basic statistical analysis. Some experience with R will be helpful.
 | URL: http://ire.org/events-and-training/event/3433/4245/",Emerald Cove - conference level,False
,Students' roundtable,2019-03-07,3:30 pm,2019-03-07,4:30 pm,False,"This is a roundtable for students to have an honest, off-the-record discussion on the challenges of being a student journalist. Some of the topics that might be brought up include: learning to set aside your personal biases, gaining access to data and documents, and backlash from your university for unfavorable coverage.
",Del Mar,False
,The IRE Principles (Code of Conduct): A conversation with the IRE Board of Directors,2019-03-07,3:30 pm,2019-03-07,4:30 pm,False,"Matt Dempsey of Houston Chronicle; Doug Haddix of IRE and NICAR; Jennifer LaFleur of Investigative Reporting Workshop; T. Christian Miller of ProPublica; Steven Rich of The Washington Post; Jill Riepenhoff of InvestigateTV; Norberto Santana of Voice of OC; Cheryl W. Thompson of NPR; Jodi Upton of Syracuse University; Nicole Vap of KUSA/9Ne - Several members of the IRE Board of Directors will be on hand to discuss the recent changes to the IRE Principles (Code of Conduct). This session is designed to be a conversation -- not a presentation -- so bring your questions.
 | URL: http://ire.org/events-and-training/event/3433/4363/",Salon C,False
,Workbench: Reproducible data work without coding,2019-03-07,3:30 pm,2019-03-07,4:30 pm,False,"Jonathan Stray of Columbia Journalism School - Workbench is an open source tool that puts all stages of the data journalism process in one workspace, including scraping, cleaning, monitoring, and visualization -- all without coding, and all reproducible.
In this hands-on tutorial, you'll learn how to use Workbench for several different newsroom tasks. Clean and explore data, monitor sources, create live embeddable charts that update when new data is released, or build useful queries that other journalists can use to report on a data set. Workbench is built to help make data tasks accessible to more people in the newsroom.
**You must bring a laptop, with either Google Chrome or Firefox web browsers installed, to participate in this class.
This session is good for journalists of all skill levels.
 | URL: http://ire.org/events-and-training/event/3433/4215/",Mariner Cove - conference level,False
spreadsheets,Excel: Importing data,2019-03-07,4:45 pm,2019-03-07,5:45 pm,False,"Manuel Villa of The Marshall Project - Not all data comes in ready-to-use, elegant spreadsheets. This session will teach you how to import data from text files and website tables. We will look at how to clean and organize data that may not come in the friendliest format.
This session is good for: Anyone comfortable with working in Excel.
 | URL: http://ire.org/events-and-training/event/3433/4260/",Diamond Cove - conference level,False
tableau,"From messy data to insightful story: Cleaning data using Tableau (repeat, hosted by Tableau)",2019-03-07,4:45 pm,2019-03-07,5:45 pm,False,"Florian Ramseger of Tableau Software; Jonni Walker of Tableau Software - Skill level: Some experience working with data and is necessary; knowledge of Tableau Desktop/Tableau Public would be ideal.
Participants will get a crash-course in the fundamentals of Tableau Prep. We will work with a couple of messy real-world data sets. We will clean, shape, and merge our data in Tableau Prep with the aim of analyzing it in Tableau Desktop and finally publishing an interactive chart with Tableau Public.
Software, data files and laptops are provided for the duration of the class. The session is designed to follow the sessions “An introduction to Data Visualization with Tableau” and “Finding your data story: Visual analytics best practices using Tableau” but can also be taken on its own by participants who have some experience in working with data. Participants are expected to create a free account on Tableau Public before or at the beginning of the session.
 | URL: http://ire.org/events-and-training/event/3433/4365/",Coral Cove - conference level,False
web development,GitHub for journalists,2019-03-07,4:45 pm,2019-03-07,5:45 pm,False,"Brent Jones of St. Louis Public Radio - We'll cover Github's basics features — repositories, commits, branches, pull requests and issues — using a recent data-driven story as a case study. The goal is for you to leave the class and be able to use GitHub on your own for your next story.
**You must bring a laptop to participate in this class. You will also need to create an account at GitHub.com and install GitHub Desktop prior to the class.
This session is good for: Journalists who want to collaborate on data analyses, back up their work and share their methodology with (nerdy) readers
 | URL: http://ire.org/events-and-training/event/3433/4269/",Mariner Cove - conference level,False
,How it works: APIs,2019-03-07,4:45 pm,2019-03-07,5:45 pm,False,"Jonathan Soma of Columbia Journalism School - What is an Application Programming Interface (API), and how are journalists using them to power newsroom projects? Come to this session to get an overview of how APIs work and some ideas for integrating them into your own data projects.
This session is ideal for API beginners to attend before the hands-on class ""A hitchhiker's guide to APIs.""
 | URL: http://ire.org/events-and-training/event/3433/4172/",Salon A&B,False
,How to impress the boss & save democracy: Data stories you can turn in 30 days or less,2019-03-07,4:45 pm,2019-03-07,5:45 pm,False,"Holly Hacker of The Dallas Morning News; Jill Riepenhoff of InvestigateTV - Beginners to seasoned data journalists will learn about easy-to-find, easy-to-navigate datasets that lead to quick-turn watchdog stories. We'll show examples across beats. You'll leave this panel with a notebook full of story ideas that you can tackle as soon as you return to your newsroom.
 | URL: http://ire.org/events-and-training/event/3433/4195/",Salon D,False
,Intro to web development,2019-03-07,4:45 pm,2019-03-07,5:45 pm,False,"Melissa Lewis of Reveal from The Center for Investigative Reporting - If you've been trying to figure out what all the fuss is about HTML, CSS and JavaScript, this session is for you. This session will introduce you to the basics of web development, help you make sense of the jargon and answer your questions. At the end of the session, you will have built a simple web page using HTML, CSS and JavaScript.
This session is good for: Beginners in web development. No coding experience required.
 | URL: http://ire.org/events-and-training/event/3433/4235/",Emerald Cove - conference level,False
,Investigating nonprofits with data,2019-03-07,4:45 pm,2019-03-07,5:45 pm,False,"Andrea Fuller of The Wall Street Journal; Todd Wallack of The Boston Globe - We'll show reporters at all levels how to work with nonprofit data. We'll walk you through spreadsheets and databases that contain information on how nonprofits are spending their money and give you tips for identifying red flags. We'll also talk about digitized 990 filings and how you or other programmers in your newsroom can parse the data and root out corruption.
 | URL: http://ire.org/events-and-training/event/3433/4350/",Salon 1&2,False
,NICAR-L improvement project,2019-03-07,4:45 pm,2019-03-07,5:45 pm,False,"Derek Willis of ProPublica - Help make the NICAR-L archives more user-friendly by creating ways to identify and surface useful posts and threads. We'll discuss possible new ways to access the archives, a basic app to make things like up-voting and categorization possible and an initial roadmap. During this session, we will gather ideas and create a plan that we'll continue working on after the conference.
 | URL: http://ire.org/events-and-training/event/3433/4362/",Del Mar,False
,Preparing for the future of disinformation and deep fakes,2019-03-07,4:45 pm,2019-03-07,5:45 pm,False,"Paul Cheung of Knight Foundation; Christine Glancey of The Wall Street Journal; Sam Gregory of WITNESS - Recent advances in artificial intelligence make it easy to generate believable video and audio. It seems likely that these techniques will see usage in the political arena, where the ability to cheaply generate high fidelity hoaxes might be an attractive option for state and nonstate actors seeking to manipulate discourse and voter behavior.
Journalists, tasked with evaluating the quality of information, will be on the front lines confronting these new threats as they emerge. Learn what tools exist to detect potential fakes, what machine learning can and can't do, who is fighting the potential spread of synthetic videos and what we can do about it.
This session was sponsored by Knight Foundation. IRE retains control of content, including the topic and speaker selection, for all conference sessions.
 | URL: http://ire.org/events-and-training/event/3433/4159/",Cardiff,False
python,Python 3: Data cleaning and visualization,2019-03-07,4:45 pm,2019-03-07,5:45 pm,False,"Karrie Kehoe of ICIJ-Ctr for Public Integrity - Now that you've got a handle on pandas, it's time to jump into some advanced topics. You know how to import a dataset, but what happens when you load the data and nothing looks right? We'll walk through cleaning up a dirty dataset with pandas. Then we'll jump into the fun part: visualizing the data you've analyzed with matplotlib.
This session is good for: People who can load and perform basic summary and grouping functions in pandas.
 | URL: http://ire.org/events-and-training/event/3433/4241/",Salon 5,False
,R 3: Gathering and cleaning data in R,2019-03-07,4:45 pm,2019-03-07,5:45 pm,False,"Ronald Campbell of NBC Owned Television Stations - Learn how to use R to collect information from web pages and transform the results into usable data. This session will also teach you how to clean and structure data for analysis using the tidyverse and other packages.
This session is good for: People who have used R and database software.
 | URL: http://ire.org/events-and-training/event/3433/4244/",Sapphire Cove - conference level,False
,Using data to report on racial inequality,2019-03-07,4:45 pm,2019-03-07,5:45 pm,False,"Bracey Harris of The Clarion-Ledger; Alden Loury of WBEZ  Public Radio; Emmanuel Martinez of Reveal from The Center for Investigative Reporting - Hear from journalists on the front lines of investigating racial, socioeconomic and other inequalities. Get story ideas as well as reporting and writing tips, along with advice on how best to frame stories in the proper historical context. Relevant public records and data sets also will be discussed.
 | URL: http://ire.org/events-and-training/event/3433/4190/",Salon C,False
,Welcome Reception and celebration of the 25th CAR Conference (Sponsored by Google News Initiative),2019-03-07,6:00 pm,2019-03-07,7:00 pm,False,"Join us for a special celebration of the 25th CAR conference during our welcome reception on Thursday, beginning at 6 p.m. Reconnect with longtime friends, welcome new attendees and meet special surprise guests! Each attendee will receive one drink ticket for beer, wine, soda or bottled water. Light snacks also will be served.
",Rose Garden,False
,Mentoring Breakfast (Sponsored by Donald W. Reynolds Journalism Institute) **invitation-only event,2019-03-08,7:30 am,2019-03-08,8:45 am,False,,Baycliff,False
,CAR Conference registration (Friday),2019-03-08,8:00 am,2019-03-08,5:00 pm,False,"CAR Conference registration will be located in Salon EF on the lobby level of the Newport Beach Marriott.
",Salon EF,False
,CAR Conference sales (Friday),2019-03-08,8:00 am,2019-03-08,5:00 pm,False,"Stop by the CAR Conference sales table and browse our merchandise, including the IRE bookstore's most popular titles and shirts with the winning design from the T-shirt contest.
",Salon EF,False
python,First Python notebook: Data analysis on deadline *pre-registered attendees only,2019-03-08,9:00 am,2019-03-08,5:45 pm,False,"James Gordon of Reynolds Journalism Institute; Ben Welsh of Los Angeles Times; Cheryl Phillips of Stanford University - Skill level: Beginner/intermediate
Ben Welsh, James Gordon and Cheryl Phillips teach data analysis with Python. Their 6-hour, hands-on tutorial will guide you through an investigation of money in politics.
You will learn:
1) Just enough Python to execute an analysis with the powerful pandas data analysis library, one of the most popular open-source tools for working with large data files.
2) How to record, remix and republish your work using the Jupyter Notebook, a browser-based tool emerging as the standard for reproducible research in the sciences.
3) Most important of all, how these tools increase the speed and veracity of your journalism.
Preregistration is required and seating is limited. Laptops will be provided for the training.
Workshop prerequisites: If you've tried Python once or twice, have good attitude and know how to take a few code crashes in stride, you are qualified for this class.
 | URL: http://ire.org/events-and-training/event/3433/4094/",Coral Cove - conference level,False
,Connecting the dots with health data: The Implant Files case,2019-03-08,9:00 am,2019-03-08,10:00 am,False,"Emilia Diaz-Struck of The International Consortium of Investigative Journalists; Margot Williams of The Intercept; Karrie Kehoe of ICIJ-Ctr for Public Integrity; Andrew Lehren of NBC News; Emily Siegel of NBC News - The Implant Files investigation involved a global effort of more than 1,500 FOI requests to gather data on medical devices in different parts of the world. It was a collaboration that involved more than 250 journalists in 36 countries. As a result, ICIJ released the first International Medical Devices Database that facilitates the exploration of more than 75,000 recalls, safety alerts and field safety notices of medical devices and their connections with manufacturers.
Join us to explore the possibilities this data collection has to offer and how to connect it with other health datasets to report on stories linked to the medical devices industry.
 | URL: http://ire.org/events-and-training/event/3433/4367/",Del Mar,False
,"Cops, docs, and traffic stops: Criminal justice reporting through data",2019-03-08,9:00 am,2019-03-08,10:00 am,False,"Anita Hassan of Las Vegas Review-Journal; Ben Poston of Los Angeles Times; Alysia Santo of The Marshall Project; Alain Stephens of inewsource - This panel explores the pathways of finding, capturing and using data to tell compelling and relevant criminal justice stories. The group will also share techniques for breaking through the thin blue line of secrecy, and how to avoid common pitfalls along the way.
 | URL: http://ire.org/events-and-training/event/3433/4186/",Cardiff,False
spreadsheets,Excel: Advanced pivot tables,2019-03-08,9:00 am,2019-03-08,10:00 am,False,"Kimbriell Kelly of The Washington Post - You've done a few pivot tables and are getting curious what more you could do with them. What happens if you aggregate by more than one column? What are those ""column"" and ""filter"" boxes for? Come unlock the full potential of pivot tables in this intermediate spreadsheet class.
This session is good for: People familiar with spreadsheets and aggregating data with pivot tables, or anyone who has taken Excel 1-3.
 | URL: http://ire.org/events-and-training/event/3433/4253/",Salon 3,False
maps,MapCamp: QGIS *pre-registered attendees only,2019-03-08,9:00 am,2019-03-08,5:45 pm,False,"David Herzog of IRE and NICAR; Jennifer LaFleur of Investigative Reporting Workshop - Skill level: Intermediate
Learn how to uncover interesting news stories by mapping data with geographic information system (GIS) software during our intensive mini-boot camp.
Experienced journalists conduct this hands-on training using the latest version of QGIS, open source-software that runs on all platforms. We will look at noteworthy stories that have used mapping and show you how to uncover stories using census and other data.
You'll learn how to display data geographically; import and query data; and geocode to merge databases with addresses into maps. In addition, we'll provide you with our detailed boot camp materials to help keep you on track long after you leave the conference.
Preregistration is required and seating is limited. Laptops will be provided for the training.
Workshop prerequisites: Participants should have basic knowledge in using relational database programs such as Microsoft Access, MySQL or SQLite.
NOTE: Registration is required for this session. Click here to sign up.
 | URL: http://ire.org/events-and-training/event/3433/4090/",Emerald Cove - conference level,False
,Master class: Telling the data story across platforms **pre-registered attendees only,2019-03-08,9:00 am,2019-03-08,12:30 pm,False,"Josh Hinkle of KXAN/NBC Austin; Lisa Pickoff-White of KQED Public Radio - No matter your media type, a successful data story or investigation requires the ability to connect with audiences on several platforms, including broadcast, digital and social media. But with limited time and resources, it can be challenging to develop and execute a plan that cuts across media.
We'll cover:
This session is good for reporters, editors and producers. We'll talk about the roles each person plays in this process, and provide tips to take back to your team. Please come with a story you're investigating to workshop as well as your laptop.
Preregistration is required and seating is limited.
NOTE: Registration is required for this session. Click here to sign up.
 | URL: http://ire.org/events-and-training/event/3433/4130/",Crystal Cove - conference level,False
databases,Interviewing your data with SQL (cont'd Friday) **pre-registered attendees only,2019-03-08,9:00 am,2019-03-08,12:30 pm,False,"his is a continuation of Interviewing your data with SQL from Thursday, March 7 for pre-registered attendees of this class.
",Salon 4,False
python,PyCAR (cont'd-Friday) *pre-registered attendees only,2019-03-08,9:00 am,2019-03-08,12:30 pm,False,"This is a continuation of PyCAR from Thursday, March 7 for pre-registered attendees of this class.
",Salon 5,False
,"Mastering Google Sheets: Web scraping, running scripts and other tricks **pre-registered attendees only",2019-03-08,9:00 am,2019-03-08,12:30 pm,False,"Frank Bi of Vox Media - Skill level: Beginner
Google Sheets is more than just free spreadsheet software to organize and store data. In this hands-on session will start with pivot tables and conditional formatting but through examples, we'll also learn how to scrape data in seconds without code, automate menial tasks with macros, write custom spreadsheet formulas as well as how to send emails, geocode addresses, translate text and more – all through the power of Google Sheets. Come with a laptop and leave with the knowledge of a Google Sheets power user.
Preregistration is required and seating is limited. Attendees must bring a laptop and charger (no tablets) to this training.
Workshop prerequisites: You should be familiar with using spreadsheets and formulas.
 | URL: http://ire.org/events-and-training/event/3433/4110/",Mariner Cove - conference level,False
,How it works: Artificial intelligence,2019-03-08,9:00 am,2019-03-08,10:00 am,False,"Meredith Broussard of New York University - Artificial intelligence is the hottest new frontier in computing — but what is AI, really? This session introduces you to the basics of AI, demystifying the fundamentals so you can understand what's real and what's still science fiction.
We'll talk about the reasons you don't have to be afraid of killer robots, but you should worry about facial recognition and the ways that AI systems reinforce inequality. After the basics, we'll look at how AI can be used for investigative reporting. We'll answer questions like: how can you get started with AI for reporting? What can AI do for you in the newsroom, and what can't it do? What claims about AI should trigger your journalistic skepticism?
This session is designed for people who have unanswered questions about AI, journalists who are curious about AI in the newsroom, and anyone who has wondered exactly why machine learning is such a big deal.
 | URL: http://ire.org/events-and-training/event/3433/4203/",Salon C,False
spreadsheets,Intro to OpenRefine,2019-03-08,9:00 am,2019-03-08,10:00 am,False,"Martin Magdinier of OpenRefine Foundation - OpenRefine is a free, open-source tool for working with messy data. This session will provide a comprehensive overview of OpenRefine features. We will showcase how you can use OpenRefine to
A lab session is scheduled separately for those interested in a hands-on experience.
 | URL: http://ire.org/events-and-training/event/3433/4307/",Salon 1&2,False
javascript,JavaScript 1: Fundamentals and syntax,2019-03-08,9:00 am,2019-03-08,10:00 am,False,"Allison McCartney of Bloomberg News - Functions, "" for loops"" and objects: They can be confusing at first, but once you master these and other JavaScript coding conventions, you'll be able to build fancy data visualizations and more. In this class, you will learn the basic fundamentals and syntax of the JavaScript programming language. No coding experience is necessary.
This session is good for: Beginners who want to start building things for the web.
 | URL: http://ire.org/events-and-training/event/3433/4263/",Copper Cove - conference level,False
,R: Models for clustered and correlated data,2019-03-08,9:00 am,2019-03-08,10:00 am,False,"Mary Ryan of University of California - Irvine - Basic linear regression is great, but what happens when not all of your observations are independent or you have multiple observations per subject? Take your statistical analysis skills to the next level when you learn how to measure the relationships within correlated and clustered data in R using the gee package.
This session is good for: Intermediate R users who are comfortable with linear and logistic regression and want to learn more complex modeling methods.
 | URL: http://ire.org/events-and-training/event/3433/4141/",Diamond Cove - conference level,False
statistics,Stats 1: An introduction using PSPP,2019-03-08,9:00 am,2019-03-08,10:00 am,False,"Holly Hacker of The Dallas Morning News - Statisticians need to really understand their data (and so do you!) before they begin running analyses. As a result, statistical software packages such as PSPP and SPSS have many powerful tools to summarize your data. You're going to love them. We'll take a look at the structure of data in PSPP, do data transformations and run some basic statistical tests.
This session is good for: People who have familiarity with Excel and some database software. We've got a *lot* of ground to cover in this hour.
 | URL: http://ire.org/events-and-training/event/3433/4228/",Sapphire Cove - conference level,False
,The data sleuth's guide to the social web,2019-03-08,9:00 am,2019-03-08,10:00 am,False,"Jane Lytvynenko of BuzzFeed News; Lam Thuy Vo of BuzzFeed News - Whether you're spotting bots by plotting their activity levels or you're analyzing the spread of hate speech or misinformation in quantitative ways — there are many ways for journalists to investigate stories on the social web.
This demo will walk through various approaches to leverage social media data for different kinds of stories and talk about the kinds of tools needed to report them out.
 | URL: http://ire.org/events-and-training/event/3433/4147/",Salon A&B,False
,The election and politics data you're not using,2019-03-08,9:00 am,2019-03-08,10:00 am,False,"Sarah Bryner of Center for Responsive Politics; Michelle Ye Hee Lee of The Washington Post; Derek Willis of ProPublica - Beyond readily available campaign finance and elections results, there's a wealth of other election and political data that can produce stories throughout the election cycle. We'll take a closer look at congressional disclosures, election administration, Foreign Agent Registration Act (FARA) and others.
 | URL: http://ire.org/events-and-training/event/3433/4298/",Salon D,False
databases,"Advanced SQL: Working with dates, sub-queries and more",2019-03-08,10:15 am,2019-03-08,11:15 am,False,"Jennifer Peebles of The Atlanta Journal-Constitution - If you feel comfortable with the Structured Query Language basics that IRE teaches in its boot camps — SELECT, FROM, WHERE, GROUP BY — but are ready to see what else SQL can do, this session is for you. We will cover more advanced ways of manipulating and questioning data, such as date functions, writing sub-queries and other neat tricks. We will use SQLite in the class.
This session will be most helpful if: You are comfortable with counting and summing in SQL.
 | URL: http://ire.org/events-and-training/event/3433/4257/",Salon 3,False
,Advocating for diversity and inclusivity in journalism,2019-03-08,10:15 am,2019-03-08,11:15 am,False,"Cheryl W. Thompson of NPR; Francisco Vara-Orta of IRE and NICAR; Julia B. Chan of Mother Jones - When news organizations create a culture built on inclusion and equity, they can better support their staff and provide more representative, impactful journalism to the communities they serve. We'll discuss tactics and strategies for building diverse teams, where decision-making power is transparent and there are clear career and leadership pathways for journalists of color and other marginalized journalists.
 | URL: http://ire.org/events-and-training/event/3433/4148/",Salon A&B,False
,"Favorite code snippets: A responsibly sourced, artisanal list from the Lonely Coder's Club",2019-03-08,10:15 am,2019-03-08,11:15 am,False,"Alexandra Kanik of Louisville Public Media; David Montgomery of CityLab - The Lonely Coder's Club, a Slack community of newsroom programmers without big teams, would like to present our favorite, most-used code snippets. We've translated these snippets to most common coding languages and commented the heck out them so you can plug and play with ease!
During this session, a few Lonely Coders will go through our favorites on the list and how they help save us time on project after project. We'll also share tips on how you can start writing your own reusable code, no matter how lonely a coder you are.
 | URL: http://ire.org/events-and-training/event/3433/4351/",Del Mar,False
,Finding the story: Data-driven disaster coverage,2019-03-08,10:15 am,2019-03-08,11:15 am,False,"Matt Stiles of Los Angeles Times - Natural disasters such as hurricanes, floods, wildfires and extreme temperature swings are causing historic damage. Together we'll explore key data sets and learn how to use them to explain catastrophic events to audiences.
This session is best for people who are already comfortable working with data in spreadsheets and have a basic familiarity with the capabilities of mapping tools such as QGIS or R.
 | URL: http://ire.org/events-and-training/event/3433/4268/",Diamond Cove - conference level,False
,How to make your data stories shine for different audiences,2019-03-08,10:15 am,2019-03-08,11:15 am,False,"Patti DiVincenzo of IRE and NICAR; Dana Amihere of KPCC - 89.3; Youyou Zhou of Quartz - Learn how to turn your data into a compelling story, whether your audience is on their phone or laptop, listening to the radio, watching television or reading the newspaper. We'll discuss the limits and advantages of different platforms as well as the considerations that go into planning and production for them. We'll go over tips and tricks for creating data-driven stories that don't overwhelm your audience with numbers and stats. We'll review content's role in driving story presentation decisions, whether you're developing a custom project or using an out-of-the-box template.
 | URL: http://ire.org/events-and-training/event/3433/4194/",Salon 1&2,False
,Interactive visualization for news readers' beliefs: Why and how,2019-03-08,10:15 am,2019-03-08,11:15 am,False,"Jessica Hullman of Northwestern University; Yea-Seul Kim of University of Washington - Many data journalists perceive their goal to be presenting data as clearly as possible. But a single data set provides only a partial view on what's true. Readers' prior beliefs about a topic can — and should — influence what they conclude from new data. Visualizations can be used to gather and represent beliefs in ways that transform the reader's experience and your own journalistic design process.
This talk will introduce you to techniques and theories for helping your readers understand, What do (and should I) believe? We'll demo a new tool that allows anyone to create a ""You draw it"" style visualization to elicit and visualize readers' predictions.
 | URL: http://ire.org/events-and-training/event/3433/4197/",Cardiff,False
javascript,JavaScript 2: Hello D3!,2019-03-08,10:15 am,2019-03-08,11:15 am,False,"Ashlyn Still of Reuters - We'll cover the basics of getting started with D3, even if you've never used it before. Then we'll take several real datasets and use them to create a few basic charts.
This session is good for: People with a basic grasp of JavaScript syntax who are interested in building data visualizations for the web.
 | URL: http://ire.org/events-and-training/event/3433/4264/",Copper Cove - conference level,False
,Seeing the story: How to write the data-driven investigation,2019-03-08,10:15 am,2019-03-08,11:15 am,False,"Brett Murphy of USA TODAY Network; James Neff of The Philadelphia Inquirer; Paula Lavigne of ESPN; Anita Hassan of Las Vegas Review-Journal - Learn tactics for writing the data-laden investigation -- from using best cases to illuminate your findings to organizing story elements into a compelling narrative and not a starchy data-dump. We'll walk through common problems, examples of well-crafted tops and best practices for structuring stories with emotional heft.
 | URL: http://ire.org/events-and-training/event/3433/4163/",Salon C,False
