Topic,Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
,How and why to make your data analysis reproducible,2019-03-07,9:00 am,2019-03-07,10:00 am,False,"Ryann Grochowski Jones of ProPublica; Jeremy Singer-Vine of BuzzFeed News; Hannah Cushman of DataMade; Andrew Tran of The Washington Post - You understand how you processed your data. Does your editor? Your reader? You, in six months? Without a replicable approach to extracting, transforming and loading data, we are often frustrated in our efforts to share or update our work. Join us for a panel discussion of reproducible data workflows. We'll talk about why we use standardized processes for collecting, cleaning and analyzing data, and share practices that work for us. We'll also discuss strategies for smart human intervention (i.e. reporting, logging and documentation) in automated workflows.
 | URL: http://ire.org/events-and-training/event/3433/4167/",Cardiff,False
python,PyCAR *pre-registered attendees only,2019-03-07,9:00 am,2019-03-07,12:30 pm,False,"Chris Keller of Los Angeles Times; Tom Meagher of The Marshall Project; Adriana Homolova of KRO-NCRV; Melissa Lewis of Reveal from The Center for Investigative Reporting; Roberto Rocha of CBC; Eric Sagara of Big Local News; Jacob Quinn Sanders of Factal; Aaron Williams of The Washington Post; Elaine Wong of CBC/Radio-Canada - Skill level: Intermediate
This hands-on workshop will teach journalists basic programming concepts using the Python language. The daylong class will introduce language basics and useful libraries in the course of a typical reporting project: scraping data from the web, inserting it in a database and analyzing the results. Although the class is geared toward beginners, we'll assume that you're comfortable with databases and SQL and that you've hopefully seen a command line since the days of DOS.
Preregistration is required and seating is limited. Laptops will be provided for the training.
Workshop prerequisites: Attendees should have familiarity with the command line and be comfortable with databases and SQL.
This class takes place on Thursday, March 7 from 9 a.m. - 12:30 p.m. and continues Friday, March 8, 9 a.m. - 12:30 p.m. (Registration for this session reserves your seat for both days of this workshop and attendees are expected to attend both sessions to complete the workshop.)
NOTE: Registration is required for this session. Click here to sign up.
 | URL: http://ire.org/events-and-training/event/3433/4086/",Salon 5,False
,Master class: Leading the data team **pre-registered attendees only,2019-03-07,9:00 am,2019-03-07,12:30 pm,False,"Janet Roberts of Reuters; Troy Thibodeaux of The Associated Press - Experienced data journalists will share practical tips on how they've led their teams and convinced higher-ups to integrate data into the newsroom. Our instructors will show how they made it into leadership and how they excelled once they got there.
Topics will include:
This class is ideal for data journalists who are looking to break into leadership and need guidance on how to get there or existing leaders who need tips on how to lead effectively.
Preregistration is required and seating is limited.
 | URL: http://ire.org/events-and-training/event/3433/4128/",Crystal Cove - conference level,False
,PDF 1: Using free online tools,2019-03-07,9:00 am,2019-03-07,10:00 am,False,"Leah Becerra of The Kansas City Star - This class will cover basic approaches for getting text out of PDF documents using powerful and freely available tools. Participants will be introduced to basic concepts and walked through tackling common challenges encountered with tricky PDF documents.
This session is good for: People who are unfamiliar with PDF-to-text tools or would like to learn how these tools can be used for extracting difficult text from images embedded in a PDF document.
 | URL: http://ire.org/events-and-training/event/3433/4282/",Mariner Cove - conference level,False
python,Python: Machine learning and natural language processing,2019-03-07,9:00 am,2019-03-07,10:00 am,False,"Jeff Kao of ProPublica - How to use off-the-shelf unsupervised machine learning, natural language processing, and outlier detection algorithms to find and visualize patterns in data. Sample data includes the Internet Research Agency Facebook Ads released by the Democrats on the House Intelligence Committee.
This session is good for: People who have intermediate Python knowledge.
 | URL: http://ire.org/events-and-training/event/3433/4221/",Copper Cove - conference level,False
regex,Regular expressions for the rest of us,2019-03-07,9:00 am,2019-03-07,10:00 am,False,"Christian McDonald of University of Texas - Regular expressions are a powerful way to slice, dice and clean up dirty data — a must-know skill for anyone who works with data. They may look intimidating, but they are really just pattern-matching puzzles. We'll learn the fundamentals of ""regex"" so you save time cleaning your next batch of data.
This session is good for: People who have ever done more than two search/replace actions to clean a data set or had to split a ZIP code from an address or otherwise want to conquer their fears of regex.
 | URL: http://ire.org/events-and-training/event/3433/4231/",Diamond Cove - conference level,False
,Sports data viz with R,2019-03-07,9:00 am,2019-03-07,10:00 am,False,"Matt Waite of University of Nebraska - Lincoln - Sports is one area you won't struggle to find data or a very interested audience. Learn how to turn some basic R into interesting looks into games, teams and seasons.
This session is good for: Anyone interested in R, visualizing data and sports. No previous experience with R is required.
 | URL: http://ire.org/events-and-training/event/3433/4272/",Emerald Cove - conference level,False
databases,SQL 1: Exploring data,2019-03-07,9:00 am,2019-03-07,10:00 am,False,"Kendall Taggart of BuzzFeed News - Learning to manipulate data is a bit like learning a new language. Actually, it is a language, called structured query language (SQL). This session is an introduction to using SQL to zero in on your data by viewing slices and chunks of it and putting it into a useful order so you can spot the stuff you need to get started toward a story. We'll use SQLite and DB Browser, a free database manager.
This session is good for: People with some experience working with data in columns and rows, in spreadsheets or database managers.
 | URL: http://ire.org/events-and-training/event/3433/4254/",Salon 4,False
javascript,What the hell is D3? And other questions you're afraid to ask,2019-03-07,9:00 am,2019-03-07,10:00 am,False,"Disha Raychaudhuri of NJ Advance Media; Mark Walker of The New York Times - Ever wondered what people are talking about at this conference? What exactly is D3 and why would you want to use it? What is the difference between Ruby, Python and Javascript? And why is there a J in front of Query? Welcome to our no-judgment, starting-at-step-zero session even NICAR veterans can use. We'll review tech concepts and jargon you'll likely hear at NICAR this year and explain what they mean, why they're useful and point you to the sessions that can teach you the terms you now understand.
 | URL: http://ire.org/events-and-training/event/3433/4181/",Salon 1&2,False
,Which coding language should I learn?,2019-03-07,9:00 am,2019-03-07,10:00 am,False,"Armand Emamdjomeh of The Washington Post; Jennifer Peebles of The Atlanta Journal-Constitution; Ryan Murphy of The Texas Tribune; Christine Zhang of Baltimore Sun; Caitlin Ostroff of McClatchy - You're pretty good at spreadsheets, sure, but maybe you're bumping up against the limits of a tool designed only to clean and analyze data. You'd like to start querying relational databases, scraping websites, making API calls, running statistical tests and/or building custom visuals to help tell your stories. If this describes you, it might be time to learn to code. But which coding language is right for you? In this session, newsroom coders who speak some of the most popular programming languages (SQL, Python, R and JavaScript) discuss common uses for each and show you how to get started.
 | URL: http://ire.org/events-and-training/event/3433/4168/",Salon D,False
,Year in CAR: Local innovation,2019-03-07,9:00 am,2019-03-07,10:00 am,False,"Chase Davis of Star Tribune - So often the most celebrated examples of innovation in digital, visual and interactive journalism come from teams with uncommon access to resources and talent. You know the ones: The New York Times, The Washington Post, any number of digital-first startups — often on the coasts — that continually set the industry standard for digital innovation.
This panel isn't about those newsrooms. Instead, it will showcase the creative digital storytelling happening in local and regional newsrooms, where time and resources are scarce. The panel will be framed as a series of short talks and examples and will include an ability for journalists who cannot attend NICAR to present their work as well.
 | URL: http://ire.org/events-and-training/event/3433/4157/",Salon C,False
,Before you ever start your analysis,2019-03-07,10:15 am,2019-03-07,11:15 am,False,"Rob Barry of The Wall Street Journal; Jaimi Dowdell of Reuters; MaryJo Webster of Star Tribune - Don't just rush out and file that FOIA! Though requesting or finding data is often an early step in a data-driven story, not giving enough thought to what it is you're gathering can lead to weeks or months of delays, only to discover the data you get doesn't fit your needs. We'll show you why putting your reporting skills to work and planning your analysis before filing a public records request can pay off big time. We'll give you a checklist of questions to ask and red flags to watch out for to ensure you get your story off to a good start.
This session will be interactive and prizes will be awarded to some lucky attendees.
 | URL: http://ire.org/events-and-training/event/3433/4177/",Salon C,False
,Digging into education data: From preschool to college,2019-03-07,10:15 am,2019-03-07,11:15 am,False,"Andrea Fuller of The Wall Street Journal; Francisco Vara-Orta of IRE and NICAR; Annie Waldman of ProPublica - State and federal governments hold treasure troves of education data that reporters and news nerds can dig into to find great stories. Come learn how to parse the latest iteration of federal civil rights data (CRDC), which reveals resource and discipline inequities across the nation's +96,000 schools. Find out the pros and cons of reporting with federal College Scorecard data, which tells the story of tuition and student debt across the nation's +7,000 colleges. And hear an overview of the other great data sources that are available for education stories.
 | URL: http://ire.org/events-and-training/event/3433/4179/",Cardiff,False
spreadsheets,Excel 2: Formulas & sorting,2019-03-07,10:15 am,2019-03-07,11:15 am,False,"Sean Mussenden of Phillip Merrill College of Journalism - Much of Excel's power comes in the form of formulas. In this class, you'll learn how to use them to analyze data with the eye of a journalist. Yes, math will be involved, but it's totally worth it! This class will show you how calculations like change, percent change, rates and ratios can beef up your reporting.
This session is good for: Anyone who is comfortable navigating Excel.
 | URL: http://ire.org/events-and-training/event/3433/4251/",Salon 3,False
tableau,Finding your data story: Visual analytics best practices using Tableau (Hosted by Tableau),2019-03-07,10:15 am,2019-03-07,11:15 am,False,"Florian Ramseger of Tableau Software; Jonni Walker of Tableau Software - Skill level: Some experience working with data would be ideal.
Participants will get a crash-course in the fundamentals of Tableau, working with a slightly more complex dataset than we did in the introduction course. We will discuss how the data is shaped and will use Tableau to find an interesting story in the data, before turning it into a publishable visualization. Depending on the time available and the appetite of participants, we can also dive deeper into maps, simple statistical tools, or design best practices.
Software, data files and laptops are provided for the duration of the class. The session is designed to follow the session “An introduction to Data Visualization with Tableau” but can also be taken on its own. Participants are expected to create a free account on Tableau Public before or at the beginning of the session.
 | URL: http://ire.org/events-and-training/event/3433/4338/",Coral Cove - conference level,False
,Geocoding and avoiding pitfalls,2019-03-07,10:15 am,2019-03-07,11:15 am,False,"Michael Corey of Reveal from The Center for Investigative Reporting - If you've had to place many addresses on a map before, you know how problematic bulk geocoding can be — technical issues, terms of service, fun, fun, fun! If you've never had the pleasure, don't worry, we'll show you how to happily (and correctly) geocode large sets of addresses. Learn how to use Geocod.io to turn rows of addresses into points on a map.
This session is good for: Anyone familiar with spreadsheets. No mapping experience necessary.
 | URL: http://ire.org/events-and-training/event/3433/4247/",Diamond Cove - conference level,False
,Google Sheets: Scraping without coding,2019-03-07,10:15 am,2019-03-07,11:15 am,False,"Samantha Sunne of independent journalist - Yes, you can scrape data without using code -- in fact, all you need is Google Sheets! We'll be using Excel-type formulas (don't worry if you don't know what those are, either) to make simple scrapers that automatically pull data into Google Sheets. It's the best way to get around clunky websites and unhelpful PIOs!
**You must bring a laptop and have a Google account to participate in this session.
This session is good for: Beginners who want to start using data for their stories.
 | URL: http://ire.org/events-and-training/event/3433/4236/",Mariner Cove - conference level,False
,Graph databases 1: Building a database,2019-03-07,10:15 am,2019-03-07,11:15 am,False,"Leila Haddou of The Times & The Sunday Times; William Lyon of Neo4j - As data journalists, we're used to using relational databases — data organised in rows and columns such as a spreadsheet or SQL — to do our analysis and find stories. Graph databases are incredibly powerful for finding connections and patterns within our databases that would be difficult if not impossible to spot using traditional software. This session will provide a hands-on introduction to graph database Neo4j, showing examples of its use for investigative journalism including the Panama Papers, and teach you how to build your own graph database, importing public datasets to see at a glance the networks involved.
This session is good for: beginners to graph databases.
 | URL: http://ire.org/events-and-training/event/3433/4213/",Copper Cove - conference level,False
,How to teach yourself code,2019-03-07,10:15 am,2019-03-07,11:15 am,False,"Scott Pham of BuzzFeed News; C.J. Sinner of Star Tribune - You're a journalist with pretty much no coding experience who loves Excel and working with spreadsheets. You've attended IRE and NICAR for years and feel ready to make the leap but might be a little intimidated by code or have trouble finding the time to learn a new skill.
Let's talk about the challenges to learning a programming language (whether Python, R, SQL or any other) and how to overcome them. Two self-taught coders will share their journeys and lessons they learned along the way.
 | URL: http://ire.org/events-and-training/event/3433/4156/",Salon D,False
databases,PostgreSQL,2019-03-07,10:15 am,2019-03-07,11:15 am,False,"Anthony DeBarros of The Wall Street Journal - This session will introduce you to PostgreSQL, a free, open source relational database system similar to MySQL and Microsoft SQL Server. We'll cover the PostgreSQL ecosystem, from the database itself to management tools such as pgAdmin and psql. We'll also dig into some of PostgreSQL's unique and super-handy features, including the PostGIS spatial database extension, full-text search, and statistical functions.
This session is good for: People who have some database experience, but beginners are welcome too!
 | URL: http://ire.org/events-and-training/event/3433/4258/",Sapphire Cove - conference level,False
,Share your work: Publishing your data analysis with R,2019-03-07,10:15 am,2019-03-07,11:15 am,False,"Christine Zhang of Baltimore Sun - You will save time, produce better results, create more trusted analyses, reduce risk of errors and encourage collaboration by implementing reproducible data analysis workflow techniques. We will be going over tools like RMarkdown and interactive notebooks to weave together narrative text and code to produce formatted reports for sharing with collaborators (including your future self!). We will walk through hosting these reports and raw data files on GitHub. We will discuss best practices on how to structure your projects and repos.
This session is good for: R users interested in improving their workflow
 | URL: http://ire.org/events-and-training/event/3433/4208/",Emerald Cove - conference level,False
databases,SQL 2: Grouping and summing data,2019-03-07,10:15 am,2019-03-07,11:15 am,False,"Matt Kiefer of The Chicago Reporter - If you know how to write a basic SELECT statement in SQL but are looking to make calculations, then this is the session for you. Learn to count how many times certain records appear in a database, and sum totals across records. These skills can come in handy whether you're covering campaign finance or boating licenses. We'll use SQLite and DB Browser, a free database manager.
This session is good for: People who took “SQL 1: Exploring data” or are familiar with “SELECT” and “WHERE” statements in SQL.
 | URL: http://ire.org/events-and-training/event/3433/4255/",Salon 4,False
,The state of data reporting outside major cities,2019-03-07,10:15 am,2019-03-07,11:15 am,False,"Erin Mansfield of Tyler Morning Telegraph; Ryan Thornburg of The University of North Carolina at Chapel Hill - What's life like for a data reporter who doesn't want to live in a major city? In this NICAR Commons session, talk to reporters who have been doing it for a long time and those just starting out.
 | URL: http://ire.org/events-and-training/event/3433/4344/",Del Mar,False
spreadsheets,What’s new in Excel Online for analysis and visualization,2019-03-07,10:15 am,2019-03-07,11:15 am,False,"Theresa Estrada of Microsoft - Excel Online is free software that brings you features you've known and loved from Excel: you can now summarize your data with pivot tables, apply conditional formatting for report generation, all while collaborating with others.
In addition, intelligent cloud-backed Office365 features such as Stocks and Geography data types open up Excel/Excel Online to recognize more than text and numbers and Ideas in Excel helps you identify interesting trends and patterns in your data, providing charts with formatting and titles as well as accelerating data analysis and understanding.
 | URL: http://ire.org/events-and-training/event/3433/4305/",Salon 1&2,False
,"Which chart should I use, and why? Information design for the human brain!",2019-03-07,10:15 am,2019-03-07,11:15 am,False,"Nathaniel Lash of The Philadelphia Inquirer; Casey Miller of Los Angeles Times; Ashlyn Still of Reuters; Jasmine Lee of The New York Times - We'll explore how research into the ways people estimate numbers will change how you think about choosing charts to tell your stories. And, no, it doesn't mean everything is a bar chart. We'll also discuss your problem charts and brainstorm improvements. Bring ideas for hard-to-visualize concepts and data.
 | URL: http://ire.org/events-and-training/event/3433/4182/",Salon A&B,False
,Avant garde data viz,2019-03-07,11:30 am,2019-03-07,12:30 pm,False,"Scott Klein of ProPublica; Nonny De La Peña of Emblematic Group; Rachel Binx of Netflix - You know all the rules of data viz — north belongs at the top of maps, timelines read left to right, bar charts are used for comparison. Now it's time to break the rules. This panel will explore when and why to break with convention, and when not to. We'll look at the best examples of unconventional data viz and show how you can mix up your own work in new and interesting ways.
 | URL: http://ire.org/events-and-training/event/3433/4397/",Salon A&B,False
,Calling bullshit: Data reasoning in a digital world,2019-03-07,11:30 am,2019-03-07,12:30 pm,False,"Jevin West of University of Washington - The internet and information ecosystem today is awash in bullshit: junk science, fake news, biased algorithms, predatory publishing and on and on. Jevin West, a professor at the University of Washington, co-created a course to help students with the life skill of calling BS when necessary. West will talk about one aspect of this course: statistical trickery. This session will touch on conditional probabilities, fallacies, biases and what to make of p-values.
 | URL: http://ire.org/events-and-training/event/3433/4193/",Salon 1&2,False
,Data journalism educators resource swap,2019-03-07,11:30 am,2019-03-07,12:30 pm,False,"Mark Berkey-Gerard of Rowan University; Dana Chinn of USC Annenberg School of Journalism - If you teach a data journalism course or want to, join this NICAR Commons conversation and idea exchange. Bring your best teaching resources and assignments to share with others. And come ready to contribute to the discussion. What aspects of your courses and curriculum have produced the best results? What knowledge and skills do students need to secure an entry-level data reporting job? What data stories can students cover and add to their portfolio? How can we help IRE & NICAR update teaching resources?
Educators: Upload your sample assignments, syllabi and discussion ideas for NICAR 2019.
 | URL: http://ire.org/events-and-training/event/3433/4346/",Del Mar,False
spreadsheets,Excel 3: Filtering & pivot tables,2019-03-07,11:30 am,2019-03-07,12:30 pm,False,"Crina Boros of independent journalist - A look at the awesome power of pivot — and how to use it to analyze your dataset in minutes rather than hours. We'll work up to using a pivot table by first sorting and filtering a dataset, learning how to find story ideas along the way.
This session is good for: Anyone familiar with formulas, sorting and filtering in Excel or another spreadsheet program.
 | URL: http://ire.org/events-and-training/event/3433/4252/",Salon 3,False
spreadsheets,Excel for business & economics,2019-03-07,11:30 am,2019-03-07,12:30 pm,False,"Aaron Kessler of CNN - Whether you just started using Excel or it's been your companion for years, chances are there's a lot it can do that you've never realized. We sometimes think of Excel as the stepping stone to database managers like Access or SQL Server, and overlook just how powerful its tools can be — especially if you're covering business and economics. Come find out why Excel is still so popular in the business world and we'll unlock some of its secrets. The people you're covering know these tricks — you should too.
 | URL: http://ire.org/events-and-training/event/3433/4212/",Sapphire Cove - conference level,False
,Finding the story: The state of immigration,2019-03-07,11:30 am,2019-03-07,12:30 pm,False,"Tim Henderson of The Pew Charitable Trusts - Accusations are flying in the immigration debate and you can be prepared to document the truth. How many are coming, where are they coming from and why? A hands-on look at how to use the data sources you need to follow the immigration debate nationally and in your town.
This session is good for: those familiar with Excel.
 | URL: http://ire.org/events-and-training/event/3433/4219/",Diamond Cove - conference level,False
tableau,From messy data to insightful story: Cleaning data using Tableau (Hosted by Tableau),2019-03-07,11:30 am,2019-03-07,12:30 pm,False,"Florian Ramseger of Tableau Software; Jonni Walker of Tableau Software - Skill level: Some experience working with data and is necessary; knowledge of Tableau Desktop/Tableau Public would be ideal.
Participants will get a crash-course in the fundamentals of Tableau Prep. We will work with a couple of messy real-world data sets. We will clean, shape, and merge our data in Tableau Prep with the aim of analyzing it in Tableau Desktop and finally publishing an interactive chart with Tableau Public.
Software, data files and laptops are provided for the duration of the class. The session is designed to follow the sessions “An introduction to Data Visualization with Tableau” and “Finding your data story: Visual analytics best practices using Tableau” but can also be taken on its own by participants who have some experience in working with data. Participants are expected to create a free account on Tableau Public before or at the beginning of the session.
 | URL: http://ire.org/events-and-training/event/3433/4339/",Coral Cove - conference level,False
,Graph databases 2: Finding stories in data,2019-03-07,11:30 am,2019-03-07,12:30 pm,False,"Leila Haddou of The Times & The Sunday Times; William Lyon of Neo4j - Learn to analyze your newly built graph database using Cypher, Neo4j's query language. It is advisable to have completed part one to get the most out of this session, however, it is not strictly necessary. We will show how to find stories in the data by analyzing the combined datasets using the Cypher query language in Neo4j. We will also explore more advanced graph database concepts such as applying graph algorithms and graph visualization.
This session is good for: Those who attended Graph databases 1, or those already familiar with Neo4j.
 | URL: http://ire.org/events-and-training/event/3433/4273/",Copper Cove - conference level,False
spreadsheets,Making the leap from Excel to R,2019-03-07,11:30 am,2019-03-07,12:30 pm,False,"MaryJo Webster of Star Tribune - R might sound intimidating because it's a programming language, but you might be surprised to learn that the leap from Excel to R isn't as big as you might think, thanks to the RStudio interface and lots of simple-to-use R packages. We'll go through the pros and cons between the two software tools and give you tips on how to make the transition as smooth as possible, should you decide to go that route. This will be for those who are comfortable in Excel but have no experience with R and would just like to get a taste of it before diving into a hands-on class.
 | URL: http://ire.org/events-and-training/event/3433/4138/",Salon C,False
python,Python 101: An overview for total beginners,2019-03-07,11:30 am,2019-03-07,12:30 pm,False,"Mindy McAdams of University of Florida - Come learn how newsrooms are using the Python programming language to analyze data, scrape the web, build web applications and more. This lecture will answer basic questions about what Python is, how it's used and how you can get started learning.
 | URL: http://ire.org/events-and-training/event/3433/4192/",Salon D,False
,Self care for journalists: A practical guide,2019-03-07,11:30 am,2019-03-07,12:30 pm,False,"Kristin Hussey of independent journalist; Christine Mehta of Syracuse University, Newhouse School; Jodi Upton of Syracuse University; Linda Yaron of University of Southern California - Layoffs. Climate-change disasters. Fake news. Corruption. Mass shootings. Angry sources. Vitriolic culture. Enemy of the people.
Journalism has never been an easy job but in our current culture, the psychic, emotional and sometimes financial toll seems to keep mounting. So how do we thrive — or even survive — in such an atmosphere? This session will cover how to recognize signs of burnout, secondary trauma and other danger signs, as well as the research that shows what can really help, how to train your editor and how to build a support network. We'll also look at how professionals deal with constant trauma in other fields. The good news: the practices and tools you can develop to survive as a journalist – growing resilience, cultivating empathy and self-advocacy – are the same tools that can help you succeed in the rest of your life.
 | URL: http://ire.org/events-and-training/event/3433/4149/",Cardiff,False
databases,SQL 3: Joining tables,2019-03-07,11:30 am,2019-03-07,12:30 pm,False,"Chad Day of The Associated Press - Learn how to join tables, matching information from one file to another. We'll use SQLite and DB Browser, a free database manager.
This session is good for: People who are familiar with counting, summing or “GROUP BY” in SQL and want to add another tool to their SQL skill set.
 | URL: http://ire.org/events-and-training/event/3433/4256/",Salon 4,False
,Text mining in R with tidytext,2019-03-07,11:30 am,2019-03-07,12:30 pm,False,"Peter Aldhous of BuzzFeed News - Do you want to analyze the themes, sentiment, and complexity of every State of the Union address, or analyze how Members of congress responded on Twitter to @realDonaldTrump? This session will introduce you to the tools needed to tackle these and other challenges in text analysis in R, using the tidytext package.
This class is good for: those who are familiar with the basics of the tidyverse.
 | URL: http://ire.org/events-and-training/event/3433/4210/",Emerald Cove - conference level,False
,Using Datawrapper to quickly create charts and maps,2019-03-07,11:30 am,2019-03-07,12:30 pm,False,"Gus Wezerek of FiveThirtyEight - Datawrapper is an increasingly popular online tool for visualizing data. This class will walk students through the creation of multiple types of charts and maps.
**You must bring a laptop (and charger) to this session and sign up for a free account at datawrapper.de.
This session is good for beginners looking for a data visualization solution that doesn't require learning to code.
 | URL: http://ire.org/events-and-training/event/3433/4144/",Mariner Cove - conference level,False
,Journalists of color in the newsroom meetup,2019-03-07,12:45 pm,2019-03-07,2:00 pm,False,"Disha Raychaudhuri of NJ Advance Media; Soo Oh of The Wall Street Journal - Grab lunch and bring a brown bag for this networking and discussion session with other journalists of color. IRE & NICAR will provide drinks and dessert.
 | URL: http://ire.org/events-and-training/event/3433/4359/",Cardiff,False
,First Observable notebook: Prototyping with polish **pre-registered attendees only,2019-03-07,2:15 pm,2019-03-07,5:45 pm,False,"Sahil Chinoy of The New York Times; Iris Lee of Los Angeles Times; Ben Welsh of Los Angeles Times; Aaron Williams of The Washington Post - Skill level: Advanced
Sahil Chinoy, Iris Lee, Ben Welsh and Aaron Williams teach you how to rapidly prototype a complex data visualization with JavaScript, D3.js and an interactive Observable notebook.
This three-hour, hands-on course will show you how journalists are putting Observable's powerful potential to work. Using nothing but your web browser, you will sketch, refine and publish an interactive graphic like one that appeared in The New York Times. Along the way, you'll see how Observable's groundbreaking approach to coding can help you be more creative, ambitious and efficient.
Preregistration is required and seating is limited. Laptops will be provided.
Workshop prerequisites: If you've used JavaScript once or twice, have a good attitude and know how to take a few code crashes in stride, you are qualified for this class. If you're suspicious and think we might be Internet hipsters, we welcome the challenge of winning you over. This stuff is cool.
 | URL: http://ire.org/events-and-training/event/3433/4109/",Copper Cove - conference level,False
,"After a disaster: Long-term reporting on floods, fires and other emergencies",2019-03-07,2:15 pm,2019-03-07,3:15 pm,False,"Rebecca Hersher of NPR; Eric Sagara of Big Local News; Lisa Song of ProPublica - We'll talk about databases and documents you can use to cover natural and unnatural disasters before, during and after they occur, and strategies for identifying long-term issues after the initial incident.
 | URL: http://ire.org/events-and-training/event/3433/4176/",Salon 1&2,False
tableau,"An introduction to data visualization with Tableau (repeat, hosted by Tableau)",2019-03-07,2:15 pm,2019-03-07,3:15 pm,False,"Florian Ramseger of Tableau Software; Jonni Walker of Tableau Software - Skill level: Beginner.
Participants will get an introduction to Tableau and the Tableau Public platform. In this hands-on session, we will use a simple data set to create an interactive visualization ready for publication. We will look at how to quickly create maps in Tableau and how to make the final chart responsive so it can be seen on different devices.
Software, data files and laptops are provided for the duration of the class. In the course of the session we will create a free account on Tableau Public.
 | URL: http://ire.org/events-and-training/event/3433/4340/",Coral Cove - conference level,False
,Become an instant expert,2019-03-07,2:15 pm,2019-03-07,3:15 pm,False,"Daniel Russell of Google - Are you looking for sources on social media, government websites, academic papers? What if you're looking for local Facebook pages about Donald Trump, but Trump's page himself keeps popping up? What if you're looking for government reports on Obamacare and you keep getting weird health blogs? What if you could filter all this out with a little website called Google dot com? We'll go over some of the lesser-known Google filters like ""related:"", ""location:"" and ""-inurl:""
 | URL: http://ire.org/events-and-training/event/3433/4356/",Salon D,False
,Building your own database,2019-03-07,2:15 pm,2019-03-07,3:15 pm,False,"Steven Rich of The Washington Post - In this hands-on session we'll turn some paper records into machine-readable data. Along the way we'll learn the best practices of structuring a data set and entering data, and we'll talk about pitfalls such as data types, unstandardized data and memo fields.
**You must bring a laptop and have a Google account to participate in this session.
This session is good for: Anyone familiar with the basics of spreadsheets and frustrated by paper records.
 | URL: http://ire.org/events-and-training/event/3433/4218/",Mariner Cove - conference level,False
