Topic,Subject,Start Date,Start Time,End Date,End Time,Speaker(s),Description,Location,URL
,Broadcast: Managing your time doing GA and watchdog  (Sponsored by National Association of Broadcasters),2017-06-24,9:00 a.m.,2017-06-24,10:00 a.m.,TBA,,Grand Sonoran G,http://ire.org/events-and-training/event/2703/3307/
,Watchdogging state capitals,2017-06-24,10:15 a.m.,2017-06-24,11:15 a.m.,TBA,,Grand Canyon 9-10,http://ire.org/events-and-training/event/2703/3268/
,Show & Tell *Saturday #2,2017-06-24,10:15 a.m.,2017-06-24,11:15 a.m.,TBA,,Grand Sonoran B-D,http://ire.org/events-and-training/event/2703/3388/
spreadsheets,Cleaning data with OpenRefine,2017-06-24,10:15 a.m.,2017-06-24,11:15 a.m.,TBA,,Pinnacle Peak 2,http://ire.org/events-and-training/event/2703/3354/
,Security tools and techniques for journalists (Sponsored by Knight Foundation),2017-06-24,10:15 a.m.,2017-06-24,11:15 a.m.,TBA,,Grand Canyon 11-13,http://ire.org/events-and-training/event/2703/3324/
,Broadcast: Lightning talks  (Sponsored by National Association of Broadcasters),2017-06-24,10:15 a.m.,2017-06-24,11:15 a.m.,TBA,,Grand Sonoran G,http://ire.org/events-and-training/event/2703/3308/
,From the inside: A conversation on immersion and undercover reporting,2017-06-24,10:15 a.m.,2017-06-24,11:15 a.m.,TBA,,Grand Canyon 8,http://ire.org/events-and-training/event/2703/3267/
,Watchdogging police misconduct,2017-06-24,10:15 a.m.,2017-06-24,11:15 a.m.,TBA,,Grand Canyon 7,http://ire.org/events-and-training/event/2703/3266/
,A conversation with Jay Rosen,2017-06-24,10:15 a.m.,2017-06-24,11:15 a.m.,TBA,,Grand Canyon 6,http://ire.org/events-and-training/event/2703/3265/
,Watchdogging sports,2017-06-24,10:15 a.m.,2017-06-24,11:15 a.m.,TBA,,Grand Canyon 4-5,http://ire.org/events-and-training/event/2703/3264/
,Educators' roundtable: Best ways to teach investigative reporting,2017-06-24,10:15 a.m.,2017-06-24,11:15 a.m.,TBA,,Grand Canyon 1-3,http://ire.org/events-and-training/event/2703/3263/
,Show & Tell *Saturday #3,2017-06-24,11:30 a.m.,2017-06-24,12:30 p.m.,TBA,,Grand Sonoran B-D,http://ire.org/events-and-training/event/2703/3389/
,How to make sources the way the spies do,2017-06-24,11:30 a.m.,2017-06-24,12:30 p.m.,TBA,,Grand Canyon 7,http://ire.org/events-and-training/event/2703/3272/
,Digital packages: Learn from duPont winners,2017-06-24,11:30 a.m.,2017-06-24,12:30 p.m.,TBA,,Grand Canyon 6,http://ire.org/events-and-training/event/2703/3271/
,Identifying and solving ethical dilemmas,2017-06-24,11:30 a.m.,2017-06-24,12:30 p.m.,TBA,,Grand Canyon 4-5,http://ire.org/events-and-training/event/2703/3270/
,Management: Hiring to reflect the community you cover,2017-06-24,11:30 a.m.,2017-06-24,12:30 p.m.,TBA,,Grand Canyon 1-3,http://ire.org/events-and-training/event/2703/3269/
,Broadcast: 10 of the most important lessons I have learned  (Sponsored by National Association of Broadcasters),2017-06-24,11:30 a.m.,2017-06-24,12:30 p.m.,TBA,,Grand Sonoran G,http://ire.org/events-and-training/event/2703/3309/
,Animated videos for storytelling,2017-06-24,11:30 a.m.,2017-06-24,12:30 p.m.,TBA,,Pinnacle Peak 1,http://ire.org/events-and-training/event/2703/3344/
,"Changing climate, changing weather",2017-06-24,11:30 a.m.,2017-06-24,12:30 p.m.,TBA,,Grand Canyon 9-10,http://ire.org/events-and-training/event/2703/3195/
,Putting your community under a microscope--and keeping it there,2017-06-24,11:30 a.m.,2017-06-24,12:30 p.m.,TBA,,Grand Canyon 8,http://ire.org/events-and-training/event/2703/3273/
,Intro to R,2017-06-24,11:30 a.m.,2017-06-24,12:30 p.m.,TBA,,Pinnacle Peak 2,http://ire.org/events-and-training/event/2703/3356/
,Drawing for a better brain (Sponsored by Knight Foundation),2017-06-24,11:30 a.m.,2017-06-24,12:30 p.m.,TBA,,Grand Canyon 11-13,http://ire.org/events-and-training/event/2703/3325/
,IRE Awards Luncheon (Sponsored by NBC Universal Owned Television Stations and NBC News),2017-06-24,12:30 p.m.,2017-06-24,2:30 p.m.,TBA,"A highlight of the IRE conference, the IRE Awards Luncheon begins at 12:30 p.m. on Saturday in Grand Saguaro Ballroom. We will present the 2016 IRE Awards and salute some of the best investigative work of the past year, and will hear from keynote speaker Nikole Hannah-Jones of The New York Times.
Admission to the luncheon is included with your conference registration
",Grand Saguaro Ballroom,http://ire.org/events-and-training/event/2703/3365/
,Finding the story: Immigration,2017-06-24,3:15 p.m.,2017-06-24,4:15 p.m.,TBA,,Pinnacle Peak 3,http://ire.org/events-and-training/event/2703/3358/
,Immerging technology for watchdog storytelling (Sponsored by Knight Foundation),2017-06-24,3:15 p.m.,2017-06-24,4:15 p.m.,TBA,,Grand Canyon 11-13,http://ire.org/events-and-training/event/2703/3326/
,Next steps with R: Throw away your database software,2017-06-24,3:15 p.m.,2017-06-24,4:15 p.m.,TBA,,Pinnacle Peak 2,http://ire.org/events-and-training/event/2703/3357/
,Management: How to start and run an investigative team,2017-06-24,3:15 p.m.,2017-06-24,4:15 p.m.,TBA,,Grand Canyon 1-3,http://ire.org/events-and-training/event/2703/3275/
,Investigating big ag,2017-06-24,3:15 p.m.,2017-06-24,4:15 p.m.,TBA,,Grand Canyon 4-5,http://ire.org/events-and-training/event/2703/3276/
,Battling fake news: How diversity fosters trust (Sponsored by the Trust Project and Maynard Institute),2017-06-24,3:15 p.m.,2017-06-24,4:15 p.m.,TBA,,Grand Canyon 6,http://ire.org/events-and-training/event/2703/3277/
,Deciphering deals: Reporting on politicians' conflicts of interest,2017-06-24,3:15 p.m.,2017-06-24,4:15 p.m.,TBA,,Grand Canyon 7,http://ire.org/events-and-training/event/2703/3278/
,"Explosions, leaks and toxic clouds: How to cover hazardous materials in your area",2017-06-24,3:15 p.m.,2017-06-24,4:15 p.m.,TBA,,Grand Canyon 8,http://ire.org/events-and-training/event/2703/3279/
,Investigating privatization of public services (Sponsored by Bloomberg),2017-06-24,3:15 p.m.,2017-06-24,4:15 p.m.,TBA,,Grand Canyon 9-10,http://ire.org/events-and-training/event/2703/3280/
,Behind the lens,2017-06-24,3:15 p.m.,2017-06-24,4:15 p.m.,TBA,,Grand Sonoran B-D,http://ire.org/events-and-training/event/2703/3391/
,Broadcast: Deep dive III  (Sponsored by National Association of Broadcasters),2017-06-24,3:15 p.m.,2017-06-24,4:15 p.m.,TBA,,Grand Sonoran G,http://ire.org/events-and-training/event/2703/3310/
,Beginner PDF: Unleash the data - tools and tricks for taming PDFs,2017-06-24,3:15 p.m.,2017-06-24,4:15 p.m.,TBA,,Pinnacle Peak 1,http://ire.org/events-and-training/event/2703/3345/
,Intermediate PDF: Using OCR to extract data from PDFs,2017-06-24,4:30 p.m.,2017-06-24,5:30 p.m.,TBA,,Pinnacle Peak 1,http://ire.org/events-and-training/event/2703/3346/
,Broadcast: Rolling out the big investigation  (Sponsored by National Association of Broadcasters),2017-06-24,4:30 p.m.,2017-06-24,5:30 p.m.,TBA,,Grand Sonoran G,http://ire.org/events-and-training/event/2703/3311/
,Show & Tell *Saturday #4,2017-06-24,4:30 p.m.,2017-06-24,5:30 p.m.,TBA,,Grand Sonoran B-D,http://ire.org/events-and-training/event/2703/3390/
,Exposing religious organizations,2017-06-24,4:30 p.m.,2017-06-24,5:30 p.m.,TBA,,Grand Canyon 1-3,http://ire.org/events-and-training/event/2703/3281/
,Reporting on sovereign nations (Sponsored by the Fund for Investigative Journalism),2017-06-24,4:30 p.m.,2017-06-24,5:30 p.m.,TBA,,Grand Canyon 4-5,http://ire.org/events-and-training/event/2703/3282/
,Pro Se Power: How to sue for public records on your own,2017-06-24,4:30 p.m.,2017-06-24,5:30 p.m.,TBA,,Grand Canyon 6,http://ire.org/events-and-training/event/2703/3283/
,Investigating sexual abuse,2017-06-24,4:30 p.m.,2017-06-24,5:30 p.m.,TBA,,Grand Canyon 7,http://ire.org/events-and-training/event/2703/3284/
,Social media sleuthing,2017-06-24,4:30 p.m.,2017-06-24,5:30 p.m.,TBA,,Grand Canyon 8,http://ire.org/events-and-training/event/2703/3285/
maps,"Get your map online with Google Fusion Tables, CartoDB and other simple tools",2017-06-24,4:30 p.m.,2017-06-24,5:30 p.m.,TBA,,Pinnacle Peak 3,http://ire.org/events-and-training/event/2703/3355/
,Producing expert interviews via Skype or Facetime (Sponsored by Knight Foundation),2017-06-24,4:30 p.m.,2017-06-24,5:30 p.m.,TBA,,Grand Canyon 11-13,http://ire.org/events-and-training/event/2703/3327/
,Quick-turn investigations,2017-06-24,4:30 p.m.,2017-06-24,5:30 p.m.,TBA,,Grand Canyon 9-10,http://ire.org/events-and-training/event/2703/3286/
,IRE Membership meeting,2017-06-24,5:30 p.m.,2017-06-24,6:00 p.m.,TBA,"Doug Haddix, IRE's Executive Director, will hold a membership meeting for all IRE members on Saturday evening at 5:30 p.m. in Grand Saguaro North.
",Grand Saguaro North,http://ire.org/events-and-training/event/2703/3366/
,Board of director/contest committee voting ends,2017-06-24,6:00 p.m.,2017-06-24,6:00 p.m.,TBA,,See printed schedule for room information,http://ire.org/events-and-training/event/2703/3368/
,Announcement of election results for IRE Board of Directors and Contest Committee,2017-06-24,6:15 p.m.,2017-06-24,6:15 p.m.,TBA,,See printed schedule for room information,http://ire.org/events-and-training/event/2703/3369/
,Closing Reception,2017-06-24,6:30 p.m.,2017-06-24,8:00 p.m.,TBA,"Join us for a closing reception Saturday evening beginning at 6:30 p.m. in Grand Saguaro South, East & West and enjoy one last evening of catching up with old and new friends, speakers and colleagues.   
Hors d' oeuvres and a cash bar will be available. Conference nametags are required for entry.
","Grand Saguaro South, East & West",http://ire.org/events-and-training/event/2703/3367/
,Starting over: When you move to a new market,2017-06-25,9:00 a.m.,2017-06-25,10:00 a.m.,TBA,,Grand Sonoran B-D,http://ire.org/events-and-training/event/2703/3290/
,Let's get creepy: Backgrounding tips from a journalist and librarian,2017-06-25,9:00 a.m.,2017-06-25,10:00 a.m.,TBA,,Grand Canyon 1-3,http://ire.org/events-and-training/event/2703/3287/
,Optimizing a news organization for trust: Lessons from De Correspondent's success in The Netherlands,2017-06-25,9:00 a.m.,2017-06-25,10:00 a.m.,TBA,,Grand Canyon 4-5,http://ire.org/events-and-training/event/2703/3288/
,Networking internationally,2017-06-25,9:00 a.m.,2017-06-25,10:00 a.m.,TBA,,Grand Canyon 9-10,http://ire.org/events-and-training/event/2703/3289/
python,Web scraping 101: Harvesting data with Python **pre-registration required,2017-06-25,9:00 a.m.,2017-06-25,12:30 p.m.,Cody Winchester,"Need a spreadsheet but the information only exists on a web page? Learn how to scrape the data and build it yourself.
This intro-level class will show you how to use the programming language Python to scrape simple web pages. We'll introduce you to the command line and show you how to write enough code to fetch, parse and analyze content from the web.
With the basics of Python under you belt after this three-hour course, you'll have a solid grounding for all your future scraping adventures.
Preregistration is required and seating is limited. Laptops will be provided for the training.
Workshop prerequisites: None
 
NOTE: Registration is required for this session. Click here to sign up.
",Pinnacle Peak 1,http://ire.org/events-and-training/event/2703/3188/
,"Easy, free online dataviz tools",2017-06-25,9:00 a.m.,2017-06-25,10:00 a.m.,TBA,,Pinnacle Peak 2,http://ire.org/events-and-training/event/2703/3359/
,Career roundtable,2017-06-25,10:15 a.m.,2017-06-25,11:15 a.m.,TBA,,Grand Canyon 1-3,http://ire.org/events-and-training/event/2703/3294/
,IRE open lab hours,2017-06-25,10:15 a.m.,2017-06-25,12:30 p.m.,TBA,,Pinnacle Peak 3,http://ire.org/events-and-training/event/2703/3361/
,"Legal protections for freelancers: Contracts, indemnification and more",2017-06-25,10:15 a.m.,2017-06-25,11:15 a.m.,TBA,,Grand Sonoran B-D,http://ire.org/events-and-training/event/2703/3291/
,Raising your profile: Improving your social media reach,2017-06-25,11:30 a.m.,2017-06-25,12:30 p.m.,TBA,,Grand Sonoran B-D,http://ire.org/events-and-training/event/2703/3292/
,Investigating disability issues,2017-06-25,11:30 a.m.,2017-06-25,12:30 p.m.,TBA,,Grand Canyon 1-3,http://ire.org/events-and-training/event/2703/3293/
,Finding the story: Environmental data,2017-06-25,11:30 a.m.,2017-06-25,12:30 p.m.,TBA,,Pinnacle Peak 2,http://ire.org/events-and-training/event/2703/3360/
,Unearthing property tax scandals,2017-06-25,11:30 a.m.,2017-06-25,12:30 p.m.,TBA,,Grand Canyon 4-5,http://ire.org/events-and-training/event/2703/3295/
