Topic,Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
maps,Map camp: QGIS *pre-registration required,2017-06-22,9:00 a.m.,2017-06-22,6:00 p.m.,False,"Jennifer LaFleur, Charles Minshew - Learn how to uncover interesting news stories by mapping data with geographic information system (GIS) software during our intensive mini-boot camp.
Our trainers will teach you how to use QGIS, a powerful, free and open-source GIS software that runs on a Mac or a PC. QGIS can be used in your news organization's workflow to create maps for print, online and broadcast. You will learn how to display data geographically; import and query data; and geocode addresses to merge databases with maps. 
In addition, we'll provide you with our boot camp materials to help keep you on track long after you leave the conference.
Preregistration is required and seating is limited. Laptops will be provided for the training.
Workshop prerequisites: Participants should have basic knowledge in using relational database programs such as Microsoft Access, MySQL or SQLite.
NOTE: Registration is required for this session. Click here to sign up.
 | URL: http://ire.org/events-and-training/event/2703/3186/",Pinnacle Peak 3,False
,Welcome first-timers: Get a button and conference tips,2017-06-22,9:00 a.m.,2017-06-22,10:00 a.m.,False,"Doug Haddix, Cody Winchester, Megan Luther - Welcome to the conference! Get a special button for first-time attendees and hear from IRE staff about tips and tactics to navigate our conference like a pro. Also, you'll learn about key resources that IRE offers once you're back home.
 | URL: http://ire.org/events-and-training/event/2703/3194/",Grand Canyon 1-3,False
,What's up with LinkedIn?: Navigating the latest changes  (Sponsored by Knight Foundation),2017-06-22,9:00 a.m.,2017-06-22,10:00 a.m.,False,"Jim Oberman - Have you been frustrated with the recent changes to LinkedIn Premium and the removal of the “past not current” filter? Come discuss the recent changes and learn about workarounds to get what you need. Hear what LinkedIn is telling us about the reasons the filter was removed and what's up next for the platform. We'll demo some cool apps to use in conjunction with LinkedIn to help find emails and phone numbers.
 | URL: http://ire.org/events-and-training/event/2703/3312/",Grand Canyon 11-13,False
,The person on the other end of the phone: Working with corporate communicators during a crisis,2017-06-22,9:00 a.m.,2017-06-22,10:00 a.m.,False,"Seth Lubove, Mark Hass, - **Moderated by Mark Hass, ASU Walter Cronkite School of Journalism
Strategic communicators are key players when an organization is facing a crisis. What are the best techniques to have a working relationship with these professionals? What guidelines and principles are framing their work? This session is designed to help reporters understand the demands on strategic communicators during a crisis and how to work with them effectively.
 | URL: http://ire.org/events-and-training/event/2703/3196/",Grand Canyon 6,False
,Investigating inequality (Sponsored by Ida B. Wells Society),2017-06-22,10:15 a.m.,2017-06-22,11:15 a.m.,False,"Ron Nixon, Nikole Hannah-Jones - Learn about useful datasets, documents and reporting tips for covering racial disparities and discrimination in housing, education and law enforcement, among other things.
 | URL: http://ire.org/events-and-training/event/2703/3401/",Grand Canyon 9-10,False
,Broadcast: State of the state  (Sponsored by National Association of Broadcasters),2017-06-22,10:15 a.m.,2017-06-22,11:15 a.m.,False,"Kevin Keeshan, Mark Greenblatt, Sandy Breland, Ellen Crooke, Sean McLaughlin - **Moderated by Mark Greenblatt, Scripps Washington Bureau
“State of the State” is a first-of-its-kind, can't-miss panel that gathers senior executives from four of the nation's top broadcasting and digital news companies to discuss the current and future state of investigative reporting in America. You will get a chance to hear what makes their companies unique with respect to investigative reporting. There will be plenty of time for a moderated Q&A and audience questions. 
 | URL: http://ire.org/events-and-training/event/2703/3297/",Grand Sonoran G,False
spreadsheets,Excel 2: Functions and pivot tables,2017-06-22,10:15 a.m.,2017-06-22,11:15 a.m.,False,"Nick Penzenstadler - In this class you'll learn some snappy functions to help you ask questions of your data in Excel in minutes rather than hours. We'll focus on when and how to use functions, calculate rates and change and then use the power of pivot tables to ask questions like “Which groups have most?” or “How often does this happen?”
Prerequisites: This class will be helpful if you've taken Excel 1 or have worked with spreadsheets. We'll assume you can load data into Excel and get it relatively clean.
 | URL: http://ire.org/events-and-training/event/2703/3329/",Pinnacle Peak 2,False
,Setting PDF data free with Cometdocs (Sponsored by Knight Foundation),2017-06-22,10:15 a.m.,2017-06-22,11:15 a.m.,False,"Reena Cruz - This demo session takes a look at Cometdocs.com, the PDF conversion service. We'll take a look at the online, mobile and desktop platforms of the service with a focus on best practices, from basic workarounds to efficient PDF conversion tips. Our aim for this session is to help IRE members get the most out of their subscription account and the conversion service. Monthly subscription accounts are available for free to all IRE members as part of their membership; however, it is not mandatory to have one to attend and follow along with the demo.
 | URL: http://ire.org/events-and-training/event/2703/3314/",Grand Canyon 11-13,False
,Show & Tell *Thursday #2 (Sponsored by Napoli Management Group),2017-06-22,10:15 a.m.,2017-06-22,11:15 a.m.,False,"Lana Durban Scott - **Moderated by Lana Durban Scott, The E.W. Scripps Co.
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 15 minutes. 
Reserve a slot online: Thursday sign-ups open at 9 a.m. on Wednesday.
 | URL: http://ire.org/events-and-training/event/2703/3378/",Grand Sonoran B-D,False
,Digging into nonprofits,2017-06-22,10:15 a.m.,2017-06-22,11:15 a.m.,False,"Susan Batt, Brad Racino, Katie Rusnock - There are more than 1.5 million nonprofits spread across the U.S., including public charities, private foundations and other types such as chambers of commerce. These organizations are involved in a variety of industries including education, government, the environment, health and any other topic a typical reporter may cover in their day-to-day beat. Most nonprofits are required to file detailed statements — called 990s — that publicly disclose a large amount of information about the organization. 
 | URL: http://ire.org/events-and-training/event/2703/3200/",Grand Canyon 4-5,False
,Arizona Project Legacy: Protecting journalists from new threats,2017-06-22,10:15 a.m.,2017-06-22,11:15 a.m.,False,"Mark Monday, Tom Liffiton - Journalists face a myriad of threats as they pursue truth in dangerous places with dangerous people. Protecting information and sources -- as well as yourself -- can be complicated, and a journalist must think like a spymaster. We will examine cases from journalism, business espionage and the world of counterintelligence to identify some best practices.
 | URL: http://ire.org/events-and-training/event/2703/3230/",Grand Canyon 7,False
,Year in investigations,2017-06-22,10:15 a.m.,2017-06-22,11:15 a.m.,False,"Doug Haddix, Megan Luther - Pick up some story ideas and be inspired with the highlights of some of the year's best investigations.
 | URL: http://ire.org/events-and-training/event/2703/3199/",Grand Canyon 1-3,False
,Mastering the investigative interview,2017-06-22,10:15 a.m.,2017-06-22,11:15 a.m.,False,"Julian Sher - We've all done it -- blown a key interview or missed a vital question. We do them every day, often without thinking. Maybe that's the problem: Even as pros, we make basic mistakes in interviews because we're not thinking strategically and tactically. Politicians, businesspeople and PR flacks are experts at jumping on the smallest opening we give them, the tiniest mistake in formulating a question. It's not just about getting the facts. It's also about how to dramatically rethink the way you approach interviews, master the basic rules of tough interviews, and then learn how to break them when needed.
 | URL: http://ire.org/events-and-training/event/2703/3201/",Grand Canyon 6,False
,IRE Commons: How to enter the IRE Awards,2017-06-22,10:15 a.m.,2017-06-22,11:15 a.m.,False,"Lauren Grandestaff, Jill Riepenhoff - Learn how to make your IRE Awards entry stand out from the pack with tips from IRE's contest manager and contest committee chair. We'll talk about what to highlight to make your entry shine, what you should and shouldn't include, and best practices for filling out that pesky (but useful!) questionnaire.
 | URL: http://ire.org/events-and-training/event/2703/3392/",IRE Commons,False
,Examining hospitals: From finances to lawsuits (Sponsored by Bloomberg),2017-06-22,10:15 a.m.,2017-06-22,11:15 a.m.,False,"Sarah Jane Tribble, Cheryl W. Thompson, Karen Bouffard - This session will show you what documents to obtain to investigate public and private hospitals, including Medicare and accreditation data, 990s, and inspection records. Panelists also will  offer tips on how to find stories in the data.
 | URL: http://ire.org/events-and-training/event/2703/3203/",Grand Canyon 8,False
tableau,Show where the story is happening with maps in Tableau Public (Hosted by Tableau),2017-06-22,11:00 a.m.,2017-06-22,12:30 p.m.,False,"Jenny Richards - Maps are where it's at, and with the addition of spatial file support you can viz outside the box too. In this session you will learn different methods for building maps in Tableau Public. We will teach you how to:
Tableau Public is a free tool for journalists. Some familiarity with the product is recommended; a beginner session earlier in the day should prepare you enough for this session. Laptops will be provided. This is a free training, however you must be registered for the IRE Conference to attend this class.  Limited seats are available.  There may be a few seats available on-site.
 
 | URL: http://ire.org/events-and-training/event/2703/3335/",Pinnacle Peak 1,False
,Research Oasis (Sponsored by Knight Foundation),2017-06-22,11:30 a.m.,2017-06-22,12:30 p.m.,False,"Barbara Gray, Gary Price - Replenish your thirsty research skills at the Research Oasis, where Barbara Gray from CUNY J-School and Gary Price from Library Journal's INFOdocket, offer up the the latest methods and machines for all things investigative research.
 | URL: http://ire.org/events-and-training/event/2703/3316/",Grand Canyon 11-13,False
,Management: Why won't you just do what I want? Fixing the reporter-editor relationship,2017-06-22,11:30 a.m.,2017-06-22,12:30 p.m.,False,"Andrew Donohue, Lynn Walsh, Alison Young, Mark Horvit - **Moderated by Mark Horvit, University of Missouri
So, you don't get along with your editor.
So, you simply can't get that reporter to DO WHAT YOU WANT.
Relax. Our panel of veterans from both sides of the equation will help you with tips, suggestions and strategies to manage up, manage down, and generally make the whole process work. (At least, most of the time).
 | URL: http://ire.org/events-and-training/event/2703/3204/",Grand Canyon 1-3,False
spreadsheets,Excel 3: Advanced tools,2017-06-22,11:30 a.m.,2017-06-22,12:30 p.m.,False,"Danielle Cervantes - Whether you want to broaden your existing Excel skills or practice what you just learned in Excel 2, we'll show you how to employ advanced functions and construct more sophisticated pivot tables to boost your analysis and reporting. This session will feature federal contracting data for the state of Arizona in FY 2016.
 | URL: http://ire.org/events-and-training/event/2703/3330/",Pinnacle Peak 2,False
,"Storytelling that hums: What investigative reporters can learn from song, film, fiction & art",2017-06-22,11:30 a.m.,2017-06-22,12:30 p.m.,False,"Ken Armstrong, Louise Kiernan - Ways to enhance our writing can be found all around us – in the films we watch, the fiction we read, the podcast sagas we lose our weekends to, the song lyrics we know by heart, the images that catch our eye. Storytelling is an art with many a master. We'll look at what we can learn from the likes of Dolly Parton, Colson Whitehead, Jennifer Egan, Patty Griffin, Johnny Cash, Cormac McCarthy, Kerry James Marshall, Taryn Simon, Errol Morris, Ira Glass …
 | URL: http://ire.org/events-and-training/event/2703/3208/",Grand Canyon 8,False
,Broadcast: Deep dive I  (Sponsored by National Association of Broadcasters),2017-06-22,11:30 a.m.,2017-06-22,12:30 p.m.,False,"Eric Flack, Brian Ross, Rhonda Schwartz, Stephen Stock - Award-winning investigative journalists explain how they produced big projects for broadcast and online. Journalists will show their investigations and take you through them step-by-step, from story tip to finished product.
 | URL: http://ire.org/events-and-training/event/2703/3298/",Grand Sonoran G,False
,"Leaks, leakers and the law",2017-06-22,11:30 a.m.,2017-06-22,12:30 p.m.,False,"Sarah N Lynch, Amanda Kane, Karen Williams, Ian MacDougall - **Moderated by Sarah N. Lynch, Reuters
Authentic, reliable non-public information is at the heart of true investigative reporting. Whether sourced from a corporate whistleblower, a government employee exposing corruption, or the nosey neighbor of an elected official – all leaks collide with the law in ways that can place the journalist and their source in serious jeopardy. This panel will focus on how to effectively navigate the legal risks that attend leaks and leakers, including handling of leaked documents, publication of confidential personal information, protective measures that may be taken when faced with government or corporate leak investigations, grand jury leaks and the special risks associated with leaks of classified information. The three panel members will bring their unique experience and perspectives on leaks and the law – from the federal government, international media and major corporate legal practice – to this lively discussion about a subject that is likely to make a great deal of news in the next four years.
 | URL: http://ire.org/events-and-training/event/2703/3207/",Grand Canyon 7,False
,Winners announcement: Knight prototype call for ideas to improve the flow of accurate information (Hosted by Knight Foundation),2017-06-22,11:30 a.m.,2017-06-22,1:00 p.m.,False,"Bill Adair, Jennifer Preston, Jonathan Kartt, Scott Klein, Josh Stearns, Amanda Zamora, John Bracken - Join Knight Foundation as we, with Democracy Fund, and Rita Allen Foundation, announce the winners of the prototype call for ideas to improve the flow of accurate information.
Following the announcement Jennifer Preston, VP/Journalism at the Knight Foundation will moderate a panel with Bill Adair, Politifact, Amanda Zamora,Texas Tribune and Scott Klein, ProPublica to discuss the ideas and themes that emerged from the open call, why they are excited about the winning projects, and what they see as trends in the industry.
 | URL: http://ire.org/events-and-training/event/2703/3205/",Grand Canyon 4-5,False
,When mental health and criminal justice collide,2017-06-22,11:30 a.m.,2017-06-22,12:30 p.m.,False,"Josh Hinkle, Kimbriell Kelly, Eric Wieffering - This session examines the overwhelming number of mental health-related cases surrounding police shootings and violence against law enforcement. Panelists will show you how to find evidence and data on this private topic and discuss how to overcome challenges when it comes to reporting on such a sensitive issue.
 | URL: http://ire.org/events-and-training/event/2703/3209/",Grand Canyon 9-10,False
,IRE Commons: Ask a nerd - Answers to your questions about all the things,2017-06-22,11:30 a.m.,2017-06-22,12:30 p.m.,False,"Cody Winchester - Confused by CAR? Puzzled by Python? Jarred by JSON? Flummoxed by, uh, FORTRAN? This is your chance to ask a nerd! There are no dumb questions. If we don't know the answer, we'll hook you up with someone who can (or consult our good friend Stack O. Verflow).
 | URL: http://ire.org/events-and-training/event/2703/3408/",IRE Commons,False
,Battling FERPA and cracking campus secrecy,2017-06-22,11:30 a.m.,2017-06-22,12:30 p.m.,False,"Frank LoMonte, Michael Vasquez, Paula Lavigne - The session will discuss some of the methods colleges and universities use to withhold information about students, student athletes, criminal activity, business contracts, finances and other aspects of higher education, including the oft-cited FERPA student privacy law. It will address the differences in access between public and private institutions. And it will offer tools and ideas on how to use your sources, public records laws and other resources to get the information, documents and data you need.
 | URL: http://ire.org/events-and-training/event/2703/3206/",Grand Canyon 6,False
tableau,Finding and telling data stories with Tableau Public (Hosted by Tableau),2017-06-22,1:30 p.m.,2017-06-22,3:00 p.m.,False,"Ben Jones - Got a dataset and an impending deadline to write a story on it? Find the scoop and convey it with beautiful, interactive visualizations in a serial narrative using Tableau Public. It's a fast, easy to use, and free tool for journalists. Visualizations will publish using any CMS and no programming is required.
We'll teach you how to:
No previous experience with Tableau is necessary to attend. Laptops will be provided. This is a free training, however you must be registered for the IRE Conference to attend this class.  Limited seats are available.  There may be a few seats available on-site.
 | URL: http://ire.org/events-and-training/event/2703/3336/",Pinnacle Peak 1,False
,IRE Board of Directors meeting,2017-06-22,2:00 p.m.,2017-06-22,5:00 p.m.,False,"The IRE Board of Directors will meet on Thursday from 2-5 p.m. in Wildflower A, as part of the annual conference. The meeting is open to all IRE members.
",Wildflower A,False
,Watchdogging the court system,2017-06-22,2:30 p.m.,2017-06-22,3:30 p.m.,False,"Lisa Armstrong, Andrew Lehren, Josh Salman - Judicial bias. Juveniles in jail. Profiting from diversion programs. Bias in ticketing. A deep dive on mining data, digging into public records and finding sources for under-reported investigations on the court system.
 | URL: http://ire.org/events-and-training/event/2703/3215/",Grand Canyon 9-10,False
,Management: How to create a watchdog culture that permeates every desk in your newsroom,2017-06-22,2:30 p.m.,2017-06-22,3:30 p.m.,False,"Shawn McIntosh, Mikel Schaefer, Letitia Walker - Amid the increasingly crowded news environment, investigative and watchdog reporting is the thing that distinguishes your news organization. But how do you do it when everyone is swamped? We'll offer tips and discuss how to spread the watchdog spirit and skills to every corner of your newsroom and cover what kinds of resources and leadership are most helpful.
 
 
 | URL: http://ire.org/events-and-training/event/2703/3214/",Grand Canyon 8,False
,Watchdogging nonprofits with Charity Navigator (Sponsored by Knight Foundation),2017-06-22,2:30 p.m.,2017-06-22,3:30 p.m.,False,"Katie Rusnock - Charity Navigator aims to make impactful philanthropy easier by providing evaluations of America's largest nonprofit organizations. Charity Navigator's 8,000+ ratings provide an easy-to-understand look into a charity's financial health, accountability and transparency practices. This session will provide an in-depth look at how to use charitynavigator.org to research and compare charities and will explore how to use CN's data to tell better stories about the nonprofit sector.
 | URL: http://ire.org/events-and-training/event/2703/3315/",Grand Canyon 11-13,False
,Predator and prey: Investigating child exploitation and sex trafficking in your community,2017-06-22,2:30 p.m.,2017-06-22,3:30 p.m.,False,"Robert Cribb, Brooke Shannon, Konstance Smith - It is among the darkest issues a journalist can cover -- the abuse of children and the enslavement and trafficking of people in the sex trade. It's often a treacherous world for a journalist to enter and can be even more difficult to navigate once inside. This panel explores the delicate sensitivities covering some of the most vulnerable and exploited victims in society, the challenges of holding their perpetrators to account and the systems in place that allow it all to flourish. 
 | URL: http://ire.org/events-and-training/event/2703/3405/",Grand Canyon 4-5,False
,Broadcast: Investigating in breaking news  (Sponsored by National Association of Broadcasters),2017-06-22,2:30 p.m.,2017-06-22,3:30 p.m.,False,"Aaron Diamant, Chuck Goudie, Megan Christie - In an era when “breaking” seems to have lost its meaning, how can you distinguish your reporting as stories unfold? While the newsroom is covering the news, what can you do to dig deeper, get it right and get it on TV? Our speakers have years of experience doing just that.
 | URL: http://ire.org/events-and-training/event/2703/3300/",Grand Sonoran G,False
,Best fact-checking practices,2017-06-22,2:30 p.m.,2017-06-22,3:30 p.m.,False,"Neil Brown, Derek Kravitz, Amalie Nash, Farhad Souzanchi - **Moderated by Amalie Nash, USA TODAY Network
 
In a world filled with misinformation, the hunger has never been greater for verifiable sources that can quickly sort facts from fiction. This panel will explore the world of journalistic fact-checking, including how it has changed since the election and its role in the #FakeNews era.
 | URL: http://ire.org/events-and-training/event/2703/3212/",Grand Canyon 6,False
,"Investigating hate (Sponsored by Mother Jones, New America Media and ProPublica)",2017-06-22,2:30 p.m.,2017-06-22,3:30 p.m.,False,"AC Thompson, Josh Harkinson, Carlos Martinez de la Serna, Leslie Layton - **Moderated by AC Thompson, ProPublica
In 2016, we saw a rise of extremist groups and their leaders into the mainstream. Hear from investigative journalists and ethnic media reporters who navigate this web of hate from both sides. We'll focus on how reporters are tracking this movement by digging deep to get the interviews and creating a national database of hate crimes and acts of bias as reported by people in targeted communities.
 | URL: http://ire.org/events-and-training/event/2703/3213/",Grand Canyon 7,False
,IRE Commons: Let's file one ambitious FOIA together,2017-06-22,2:30 p.m.,2017-06-22,3:30 p.m.,False,"Chris Glorioso - Let's come together to conceive of one ambitious FOIA idea and pledge to spend the next year working together to pry the information free. In the first half of the session we'll do rapid-fire FOIA pitches. Tell the group why your idea is worth an epic collective battle to free the files. We'll vote on which FOIA to pursue and assign sub-groups to fight for the information. For example, some of us can write drafts of the FOIA. Others can line up legal help to fight FOIA denials in court. Others can make follow-up calls, etc.
The goal: By the 2018 IRE Conference we will have a trove of information to help us execute stories tailored to our own shops/markets.
 | URL: http://ire.org/events-and-training/event/2703/3409/",IRE Commons,False
,Show & Tell *Thursday #3 (Sponsored by Napoli Management Group),2017-06-22,2:30 p.m.,2017-06-22,3:30 p.m.,False,"Todd Mokhtari - **Moderated by Todd Mokhtari, NBC4 Los Angeles
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 15 minutes.
Reserve a slot online: Thursday sign-ups open at 9 a.m. on Wednesday.
 | URL: http://ire.org/events-and-training/event/2703/3379/",Grand Sonoran B-D,False
,Data on deadline,2017-06-22,2:30 p.m.,2017-06-22,3:30 p.m.,False,"Ronald Campbell, Angela Caputo, Andrew Tran - Whether you're covering the indictment of a prominent businessman or scrambling on Election Night, you've got to be prepared for surprises. We'll show you how to find authoritative data in a heartbeat, both from databases you've already collected and from online sources. We'll also describe a strategy you can use again and again for putting data in your stories every day.
 | URL: http://ire.org/events-and-training/event/2703/3211/",Grand Canyon 1-3,False
web development,Scraping without programming,2017-06-22,2:30 p.m.,2017-06-22,3:30 p.m.,False,"Samantha Sunne - Scraping is a technical word for a traditional idea: getting ahold of information, whether your sources want you to or not. In this case, the information is data and the sources are websites. We'll go over some out-of-the-box tools for scraping data, plus some DIY techniques that often work even better.
 | URL: http://ire.org/events-and-training/event/2703/3331/",Pinnacle Peak 2,False
tableau,Overview of data journalism curriculum for universities (Hosted by Tableau),2017-06-22,3:30 p.m.,2017-06-22,5:00 p.m.,False,"Cheryl Phillips - Do you want to start teaching data journalism to university students or do you want to take your current program to a new level? Could your newsroom benefit from helpful tutorials and example files? With the current climate of news, journalistic integrity is more important than ever. Telling stories with data is an effective way to ensure the facts are being shown in a compelling way. Visual analytics bring complex stories to life for readers – a skill the next generation of journalists must be prepared for.
Join this session to learn more about:
Some experience with Tableau Public is recommended. Taking one of the earlier Tableau sessions should suffice. Laptops will be provided. This is a free training, however you must be registered for the IRE Conference to attend this class.  Limited seats are available.  There may be a few seats available on-site.
 | URL: http://ire.org/events-and-training/event/2703/3337/",Pinnacle Peak 1,False
spreadsheets,Getting data into Excel,2017-06-22,3:45 p.m.,2017-06-22,4:45 p.m.,False,"Madi Alexander - Data doesn't always come in properly formatted Excel spreadsheets. Before you can analyze data in Excel, it first needs to be in a usable format. In this hands-on session, we will cover the importance of data types, delimiters and fixed-width columns to make the import process as smooth as possible. This session is geared toward Excel beginners, though anyone is welcome.
 | URL: http://ire.org/events-and-training/event/2703/3332/",Pinnacle Peak 2,False
,Open season on consumers,2017-06-22,3:45 p.m.,2017-06-22,4:45 p.m.,False,"Liz Weston, David Cay Johnston, Paul Kiel, Bob Sullivan - **Moderated by Liz Weston, NerdWallet
The dismantling of Obama-era consumer protections will have profound effects on people's wallets, but could it lead to another meltdown on the scale of the Great Recession? It pays to know where to investigate when the stakes are so high, and consumers are targeted by unshackled debt collectors, conflicted financial advisors who will potentially siphon millions from retirement accounts and others. We will show you the unexpected places where danger lurks for the American consumer and discuss how to best tell those stories. We'll cover vetting straight-shooting sources to monitor trends, tapping into records that can help build the foundation for your reporting and ways to find the people who illustrate the toll.
 | URL: http://ire.org/events-and-training/event/2703/3219/",Grand Canyon 7,False
,Innovative approaches to storytelling (Sponsored by Knight Foundation),2017-06-22,3:45 p.m.,2017-06-22,4:45 p.m.,False,"Saleem Khan, Erika Owens, - Technology is changing the investigative and storytelling processes, from basic fact and data collection and analysis, to producing and delivering stories, to connecting with our communities. Sensors, artificial intelligence, drones, 360-degree video, virtual and augmented reality, data visualization, chatbots and phone apps… the list of emergent tools goes on. Join Erika Owens of OpenNews and Saleem Khan of INVSTG8.NET & JOVRNALISM to discuss recent innovations in storytelling, and how and when to use them. 
This is an interactive session, so come ready to discuss your efforts and challenges. You'll leave with new ideas, information and inspiration to stay on the leading edge.
 | URL: http://ire.org/events-and-training/event/2703/3326/",Grand Canyon 11-13,False
