Topic,Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
,IRE Commons - How to Report for America,2018-06-14,9:00 a.m.,2018-06-14,10:00 a.m.,False,"Molly Born, Charles Sennott, Maggie Messitt, Harvey Parson - A new national service model for journalism is helping news organizations cover underserved communities by sharing the cost of hiring new reporters. This session will feature a conversation with Report for America corps members, editors and staff about how the program works, the impact it's making already and how journalists can get involved. Attendees will hear stories from the field in Appalachia, our first region, and be invited to participate in a discussion about how local journalism builds relationships between journalists and their communities, improving the lives of residents and increasing trust in the press. The initiative is supported by Google News Lab, Knight Foundation and The Lenfest Institute for Journalism in partnership with The Emma Bowen Foundation, Maynard Institute and Solutions Journalism Network.
 | URL: http://ire.org/events-and-training/event/3190/3963/",Veiltail,False
,Investigating wildlife issues,2018-06-14,9:00 a.m.,2018-06-14,10:00 a.m.,False,"Rachael Bale, Rene Ebersole, Lee van der Voo - Covering wildlife isn't just for animal lovers. These are stories about crime, sustainability, community and economic development, politics, and big money too. Reporters will explain how they investigated the seafood industry, alligator poaching in Florida, and the international illegal wildlife trade, among others. The panel will focus on how and where to find sources, public records and datasets, story ideas that you can pursue in your own community, and how to tell these stories in a way that anyone — even people who aren't particularly interested in animal issues — will find compelling.
 | URL: http://ire.org/events-and-training/event/3190/3885/",Oceans 3,False
,Simple online mapping,2018-06-14,9:00 a.m.,2018-06-14,10:00 a.m.,False,"Rachel Iacovone - You're working on a story and your boss wants a map to go online. Learn how to build a map using a free online tool that can then be embedded in most website CMS. You'll learn about properly formatting addresses and creating maps that can be updated easily as the story changes.
This session is good for: Anyone familiar with data basics. No previous mapping experience required.
 | URL: http://ire.org/events-and-training/event/3190/3932/",Coral C,False
,Technology and Tools Track: Emerging tools for investigative journalists,2018-06-14,9:00 a.m.,2018-06-14,10:00 a.m.,False,"Cheryl Phillips, Meredith Broussard, Nicholas Whitaker - These days, staying up to date on new tools and separating reality from science fiction can feel like a full-time job… on top of everything else we have to do. We will walk through what emerging tools we're using and excited about, why it's worth making the case for experimentation, even in a small newsroom, and how to incorporate new tools into your reporting, your newsroom and your audience experience.
 | URL: http://ire.org/events-and-training/event/3190/3802/",Oceans 6-8,False
,Legal workshop: Understanding libel and copyright (Sponsored by Knight Foundation),2018-06-14,9:00 a.m.,2018-06-14,12:30 p.m.,False,"George Freeman, Rachel Fugate, Jeff Hermes, Carol LoCicero - This three-hour workshop hosted by the Media Law Resource Center will go in-depth on two major areas of media law. Attendees are encouraged to participate in both sessions. Pre-registration is not required, but seats are limited in this workshop.
Libel and invasion of privacy (9 - 10:30 a.m.)
This workshop will focus on the legal problems which can arise from your content: How can you avoid getting sued for defamation and invasion of privacy? We'll discuss what the plaintiff has to prove to make out a libel case, your common law and constitutional defenses, the differences in defending cases brought by public and private figures, privileges for opinion and using public records, and the effect of corrections, denials, libelous implications and using anonymous sources. Lawsuits for publishing truthful but embarrassing private facts will also be considered. Discussion leaders: George Freeman, Media Law Resource Center; and Carol LoCicero, Thomas & LoCicero
Copyright and digital media (11 a.m. - 12:30 p.m.)
This workshop will cover hot issues in copyright and the law of digital media. We will start with a consideration of copyright law; just because something is on the internet does not mean it's free for the taking. What is copyrightable, the fair use of newsworthy information and embedding and aggregation of content will all be discussed. We will also talk about ways in which the law treats online speech differently from traditional media, including the ramifications of Section 230 of the Communications Decency Act and the role of social media platforms. Discussion leader: Jeff Hermes, Media Law Resource Center; and Rachel Fugate, Shullman Fugate
 | URL: http://ire.org/events-and-training/event/3190/3966/",Mako,False
,Behind the story: Schools without rules,2018-06-14,10:15 a.m.,2018-06-14,11:15 a.m.,False,"Annie Martin, Leslie Postal, Beth Kassab - Three Orlando Sentinel reporters spent six-months investigating Florida's scholarship programs, which will send nearly $1 billion to private schools this year. The project meant reviewing thousands of pages of documents and making in-person visits to dozens of private schools. The reporters discovered soon-to-be evicted schools set up in rundown buildings, campuses where teachers lacked college degrees, and a principal under investigation for child molestation who was able to keep taking Florida vouchers by closing one school and then opening another under a new name.
This behind-the-story session will go through how reporters handled the school visits (most were unannounced), how they requested and organized data (from enrollment numbers to parent complaints sent to the state) and searched for other needed information. They'll also cover what worked, and what didn't, as they tried to stay organized while still doing other stories on their beats.
 | URL: http://ire.org/events-and-training/event/3190/3892/",Oceans 3,False
,Intro to R 1,2018-06-14,10:15 a.m.,2018-06-14,11:15 a.m.,False,"Ronald Campbell - Give a statistical lift to your reporting with R, the powerful, open-source programming language. This session will cover R basics in a fast-paced tour of Florida data. You will learn how to import, organize and analyze information with R.
This session is good for: People comfortable with coding, people with basic data knowledge.
 | URL: http://ire.org/events-and-training/event/3190/3934/",Coral C,False
,Broadcast Track: State of the industry (Sponsored by National Association of Broadcasters),2018-06-14,10:15 a.m.,2018-06-14,11:15 a.m.,False,"Mark Greenblatt, Pat LaPlatney, Karen Rundlet, Chris Vlasto, Ellen Crooke - **Moderated by Mark Greenblatt
On this panel, top executives gather for a rare and candid discussion about where investigative reporting is headed next. Hear from a CEO of a major station group as he talks about the need to invest in and support investigative content. He'll also field questions about the realities of our industry's changing business model and talk about the opportunities he sees for long-form content in a digital world. A veteran network executive producer who oversees investigations at the national level will explore lessons and comparisons between covering the Trump and Clinton Administrations while examining both the dangers and the opportunities investigative reporters face today. He also plans to present winning strategies for investigations that work for morning television audiences. A senior executive at another major station group will explain her company's focus on innovation surrounding investigations while highlighting examples of experimentation with data storytelling. And the director of journalism for a major non-profit foundation addresses the new evidence and data now emerging that speaks to the increasing importance and influence local TV stations play in their communities while using that data to talk about where companies and non-profits should be investing next.
 | URL: http://ire.org/events-and-training/event/3190/3822/",Crystal C,False
,Covering natural disasters: Breaking news and beyond,2018-06-14,10:15 a.m.,2018-06-14,11:15 a.m.,False,"Matt Dempsey, Rong-Gong Lin, Carla Minet - When disaster strikes, will you be ready? How can you prepare before it hits? How do you manage the chaos in real time? What are some ways you can come out of the disaster with strong stories lined up explaining it all? 
This session will offer proven tips on where to get data, records, sources and story ideas from journalists who lived through it all.
 | URL: http://ire.org/events-and-training/event/3190/3820/",Oceans 5-7,False
,Broadcast Show & Tell - Thursday #2 (Sponsored by Napoli Management Group),2018-06-14,10:15 a.m.,2018-06-14,11:15 a.m.,False,"Jeff Harris - **Moderated by Jeff Harris, WEWS-Cleveland
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 15 minutes.
Sign-ups open June 4, and additional slots will become available the afternoon of June 13. 
 | URL: http://ire.org/events-and-training/event/3190/3992/",Crystal D,False
spreadsheets,Excel 2: Using formulas for stories,2018-06-14,10:15 a.m.,2018-06-14,11:15 a.m.,False,"John Schoen - Much of Excel's power comes in the form of formulas. In this class, you'll learn how to use them to analyze data with the eye of a journalist. Yes, math will be involved, but it's totally worth it! This class will show you how calculations like change, percent change, rates and ratios can beef up your reporting.
This session is good for: Anyone who is comfortable navigating Excel.
 | URL: http://ire.org/events-and-training/event/3190/3933/",Coral B,False
,Local watchdog showcase,2018-06-14,10:15 a.m.,2018-06-14,11:15 a.m.,False,"Joey Cranney, Brett Murphy, Katie Shepherd - Learn new and old reporting tricks as the team from the Local Matters newsletter highlights a recent selection of great local watchdog journalism. Hear firsthand presentations by local reporters from across the country on how to expose wrongdoing in your community.â
 | URL: http://ire.org/events-and-training/event/3190/3821/",Oceans 6-8,False
,Afflicting the comfortable,2018-06-14,10:15 a.m.,2018-06-14,11:15 a.m.,False,"Nancy Amons, Sammy Roth, Matt Hamilton - A journalist's mission is to comfort the afflicted and afflict the comfortable. And while reporters often focus on the failure of institutions, powerful individuals are ultimately the responsible parties. So how do we hold the powerful accountable? Four panelists give their tips on how best to approach people on lofty perches, get them to talk, and bulletproof our stories about them.
 | URL: http://ire.org/events-and-training/event/3190/3817/",Crystal AB,False
,"Technology and Tools Track: Free Google tools for deep reporting, analysis and visualization (Sponsored by Knight Foundation)",2018-06-14,10:15 a.m.,2018-06-14,12:30 p.m.,False,"Nicholas Whitaker - Learn the latest tricks and tips for tools such as Google Search, Google Sheets and Google Maps, as well as new tools like Cloud Data Studio and Cloud Dataprep. You'll leave equipped with new skills you can put to work the moment you return to the newsroom or classroom. No previous knowledge required!
 | URL: http://ire.org/events-and-training/event/3190/3971/",Oceans 9-10,False
,Consumer investigations: Stories that make a difference,2018-06-14,10:15 a.m.,2018-06-14,11:15 a.m.,False,"Robert Benincasa, Jill Riepenhoff, Lea Thompson, - Investigating doctors, drugs, hospitals, dangerous products, water, chemicals, consumer goods and services, banks, transportation, fraudsters, scammers, schemers and just bad deals — we'll give you the tips and tools you need to do it big with substance and style, even in this political climate. We've got your back whether you have six months or just a few days to do a story.
 | URL: http://ire.org/events-and-training/event/3190/3891/",Oceans 4,False
,Crooked cops and crime labs,2018-06-14,10:15 a.m.,2018-06-14,11:15 a.m.,False,"Ryan Gabrielson, Ted Gest, Melissa Segura, Mark Fazlollah - Serious cases of corrupt police officers continue to pop up nationwide, from a Chicago detective accused of framing more than 50 people for murder charges to a secret list of Philadelphia officers who prosecutors won't call as witnesses because of a history of false testimony or other legal problems. At the same time, there are serious doubts about the validity of certain forensic evidence types such as hair fiber, and about the results of unreliable crime lab tests that are cited in court. We'll discuss how to find these cases, what experts to consult, and what records to request.
 | URL: http://ire.org/events-and-training/event/3190/3984/",Crystal E,False
,IRE Commons - Public Records Track: A conversation on how to build a beat on public records (IRE Commons sponsored by Facebook),2018-06-14,10:15 a.m.,2018-06-14,11:15 a.m.,False,"Hilary Niles - The right to access public records is more than a tool for journalism. It's a critical public policy for business, law, free expression and private citizenship in a democracy. Come learn how to build a beat covering access to public records, much the way journalists are already accustomed to covering access to education or access to health care. Panelists will share a range of experiences with this work, a roster of resources for reporters and editors who need to get up to speed on the topic, and a tipsheet offering best practices for how to ethically cover a topic that is also critical to our own profession. 
 | URL: http://ire.org/events-and-training/event/3190/3972/",Veiltail,False
tableau,Interactive data graphics in Tableau Public (Hosted by Tableau),2018-06-14,11:00 a.m.,2018-06-14,12:30 p.m.,False,"Scott Teal - Learn how to create beautiful, interactive data visualizations on short deadlines. No programming required. You'll learn everything you need to build data visualizations and publish them to your website just like a video. We'll teach you how to:
Tableau Public is a free tool for journalists. No previous experience with Tableau is necessary to take this class.Laptops will be provided. This is a free training, however you must be registered for the IRE Conference to attend this class.  Limited seats are available.  There may be a few seats available on-site.
 | URL: http://ire.org/events-and-training/event/3190/4011/",Coral A,False
,Election & Politics Track: Trumping norms: Tracking the Trump Administrationâs conflicts of interest,2018-06-14,11:30 a.m.,2018-06-14,12:30 p.m.,False,"Derek Kravitz, Andrew Lehren, Charles Lewis, Clare Malone - Generally, most U.S. Presidents do not ensconce their daughter and son-in-law in White House West Wing offices, nor lease and operate a posh hotel bearing their name just a block from the White House, nor refuse to publicly release their tax returns unlike all other previously-elected presidents since the Watergate scandal. Donald J. Trump has flouted many of the ethical mores of past presidents, including even such basics as facts and truth, according to the Washington Post uttering 3,000 false or misleading statements in just his first 16 months in office. All of which makes tracking the Trump administration's conflicts of interest and other ethics-related issues an excellent adventure for any reporter and news organization. Meanwhile, public trust in government remains near historic lows in the United States.
 | URL: http://ire.org/events-and-training/event/3190/3825/",Oceans 3,False
,Broadcast Show & Tell - Thursday #3 (Sponsored by Napoli Management Group),2018-06-14,11:30 a.m.,2018-06-14,12:30 p.m.,False,"Lisa R. Cohen - **Moderated by Lisa Cohen, Columbia Journalism School
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 15 minutes.
Sign-ups open June 4, and additional slots will become available the afternoon of June 13. 
 | URL: http://ire.org/events-and-training/event/3190/3993/",Crystal D,False
,Investigating worker exploitation,2018-06-14,11:30 a.m.,2018-06-14,12:30 p.m.,False,"Brett Murphy, Shoshana Walter, Peggy Lowe - Mistreatment and abuse of workers happen in foreign lands as well as America's heartland — and a shocking number of points in between. Stories may be hiding in plain sight in your communities behind factory walls, in farm fields and even in tractor-trailer trucks. Learn how to expose worker exploitation, make readers care and spark reforms. 
 | URL: http://ire.org/events-and-training/event/3190/3827/",Crystal E,False
,Public Records Track: 50 records to request right now,2018-06-14,11:30 a.m.,2018-06-14,12:30 p.m.,False,"Todd Wallack, Kelly Hinchcliffe - Get your FOI templates ready to roll. In this quick-paced, lightning-round style session, two investigative reporters and public records geeks will cover their favorite, most unique, overlooked and under-appreciated records to request from all levels of government. They'll also give examples of how these records were used to produce stories in newsrooms around the country.
 | URL: http://ire.org/events-and-training/event/3190/3824/",Oceans 5-7,False
,"Work Better Track: One journalist, multiple hats",2018-06-14,11:30 a.m.,2018-06-14,12:30 p.m.,False,"Jake Bleiberg, Jamie Grey, Kristin Hussey - As some newsrooms shrink, folks may be taking on two or three roles that would otherwise demand two or three separate full-time staffers. What tools can you use to make your job easier? How can you quickly be your own quality graphic artist and photographer/videographer? How can you prioritize your days and weeks to knock out the most work? How do you quickly pick up new beats and keep track of…. everything? We'll give you our tips from experience and share tools you can take home.
 | URL: http://ire.org/events-and-training/event/3190/3823/",Crystal AB,False
,Diversity Track: Investigating inequality,2018-06-14,11:30 a.m.,2018-06-14,12:30 p.m.,False,"Nicole Dungca, Emmanuel Martinez, Meghan Irons - Hear from journalists on the front lines of investigating racial and other inequities. Get story ideas as well as reporting and writing tips, along with advice on how best to frame stories in the proper historical context. Relevant public records and data sets also will be discussed.
 | URL: http://ire.org/events-and-training/event/3190/3828/",Oceans 6-8,False
spreadsheets,Excel 3: Filtering and pivot tables,2018-06-14,11:30 a.m.,2018-06-14,12:30 p.m.,False,"Nick Penzenstadler - A look at spreadsheet filtering and the awesome power of pivot — and how to use it to analyze your dataset in minutes rather than hours.
This session is good for: Anyone familiar with formulas, sorting and other basic tasks in Excel or another spreadsheet program.
 | URL: http://ire.org/events-and-training/event/3190/3935/",Coral B,False
,Broadcast Track: Art of the interview (Sponsored by National Association of Broadcasters),2018-06-14,11:30 a.m.,2018-06-14,12:30 p.m.,False,"Danielle Leigh, Scott Zamost, Scott Friedman - Seasoned broadcast journalists break down what makes on-camera interviews successful. Learn proven strategies to prep for interviews, approach reluctant subjects, handle tough situations, navigate ethical trouble-spots and more.
 | URL: http://ire.org/events-and-training/event/3190/3829/",Crystal C,False
,IRE Commons - Fellowships & grants for freelancers (IRE Commons sponsored by Facebook),2018-06-14,11:30 a.m.,2018-06-14,12:30 p.m.,False,"Brant Houston, Esther Kaplan, Jane Sasseen, Cheryl W. Thompson, Laird Townsend - Leaders from organizations that give grants to freelancers will explain what kinds of stories they are looking for and what you need to do to successfully apply for a grant. This will be a robust question and answer session.
 | URL: http://ire.org/events-and-training/event/3190/3988/",Veiltail,False
,Intro to R 2: Throw away your database software,2018-06-14,11:30 a.m.,2018-06-14,12:30 p.m.,False,"T. Christian Miller - R is a powerhouse tool for every occasion. In this session, we examine how it can be used as a database engine like MySQL or Access. This session will cover the basics of how to use R to organize, query and join data tables. This intermediate session will be linked with Intro to R and use the same Florida data as Intro to R. If all goes well, you will leave with a better understanding of R through the use of a particular database package.
This session is good for: People with some knowledge of R and SQL database programs.
 | URL: http://ire.org/events-and-training/event/3190/3936/",Coral C,False
,Turning your investigation into a book,2018-06-14,11:30 a.m.,2018-06-14,12:30 p.m.,False,"Blake Ellis, Melanie Hicken, Mary Shanklin, Mark Schlabach - Non-fiction book writing is a creatively satisfying way of taking your investigative project to the next level, and to a potentially global audience. It‘s a great way to make use of all that research and reporting you did for your project that didn't “make it in.” And it's one of the last bastions of in-depth investigative reporting, especially for those not still working for large mainstream media outlets. Even though bookstores are closing, there are many exciting opportunities on publishing's digital frontier. These published author/journalists share their best advice, and offer lessons learned and cautionary tales.
 | URL: http://ire.org/events-and-training/event/3190/3832/",Oceans 4,False
tableau,How to publish interactive maps with Tableau Public (Hosted by Tableau),2018-06-14,1:30 p.m.,2018-06-14,3:00 p.m.,False,"Ben Jones - Maps are where it's at, and with the addition of spatial file support you can viz outside the box too. In this session you will learn different methods for building maps in Tableau Public. We will teach you how to:
Tableau Public is a free tool for journalists. Some familiarity with the product is recommended; a beginner session earlier in the day should prepare you enough for this session. Laptops will be provided. This is a free training, however you must be registered for the IRE Conference to attend this class.  Limited seats are available.  There may be a few seats available on-site.
 | URL: http://ire.org/events-and-training/event/3190/4012/",Coral A,False
,IRE Board Meeting,2018-06-14,2:00 p.m.,2018-06-14,5:00 p.m.,False,"The IRE Board of Directors will meet on Thursday from 2-5 p.m. in Zander, located on the 2nd floor of the Renaissance Orlando at SeaWorld, as part of the annual conference. The meeting is open to all IRE members.
",Zander,False
,Finding immigration stories in data about communities and people,2018-06-14,2:30 p.m.,2018-06-14,3:30 p.m.,False,"Tim Henderson, Paul Overberg - Covering immigration is more than raids and rallies and restaurants. As the share of immigrant Americans nears record levels, it's finding stories about how immigrants change once here, and how they change the people and places around them. It's also knowing how to knock down myths and fears with facts. Learn how reporters use Census and other demographic data to cover immigration and how it's changing your community.
 | URL: http://ire.org/events-and-training/event/3190/3831/",Crystal E,False
,Master class: Mastering the interview (Print focus) **pre-registered attendees only,2018-06-14,2:30 p.m.,2018-06-14,6:00 p.m.,False,"Ken Armstrong - When it comes to interviewing, some reporters are naturals. ProPublica's Ken Armstrong isn't one of them. He'll share the (many) mistakes he's made and what he's learned from them. This workshop will move from getting the interview, to conducting the interview, to capitalizing on the interview when it's time to write.
â¨Topics will include:â¨-
*How — and when — to land a tough interviewâ¨-
*The power of silenceâ¨-
*The power of sincerityâ¨-
*Interviewing people who have been hurt, and interviewing the people who hurt themâ¨-
*How to interview someone who won't talk to you (and yes, this can be done — sort of)
We will venture, ever so briefly, into the mysterious realm of emotions (open mind, open heart). We'll challenge some of the conventional wisdom surrounding interviewing (pure hooey, some of it). And we'll watch outstanding interviewers at work, studying what they do — and, more important, what they don't do.
Preregistration is required and seating is limited.
NOTE: Registration is required for this session. Click here to sign up.
 | URL: http://ire.org/events-and-training/event/3190/3788/",Mako,False
,Mass shooting âcontagionâ and media coverage: Minimizing the risks,2018-06-14,2:30 p.m.,2018-06-14,3:30 p.m.,False,"Dawn Clapperton, Lisa Cianci, Adam Lankford, Katherine Reed - A growing body of research provides evidence of a disturbing problem: Extensive coverage of mass shootings is a factor in the increasing lethality of these incidents, and it appears to encourage some copycats who crave widespread attention and even fame. Social media sharing of content related to mass shootings, the people who commit them, their names, images, and “manifestos” also seems to increase the likelihood of subsequent mass shootings. Meanwhile, the news media have a responsibility to bear witness to events of public interest and attempt to make sense of the seemingly senseless, hold institutions (including their own) accountable for failures, and examine the psychological and social factors that might help predict and prevent mass shootings. How can the news media do their job while minimizing the potential harms of their coverage? What guidance does the research provide?
 | URL: http://ire.org/events-and-training/event/3190/3834/",Oceans 5-7,False
,On the beat: The data sets every government reporter should have,2018-06-14,2:30 p.m.,2018-06-14,3:30 p.m.,False,"Mark Greenblatt, Jennifer Peebles, Claudia Vargas - Veteran data and government reporters team up to share a list of data sets that can give you a competitive edge in both breaking news and long-term investigations. Walk away from this panel with a wide-ranging list of local and national databases you can request or download immediately, along with related story ideas that will position you to lead coverage while holding governments of all levels accountable. Databases covered will include topics as diverse as payroll, pensions, settlements, vendor information, check registers, immigration courts, voter registration, licensed professionals, property tax, and much more.  
 | URL: http://ire.org/events-and-training/event/3190/3833/",Oceans 4,False
,Broadcast Track: Deep dive 1 (Sponsored by National Association of Broadcasters),2018-06-14,2:30 p.m.,2018-06-14,3:30 p.m.,False,"Eric Flack, Daralene Jones, Duane Pohlman - A deep dive into how some of the biggest stories of the year came to fruition
 | URL: http://ire.org/events-and-training/event/3190/3842/",Crystal C,False
,Public Records Track: FOI Jedi moves: Psychological tactics to get public records and increase public support for FOI,2018-06-14,2:30 p.m.,2018-06-14,3:30 p.m.,False,"David Cuillier, Lindsay Neuberger - Get the upper hand when you're persuading officials to cough up records by using some Jedi mind tricks -- aka psychological tactics based on social science research. This session will cover some tactics to try, along with messaging strategies to increase public support for FOI when writing stories and talking with citizens.
 | URL: http://ire.org/events-and-training/event/3190/3906/",Crystal AB,False
databases,SQL 1: Intro and filtering,2018-06-14,2:30 p.m.,2018-06-14,3:30 p.m.,False,"Pam Dempsey - Learning to manipulate data is a bit like learning a new language. Actually, it is a language, called structured query language (SQL). This session is an introduction to using SQL to zero in on your data by viewing slices and chunks of it and putting it into a useful order so you can spot the stuff you need to get started toward a story. We'll use SQLite and DB Browser, a free database manager.
This session is good for: People with some experience working with data in columns and rows, in spreadsheets or database managers.
 | URL: http://ire.org/events-and-training/event/3190/3937/",Coral B,False
web development,Scraping without programming,2018-06-14,2:30 p.m.,2018-06-14,3:30 p.m.,False,"Samantha Sunne - Scraping is a technical word for a traditional idea: getting ahold of information, whether your sources want you to or not. In this case, the information is data and the sources are websites. We'll go over some out-of-the-box tools for scraping data, plus some DIY techniques that often work even better.
 | URL: http://ire.org/events-and-training/event/3190/3938/",Coral C,False
,IRE Commons - A field guide to attracting and retaining a news nerd (IRE Commons sponsored by Facebook),2018-06-14,2:30 p.m.,2018-06-14,3:30 p.m.,False,"Matt Dempsey - A camera pans around the newsroom. (Narrator): This is our world. It's home to a vast variety of journalists. One of the most intriguing species is the modern news nerd. Here we can see a young example, diligently pecking away its keyboard, building a beautiful, interactive home for a story. Ahh yes and here's another one now, toiling away at its database, finding hidden gems in the columns and rows. But how does one attract a news nerd to a newsroom? And once you have one, how do you make sure it doesn't fly away to a different newsroom or leave the world of journalism altogether?
Nerds and non-nerds alike are welcome to this discussion on how to develop, reward and keep journalists with data skills. What are some best practices? What are some pitfalls to avoid? Share your experience and let's create an environment for news nerds to thrive. 
 | URL: http://ire.org/events-and-training/event/3190/3964/",Veiltail,False
,Technology and Tools Track: Online security for journalists (Sponsored by Knight Foundation),2018-06-14,2:30 p.m.,2018-06-14,3:30 p.m.,False,"Nicholas Whitaker, Jamie Albers - Safety and security online are important for all users, but especially for journalists in the field conducting sensitive, difficult, and sometimes dangerous reporting.
According to a recent study of more than 2,700 newsroom managers and journalists from 130 countries, at least half of those surveyed don't use any tools or methods to protect their data and information online. Given the importance of journalism to open societies everywhere, it's important to ensure that newsrooms and journalists are equipped with the tools and training they need to be successful — and safe — while doing their work. 
Attend this workshop to learn how to protect yourself and your news organization from hacking, phishing, malware, other digital attacks and censorship — for the upcoming election season and beyond. More info: https://goo.gl/h7wTX1
*All attendees will receive a free hardware security key to help secure their digital communications, courtesy of Google and Jigsaw.
 | URL: http://ire.org/events-and-training/event/3190/3990/",Oceans 9-10,False
,Tunnel vision: Finding great stories about transportation,2018-06-14,2:30 p.m.,2018-06-14,3:30 p.m.,False,"Scott Friedman, Laura Nelson, Brian Rosenthal - The subway, the highway, school buses, planes, trains and automobiles: Few beats affect as many people as transportation. And in 2018, when seemingly every week is ""Infrastructure Week,"" the topic is more important than ever. Three reporters from different parts of the country share tips and tools for finding great stories in your community.
 | URL: http://ire.org/events-and-training/event/3190/3826/",Oceans 3,False
