Topic,Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
python,Advanced Django for data analysis,2015-03-11,2:15 p.m.,2015-03-11,3:15 p.m.,False,"Armand Emamdjomeh, Anthony Pesce -  | URL: http://ire.org/events-and-training/event/2198/2244/",Independence,False
,Data journalists and data teams: Where we are and where we want to go,2015-03-11,2:15 p.m.,2015-03-11,3:15 p.m.,False,"Sarah Cohen, Scott Klein, Jennifer LaFleur, Ben Welsh, Reg Chua - **Moderated by Reg Chua, Reuters
 | URL: http://ire.org/events-and-training/event/2198/2426/",Colorado G-J,False
,You don't need a GIS program to make data maps,2015-03-11,2:15 p.m.,2015-03-11,3:15 p.m.,False,"David Herzog, Daniel Lathrop -  | URL: http://ire.org/events-and-training/event/2198/2415/",Penrose,False
python,Intro to Python III,2015-03-11,2:15 p.m.,2015-03-11,3:15 p.m.,False,"Aaron Kessler, Colleen McEnaney, Aaron Williams -  | URL: http://ire.org/events-and-training/event/2198/2272/",Gold Coin,False
,The ethics and law of reporting on hacked data,2015-03-11,2:15 p.m.,2015-03-11,3:15 p.m.,False,"Jack Gillum, Quinn Norton, Jeremy Singer-Vine - **Moderated by Jeremy Singer-Vine, BuzzFeed News
 | URL: http://ire.org/events-and-training/event/2198/2373/",Colorado E,False
,Election: Dark money,2015-03-11,2:15 p.m.,2015-03-11,3:15 p.m.,False,"Carrie Levine, Robert Maguire, T. Christian Miller, Melissa Yeager - **Moderated by T. Christian Miller, ProPublica
 | URL: http://ire.org/events-and-training/event/2198/2386/",Colorado F,False
,R basics: Data wrangling with R,2015-03-11,2:15 p.m.,2015-03-11,3:15 p.m.,False,Caelainn Barr -  | URL: http://ire.org/events-and-training/event/2198/2304/,Denver II,False
,Digging into data for stories: A crash course *pre-registered attendees only,2015-03-11,2:15 p.m.,2015-03-11,4:30 p.m.,False,"Kickstart your data skills with IRE's original mini-boot camp. This series of hands-on classes will introduce you to spreadsheets and databases with IRE's proven techniques. IRE's experienced trainers will walk you through sorting, calculating and interviewing data. You'll come away with a solid base for using data analysis in your own newsroom. In addition, we'll provide you with our boot camp materials to help keep you on track long after you leave the conference. Preregistration is required and seating is limited. Laptops will be provided for the training. 
This workshop is good for: Those wanting to get started analyzing data for stories. There are no prerequisites for this workshop and beginners are welcome.
Attendees must be registered for the conference to attend this workshop.
Workshop times are Friday afternoon from 2:15 - 4:30 p.m., Saturday afternoon from 2:15 - 5:45 p.m. and Sunday morning from 9 a.m. - 12:30 p.m.
NOTE: Registration is required for this session. Click here to sign up.
",Denver V & Denver VI,False
,Finding stuff online: A journalist's guide to tracking down information,2015-03-11,2:15 p.m.,2015-03-11,3:15 p.m.,False,"Jaimi Dowdell, Mark Horvit -  | URL: http://ire.org/events-and-training/event/2198/2437/",Denver III & IV,False
,Intro to R *pre-registered attendees only,2015-03-11,2:15 p.m.,2015-03-11,4:30 p.m.,False,"Ryann Grochowski Jones, Annie Waldman - Add statistical heft to your reporting by using R, a free, powerful open-source programming language. By the end of this two-hour session, you will be able to take raw data, import it into R, and start your analysis. Topics will include basic data importing, working with directories, reading in data, installing packages, creating simple visualizations, and how to clean, explore and sort your data. We'll also talk about how to find help when you're stuck.
This session will be most helpful if: you're comfortable working with data and you're ready to take your skills to the next level.
Attendees must be registered for the conference to attend this workshop.
NOTE: Registration is required for this session. Click here to sign up.
 | URL: http://ire.org/events-and-training/event/2198/2221/",Mattie Silks,False
,Map like a pro with ArcGIS Online,2015-03-11,2:15 p.m.,2015-03-11,3:15 p.m.,False,"Robby Deming, Brian Peterson -  | URL: http://ire.org/events-and-training/event/2198/2287/",Denver I,False
command line,Intro to the command line (Unix),2015-03-11,3:30 p.m.,2015-03-11,4:30 p.m.,False,Anna Boiko-Weyrauch -  | URL: http://ire.org/events-and-training/event/2198/2258/,Matchless,False
databases,Advanced SQL for analysis,2015-03-11,3:30 p.m.,2015-03-11,4:30 p.m.,False,Kendall Taggart -  | URL: http://ire.org/events-and-training/event/2198/2305/,Denver II,False
,Reproducible research and analysis sharing,2015-03-11,3:30 p.m.,2015-03-11,4:30 p.m.,False,"Bill Alpert, Christopher Groskopf, Timo Grossenbacher, Michelle Minkoff, Serdar Tumgoren - **Moderated by Serdar Tumgoren, The Associated Press
 | URL: http://ire.org/events-and-training/event/2198/2374/",Colorado E,False
,Risks and rewards of rolling your own criminal justice data,2015-03-11,3:30 p.m.,2015-03-11,4:30 p.m.,False,"Gabriel Dance, Kenan Davis, Steven Rich, Jodi Upton, Tom Meagher - **Moderated by Tom Meagher, The Marshall Project
 | URL: http://ire.org/events-and-training/event/2198/2438/",Denver III & IV,False
,Twitter tricks & analytics,2015-03-11,3:30 p.m.,2015-03-11,4:30 p.m.,False,Doug Haddix -  | URL: http://ire.org/events-and-training/event/2198/2245/,Independence,False
python,Visualization and analysis in Python (repeat session),2015-03-11,3:30 p.m.,2015-03-11,4:30 p.m.,False,Roberto Rocha -  | URL: http://ire.org/events-and-training/event/2198/2273/,Gold Coin,False
tableau,Data analysis with Tableau,2015-03-11,3:30 p.m.,2015-03-11,4:30 p.m.,False,Sarah Ryley -  | URL: http://ire.org/events-and-training/event/2198/2288/,Denver I,False
,Election: Reverse-engineering campaign finance stories,2015-03-11,3:30 p.m.,2015-03-11,4:30 p.m.,False,"Aaron Bycoffe, Derek Willis, -  | URL: http://ire.org/events-and-training/event/2198/2427/",Colorado G-J,False
,Lightning Talks (Sponsored by the Knight Foundation),2015-03-11,4:45 p.m.,2015-03-11,6:00 p.m.,False,"Sisi Wei - **Moderated by Sisi Wei, ProPublica
Sometimes you don't need 45 minutes to explain a useful technique or interesting resource. Join your colleagues for a session of short (5-minute) talks about doing CAR, Web development or other related topics. Anyone can suggest an idea, and the most popular talks will be given at this session. We'll provide a computer with Internet access and a projector, and the rest is up to you.
 | URL: http://ire.org/events-and-training/event/2198/2361/",Colorado A-J,False
,Philip Meyer Award Presentation,2015-03-11,6:00 p.m.,2015-03-11,6:15 p.m.,False,,Colorado A-J,False
,Philip Meyer Award Reception,2015-03-11,6:15 p.m.,2015-03-11,7:30 p.m.,False,"Join fellow CAR attendees in celebrating the Philip Meyer Award Winners at a reception Friday night with light hor d'oeuvres and a cash bar beginning at 6:15 p.m. in Denver III & IV.
",Denver III & IV,False
,Conference sales (Saturday),2015-03-12,8:30 a.m.,2015-03-12,6:00 p.m.,False,"Stop by the IRE sales table and take a look at our merchandise. We will be selling books, the large selection of titles we carry will certainly include your interests. The winner of the IRE T-shirt contest will be displayed and on sale.
",Colorado A-D,False
,Conference registration (Saturday),2015-03-12,8:30 a.m.,2015-03-12,6:00 p.m.,False,"Registration will be located on lower level 2 of the Denver Marriott City Center.
",Lower level 2,False
,Beyond crowdsourcing: How to get citizens involved in investigative journalism,2015-03-12,9:00 a.m.,2015-03-12,10:00 a.m.,False,"Daniel Drepper, Andrew Haeg, Subramaniam Vincent, Denise Malan - **Moderated by Denise Malan, INN/IRE
 | URL: http://ire.org/events-and-training/event/2198/2375/",Colorado E,False
,Getting your feet wet: Data projects you can try anywhere,2015-03-12,9:00 a.m.,2015-03-12,10:00 a.m.,False,"Kevin Crowe, Jamie Grey -  | URL: http://ire.org/events-and-training/event/2198/2385/",Colorado F,False
,The year in CAR,2015-03-12,9:00 a.m.,2015-03-12,10:00 a.m.,False,"Alex Richards, Megan Luther -  | URL: http://ire.org/events-and-training/event/2198/2414/",Denver III & IV,False
,Beyond chi-square: Is it a fluke?,2015-03-12,9:00 a.m.,2015-03-12,10:00 a.m.,False,"Jennifer LaFleur, Olga Pierce, John Templon, Sarah Cohen - **Moderated by Sarah Cohen, The New York Times
 | URL: http://ire.org/events-and-training/event/2198/2428/",Colorado G-J,False
,"The Bot Emporium: A selection of parts, platforms, applications and ideas for your newsroom",2015-03-12,9:00 a.m.,2015-03-12,10:00 a.m.,False,Justin Myers -  | URL: http://ire.org/events-and-training/event/2198/2413/,Penrose,False
,Intro to R,2015-03-12,9:00 a.m.,2015-03-12,10:00 a.m.,False,"Coulter Jones, Amelia McNamara -  | URL: http://ire.org/events-and-training/event/2198/2402/",Matchless,False
statistics,Stats: An introduction (repeat session),2015-03-12,9:00 a.m.,2015-03-12,10:00 a.m.,False,Jeff Kelly Lowenstein -  | URL: http://ire.org/events-and-training/event/2198/2328/,Denver VI,False
regex,Regular expressions,2015-03-12,9:00 a.m.,2015-03-12,10:00 a.m.,False,Christian McDonald -  | URL: http://ire.org/events-and-training/event/2198/2289/,Denver I,False
,CAR wash: Techniques for cleaning dirty data,2015-03-12,9:00 a.m.,2015-03-12,10:00 a.m.,False,Nate Carlisle -  | URL: http://ire.org/events-and-training/event/2198/2346/,Gold Coin,False
databases,SQLite I,2015-03-12,9:00 a.m.,2015-03-12,10:00 a.m.,False,Troy Thibodeaux -  | URL: http://ire.org/events-and-training/event/2198/2347/,Denver V,False
python,Build your first news app (Saturday) *pre-registered attendees only,2015-03-12,9:00 a.m.,2015-03-12,12:30 p.m.,False,"Ben Welsh, Derek Willis - This is a continuation of Friday's hands-on workshop. Pre-registered attendees only.
 | URL: http://ire.org/events-and-training/event/2198/2331/",Independence,False
python,Agate for data analysis in Python (repeat session),2015-03-12,9:00 a.m.,2015-03-12,10:00 a.m.,False,Christopher Groskopf -  | URL: http://ire.org/events-and-training/event/2198/2263/,Mattie Silks,False
maps,QGIS I: Importing and displaying geographic data,2015-03-12,10:15 a.m.,2015-03-12,11:15 a.m.,False,Alexandra Kanik -  | URL: http://ire.org/events-and-training/event/2198/2290/,Denver I,False
statistics,Stats: Linear regression (repeat session),2015-03-12,10:15 a.m.,2015-03-12,11:15 a.m.,False,Holly Hacker -  | URL: http://ire.org/events-and-training/event/2198/2329/,Denver VI,False
,"The data of images: Tools to help analyze, verify, and debunk visuals",2015-03-12,10:15 a.m.,2015-03-12,11:15 a.m.,False,Samaruddin Stewart -  | URL: http://ire.org/events-and-training/event/2198/2412/,Penrose,False
,The best admin tools for the job,2015-03-12,10:15 a.m.,2015-03-12,11:15 a.m.,False,"Gregor Aisch, Lindsey Cook, Jon Schleuss, Chris Canipe - **Moderated by Chris Canipe, The Wall Street Journal
 | URL: http://ire.org/events-and-training/event/2198/2376/",Colorado E,False
,Election: Digging in on local and state elections,2015-03-12,10:15 a.m.,2015-03-12,11:15 a.m.,False,"Edwin Bender, Nic Garcia, Sandra Fish, Charles Lewis - **Moderated by Charles Lewis, Investigative Reporting Workshop
 | URL: http://ire.org/events-and-training/event/2198/2439/",Denver III & IV,False
,Creating a Twitter bot with Node.js,2015-03-12,10:15 a.m.,2015-03-12,11:15 a.m.,False,Thomas Wilburn -  | URL: http://ire.org/events-and-training/event/2198/2306/,Denver II,False
,How to make Google Earth flythroughs,2015-03-12,10:15 a.m.,2015-03-12,11:15 a.m.,False,"Nassos Stylianou, John Walton -  | URL: http://ire.org/events-and-training/event/2198/2274/",Gold Coin,False
,Intro to R (continued),2015-03-12,10:15 a.m.,2015-03-12,11:15 a.m.,False,"Coulter Jones, Amelia McNamara -  | URL: http://ire.org/events-and-training/event/2198/2403/",Matchless,False
,Digital dark arts,2015-03-12,10:15 a.m.,2015-03-12,11:15 a.m.,False,"Nicole Hensley, Mike Tigas -  | URL: http://ire.org/events-and-training/event/2198/2384/",Colorado F,False
python,Data wrangling with Python (repeat session),2015-03-12,10:15 a.m.,2015-03-12,11:15 a.m.,False,Jackie Kazil -  | URL: http://ire.org/events-and-training/event/2198/2264/,Mattie Silks,False
databases,SQLite II,2015-03-12,10:15 a.m.,2015-03-12,11:15 a.m.,False,,Denver V,False
,R basics: Data wrangling with R (repeat session),2015-03-12,11:30 a.m.,2015-03-12,12:30 p.m.,False,Bill Alpert -  | URL: http://ire.org/events-and-training/event/2198/2307/,Denver II,False
,Jobs and career straight-talk: For (and by) young'uns only,2015-03-12,11:30 a.m.,2015-03-12,1:30 p.m.,False,"Jeremy B. Merrill, Sisi Wei - Desserts and beverages will be provided during the second half of the session.
 | URL: http://ire.org/events-and-training/event/2198/2411/",Penrose,False
maps,Fusion Tables: Advanced,2015-03-12,11:30 a.m.,2015-03-12,12:30 p.m.,False,Daniel Lathrop -  | URL: http://ire.org/events-and-training/event/2198/2275/,Gold Coin,False
,Mapping with CartoDB,2015-03-12,11:30 a.m.,2015-03-12,12:30 p.m.,False,CJ Sinner -  | URL: http://ire.org/events-and-training/event/2198/2259/,Matchless,False
,The life cycle of a news app,2015-03-12,11:30 a.m.,2015-03-12,12:30 p.m.,False,"Scott Klein, Jacqui Maher, Jolie McCullough, Jennifer LaFleur - **Moderated by Jennifer LaFleur, Reveal/CIR
 | URL: http://ire.org/events-and-training/event/2198/2383/",Colorado F,False
python,Python pandas for data analysis,2015-03-12,11:30 a.m.,2015-03-12,12:30 p.m.,False,"Carla Astudillo, Joe Germuska -  | URL: http://ire.org/events-and-training/event/2198/2265/",Mattie Silks,False
,International CAR,2015-03-12,11:30 a.m.,2015-03-12,12:30 p.m.,False,"Eva Constantaras, Tommy Kaas, Qiong Wang, Megan Luther - **Moderated by Megan Luther, IRE/NICAR
 | URL: http://ire.org/events-and-training/event/2198/2448/",Colorado E,False
,Addicted: Revealing hidden communities using substance abuse data,2015-03-12,11:30 a.m.,2015-03-12,12:30 p.m.,False,"Jacquee Petchel, Stephen Stirling -  | URL: http://ire.org/events-and-training/event/2198/2429/",Colorado G-J,False
statistics,Stats: Logistic regression  (repeat session),2015-03-12,11:30 a.m.,2015-03-12,12:30 p.m.,False,John Perry -  | URL: http://ire.org/events-and-training/event/2198/2330/,Denver VI,False
databases,SQLite III,2015-03-12,11:30 a.m.,2015-03-12,12:30 p.m.,False,Troy Thibodeaux -  | URL: http://ire.org/events-and-training/event/2198/2349/,Denver V,False
,Free tools,2015-03-12,11:30 a.m.,2015-03-12,12:30 p.m.,False,"Helena Bengtsson, Samantha Sunne -  | URL: http://ire.org/events-and-training/event/2198/2377/",Denver III & IV,False
maps,"QGIS II: Manipulating, editing and analyzing geographic data",2015-03-12,11:30 a.m.,2015-03-12,12:30 p.m.,False,Michael Corey -  | URL: http://ire.org/events-and-training/event/2198/2291/,Denver I,False
,Lunch on your own (Saturday),2015-03-12,12:30 p.m.,2015-03-12,2:15 p.m.,False,,See printed schedule for room information,False
,The exploding ecosystem of health data,2015-03-12,2:15 p.m.,2015-03-12,3:15 p.m.,False,"Coulter Jones, Charles Ornstein, Fabiola Torres Lopez -  | URL: http://ire.org/events-and-training/event/2198/2449/",Colorado G-J,False
ruby,Ruby web frameworks: Rails,2015-03-12,2:15 p.m.,2015-03-12,3:15 p.m.,False,Al Shaw -  | URL: http://ire.org/events-and-training/event/2198/2260/,Matchless,False
,Under pressure: Real life in real time with breaking news,2015-03-12,2:15 p.m.,2015-03-12,3:15 p.m.,False,Stephen Stock -  | URL: http://ire.org/events-and-training/event/2198/2266/,Mattie Silks,False
python,Testing and debugging code in Python,2015-03-12,2:15 p.m.,2015-03-12,3:15 p.m.,False,Geoff Hing -  | URL: http://ire.org/events-and-training/event/2198/2276/,Gold Coin,False
,Spotlight on the story,2015-03-12,2:15 p.m.,2015-03-12,3:15 p.m.,False,"Matt Carroll, Esther Kaplan, Griff Palmer, Mark Horvit - ** Moderated by Mark Horvit, IRE/NICAR
 | URL: http://ire.org/events-and-training/event/2198/2378/",Colorado E,False
,R basics: Data viz,2015-03-12,2:15 p.m.,2015-03-12,3:15 p.m.,False,Ronald Campbell -  | URL: http://ire.org/events-and-training/event/2198/2308/,Denver II,False
,Parsing prickly PDFs,2015-03-12,2:15 p.m.,2015-03-12,3:15 p.m.,False,"Jacob Fenton, Jeremy Singer-Vine -  | URL: http://ire.org/events-and-training/event/2198/2440/",Denver III & IV,False
,Digging into data for stories: A crash course (Saturday) *pre-registered attendees only,2015-03-12,2:15 p.m.,2015-03-12,5:45 p.m.,False,"This is a continuation of Friday's hands-on workshop. Pre-registered attendees only.
",Denver V & Denver VI,False
web development,GitHub 101,2015-03-12,2:15 p.m.,2015-03-12,3:15 p.m.,False,Anna Wiener -  | URL: http://ire.org/events-and-training/event/2198/2246/,Independence,False
javascript,Practical data viz in JavaScript,2015-03-12,2:15 p.m.,2015-03-12,3:15 p.m.,False,Dana Amihere -  | URL: http://ire.org/events-and-training/event/2198/2293/,Denver I,False
,Delivering the news over HTTPS,2015-03-12,2:15 p.m.,2015-03-12,3:15 p.m.,False,Paul Schreiber -  | URL: http://ire.org/events-and-training/event/2198/2410/,Penrose,False
statistics,R basics: Stats,2015-03-12,3:30 p.m.,2015-03-12,4:30 p.m.,False,Olga Pierce -  | URL: http://ire.org/events-and-training/event/2198/2309/,Denver II,False
,Creating a Twitter bot with Node.js (repeat session),2015-03-12,3:30 p.m.,2015-03-12,4:30 p.m.,False,Thomas Wilburn -  | URL: http://ire.org/events-and-training/event/2198/2292/,Denver I,False
command line,"Command line graphics: How to use your terminal to process tons of images, extract data from photos, make GIFs and movies...and more",2015-03-12,3:30 p.m.,2015-03-12,4:30 p.m.,False,Jon Keegan -  | URL: http://ire.org/events-and-training/event/2198/2409/,Penrose,False
ruby,Scraping the web with Ruby,2015-03-12,3:30 p.m.,2015-03-12,4:30 p.m.,False,Jeff Ernsthausen -  | URL: http://ire.org/events-and-training/event/2198/2261/,Matchless,False
command line,Command line tools for reporters (Unix),2015-03-12,3:30 p.m.,2015-03-12,4:30 p.m.,False,Agustin Armendariz -  | URL: http://ire.org/events-and-training/event/2198/2247/,Independence,False
python,Intro to Python frameworks,2015-03-12,3:30 p.m.,2015-03-12,4:30 p.m.,False,Ryan Nagle -  | URL: http://ire.org/events-and-training/event/2198/2277/,Gold Coin,False
,The rise of the data selfie,2015-03-12,3:30 p.m.,2015-03-12,4:30 p.m.,False,"Trina Chiasson, John Walton -  | URL: http://ire.org/events-and-training/event/2198/2382/",Colorado F,False
,All about the analysis,2015-03-12,3:30 p.m.,2015-03-12,4:30 p.m.,False,"Ricardo Brom, Tyler Dukes, Chrys Wu - **Moderated by Chrys Wu, The New York Times
 | URL: http://ire.org/events-and-training/event/2198/2450/",Colorado E,False
,The evolution of data journalism education,2015-03-12,3:30 p.m.,2015-03-12,4:30 p.m.,False,"Mark Hansen, Cheryl Phillips, Matt Waite -  | URL: http://ire.org/events-and-training/event/2198/2430/",Colorado G-J,False
,Finding the story: Campaign,2015-03-12,3:30 p.m.,2015-03-12,4:30 p.m.,False,Derek Willis -  | URL: http://ire.org/events-and-training/event/2198/2267/,Mattie Silks,False
,Build tools and automation for Node.js,2015-03-12,4:45 p.m.,2015-03-12,5:45 p.m.,False,Ryan Murphy -  | URL: http://ire.org/events-and-training/event/2198/2294/,Denver I,False
,Machine learning basics,2015-03-12,4:45 p.m.,2015-03-12,5:45 p.m.,False,Chase Davis -  | URL: http://ire.org/events-and-training/event/2198/2405/,Gold Coin,False
,Training your newsroom to look for data and interactive ideas,2015-03-12,4:45 p.m.,2015-03-12,5:45 p.m.,False,"Rachel Schallom, Dana Williams -  | URL: http://ire.org/events-and-training/event/2198/2381/",Colorado F,False
python,Intro to Python (repeat session),2015-03-12,4:45 p.m.,2015-03-12,5:45 p.m.,False,Anthony DeBarros -  | URL: http://ire.org/events-and-training/event/2198/2310/,Denver II,False
,Grabbing data from websites without scraping (repeat session),2015-03-12,4:45 p.m.,2015-03-12,5:45 p.m.,False,"Scott Klein, Michelle Minkoff -  | URL: http://ire.org/events-and-training/event/2198/2262/",Matchless,False
,Data storytelling for non-coders with Silk,2015-03-12,4:45 p.m.,2015-03-12,5:45 p.m.,False,Alex Salkever -  | URL: http://ire.org/events-and-training/event/2198/2268/,Mattie Silks,False
,"Creating ""snackable"" and shareable datavisualization",2015-03-12,4:45 p.m.,2015-03-12,5:45 p.m.,False,"Yvonne Leow, Aaron Williams -  | URL: http://ire.org/events-and-training/event/2198/2451/",Colorado E,False
,Investigating Agribusiness: The data and stories behind the untapped field of our food and fuel,2015-03-12,4:45 p.m.,2015-03-12,5:45 p.m.,False,"Pamela Dempsey, Peggy Lowe, Nils Mulvad -  | URL: http://ire.org/events-and-training/event/2198/2441/",Denver III & IV,False
web development,GitHub 201,2015-03-12,4:45 p.m.,2015-03-12,5:45 p.m.,False,Jordan McCullough -  | URL: http://ire.org/events-and-training/event/2198/2248/,Independence,False
statistics,Stats primer: Making sense of data,2015-03-13,9:00 a.m.,2015-03-13,10:00 a.m.,False,Peter Gade -  | URL: http://ire.org/events-and-training/event/2198/2395/,Colorado G-J,False
,Digging into data for stories: A crash course (Sunday) *pre-registered attendees only,2015-03-13,9:00 a.m.,2015-03-13,12:30 p.m.,False,"This is a continuation of Saturday's hands-on workshop. Pre-registered attendees only.
",Denver V & Denver VI,False
,Seeing like a network: Learning how to think about digital security,2015-03-13,9:00 a.m.,2015-03-13,12:30 p.m.,False,Quinn Norton -  | URL: http://ire.org/events-and-training/event/2198/2399/,Penrose,False
,Finding US data,2015-03-13,9:00 a.m.,2015-03-13,10:00 a.m.,False,"Jaimi Dowdell, Megan Luther -  | URL: http://ire.org/events-and-training/event/2198/2379/",Colorado E,False
,Automate and supercharge your social media,2015-03-13,9:00 a.m.,2015-03-13,10:00 a.m.,False,Doug Haddix -  | URL: http://ire.org/events-and-training/event/2198/2278/,Gold Coin,False
maps,QGIS I: Importing and displaying geographic data (repeat session),2015-03-13,9:00 a.m.,2015-03-13,10:00 a.m.,False,Alexandra Kanik -  | URL: http://ire.org/events-and-training/event/2198/2311/,Denver II,False
,Conference sales (Sunday),2015-03-13,9:00 a.m.,2015-03-13,10:30 a.m.,False,"Stop by the IRE sales table and take a look at our merchandise. We will be selling books, the large selection of titles we carry will certainly include your interests. The winner of the IRE T-shirt contest will be displayed and on sale.
",Colorado A-D,False
statistics,R basics: Stats (repeat session),2015-03-13,9:00 a.m.,2015-03-13,10:00 a.m.,False,Ryan Menezes -  | URL: http://ire.org/events-and-training/event/2198/2295/,Denver I,False
python,Just enough Django: Distributed data entry in the newsroom *pre-registered attendees only,2015-03-13,9:00 a.m.,2015-03-13,12:30 p.m.,False,"Ben Welsh - Ben Welsh of the Los Angeles Times, presents a step-by-step guide to creating a simple web application that empowers you to enlist reporters in data entry and refinement. The 3-hour, hands-on tutorial will teach you how to take advantage of the Django Web framework's powerful administration panel, without bothering with all the other web developer crap. You will learn how to design database tables, load in data and quickly create a system for others to improve it. 
Preregistration is required and seating is limited. Laptops will be provided for the training.
Session prerequisites: If you have a good attitude and know how to take a few code crashes in stride, you are qualified for this class.
Attendees must be registered for the conference to attend this workshop.
NOTE: Registration is required for this session. Click here to sign up.
 | URL: http://ire.org/events-and-training/event/2198/2219/",Matchless,False
,Election: Sane ways of collecting candidate information,2015-03-13,9:00 a.m.,2015-03-13,10:00 p.m.,False,"Derek Eder, Eric van Zanten -  | URL: http://ire.org/events-and-training/event/2198/2396/",Denver III & IV,False
maps,"QGIS II: Manipulating, editing and analyzing geographic data (repeat session)",2015-03-13,10:15 a.m.,2015-03-13,11:15 a.m.,False,David Herzog -  | URL: http://ire.org/events-and-training/event/2198/2312/,Denver II,False
,Finding international data,2015-03-13,10:15 a.m.,2015-03-13,11:15 a.m.,False,Jonathan Stoneman -  | URL: http://ire.org/events-and-training/event/2198/2380/,Colorado E,False
,Working with the AP Elections API,2015-03-13,10:15 a.m.,2015-03-13,11:15 a.m.,False,"Sam Cohen, Matt Della Volpe -  | URL: http://ire.org/events-and-training/event/2198/2406/",Gold Coin,False
,Finding the story: Energy,2015-03-13,10:15 a.m.,2015-03-13,11:15 a.m.,False,"Dan Boyce, Jordan Wirfs-Brock -  | URL: http://ire.org/events-and-training/event/2198/2296/",Denver I,False
,Don't let the robots win,2015-03-13,10:15 a.m.,2015-03-13,11:15 a.m.,False,"Liam Andrew, Daniel Craigmile -  | URL: http://ire.org/events-and-training/event/2198/2397/",Denver III & IV,False
,Machine learning basics (repeat session),2015-03-13,11:30 a.m.,2015-03-13,12:30 p.m.,False,Chase Davis -  | URL: http://ire.org/events-and-training/event/2198/2408/,Denver II,False
,20 apps to fortify social media,2015-03-13,11:30 a.m.,2015-03-13,12:30 p.m.,False,Doug Haddix -  | URL: http://ire.org/events-and-training/event/2198/2398/,Denver III & IV,False
,Finding the story: Bridges,2015-03-13,11:30 a.m.,2015-03-13,12:30 p.m.,False,Liz Lucas -  | URL: http://ire.org/events-and-training/event/2198/2407/,Denver I,False
"spreadsheets, regex",Advanced OpenRefine: Using regular expressions (repeat session),2015-03-13,11:30 a.m.,2015-03-13,12:30 p.m.,False,Acton Gorton -  | URL: http://ire.org/events-and-training/event/2198/2343/,Gold Coin,False
