Topic,Subject,Start Date,Start Time,End Date,End Time,Speaker(s),Description,Location,URL
,Broadcast Track: Best of broadcast (Sponsored by National Association of Broadcasters),2018-06-14,9:00 a.m.,2018-06-14,10:00 a.m.,Lee Zurik,"Watch and listen as the photographers, editors, reporters and producers behind this year's IRE Award winners and finalists explain how they did it, what they would do differently and what they were really thinking when things got hard.
",Crystal C,http://ire.org/events-and-training/event/3190/3815/
,Simple online mapping,2018-06-14,9:00 a.m.,2018-06-14,10:00 a.m.,TBA,,Coral C,http://ire.org/events-and-training/event/3190/3932/
spreadsheets,Excel 1: Getting started,2018-06-14,9:00 a.m.,2018-06-14,10:00 a.m.,James Pilcher,"In this introduction to spreadsheets, you'll begin analyzing data with Excel, a simple but powerful tool. You'll learn how to enter data, sort it, filter it and conduct simple calculations like sum, average and median.
This session is good for: Data beginners.
",Coral B,http://ire.org/events-and-training/event/3190/3931/
,Technology and Tools Track: Emerging tools for investigative journalists,2018-06-14,9:00 a.m.,2018-06-14,10:00 a.m.,TBA,,Crystal AB,http://ire.org/events-and-training/event/3190/3802/
,Public Records Track: A conversation on how to build a beat on public records (Sponsored by Facebook),2018-06-14,10:15 a.m.,2018-06-14,11:15 a.m.,TBA,,See printed schedule for room information,http://ire.org/events-and-training/event/3190/3972/
,Broadcast Show & Tell - Thursday #2 (Sponsored by Napoli Management Group),2018-06-14,10:15 a.m.,2018-06-14,11:15 a.m.,TBA,"**Moderated by Todd Mokhtari, NBC4 Los Angeles
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 15 minutes.
Sign-ups open June 4, and additional slots will become available the afternoon of June 13. 
",Crystal D,http://ire.org/events-and-training/event/3190/3992/
,"Technology and Tools Track: Free Google tools for deep reporting, analysis and visualization (Sponsored by Knight Foundation)",2018-06-14,10:15 a.m.,2018-06-14,12:30 p.m.,Nicholas Whitaker,"Learn the latest tricks and tips for tools such as Google Search, Google Sheets and Google Maps, as well as new tools like Cloud Data Studio and Cloud Dataprep. You'll leave equipped with new skills you can put to work the moment you return to the newsroom or classroom. No previous knowledge required!
",Oceans 9-10,http://ire.org/events-and-training/event/3190/3971/
,Local watchdog showcase,2018-06-14,10:15 a.m.,2018-06-14,11:15 a.m.,"Joey Cranney, Pam Dempsey, Lorie Hearn","Get inspired as we highlight great watchdog reporting from local newsrooms across the country. Walk away with new ideas on how to localize a new dataset or FOIA to tell in-depth stories in your own communities. 
",Oceans 7-8,http://ire.org/events-and-training/event/3190/3821/
,Covering natural disasters,2018-06-14,10:15 a.m.,2018-06-14,11:15 a.m.,TBA,,Oceans 5-6,http://ire.org/events-and-training/event/3190/3820/
,Afflicting the comfortable,2018-06-14,10:15 a.m.,2018-06-14,11:15 a.m.,"Nancy Amons, Nigel Jaquiss, Sammy Roth, Paul Pringle","A journalist's mission is to comfort the afflicted and afflict the comfortable. And while reporters often focus on the failure of institutions, powerful individuals are ultimately the responsible parties. So how do we hold the powerful accountable? Four panelists give their tips on how best to approach people on lofty perches, get them to talk, and bulletproof our stories about them.
",Crystal AB,http://ire.org/events-and-training/event/3190/3817/
spreadsheets,Excel 2: Using formulas for stories,2018-06-14,10:15 a.m.,2018-06-14,11:15 a.m.,John Schoen,"Much of Excel's power comes in the form of formulas. In this class, you'll learn how to use them to analyze data with the eye of a journalist. Yes, math will be involved, but it's totally worth it! This class will show you how calculations like change, percent change, rates and ratios can beef up your reporting.
This session is good for: Anyone who is comfortable navigating Excel.
",Coral B,http://ire.org/events-and-training/event/3190/3933/
,Broadcast Show & Tell - Friday #2 (Sponsored by Napoli Management Group),2018-06-14,10:15 a.m.,2018-06-14,11:15 a.m.,TBA,"**Moderated by Al Tompkins, Poynter
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 15 minutes.
 
Sign-ups open June 4, and additional slots will become available the afternoon of June 13. 
",Crystal D,http://ire.org/events-and-training/event/3190/3997/
,Broadcast Track: State of the industry (Sponsored by National Association of Broadcasters),2018-06-14,10:15 a.m.,2018-06-14,11:15 a.m.,TBA,,Crystal C,http://ire.org/events-and-training/event/3190/3822/
,Consumer investigations: Stories that make a difference,2018-06-14,10:15 a.m.,2018-06-14,11:15 a.m.,TBA,"Investigating doctors, drugs, hospitals, dangerous products, water, chemicals, consumer goods and services, banks, transportation, fraudsters, scammers, schemers and just bad deals — we'll give you the tips and tools you need to do it big with substance and style, even in this political climate. We've got your back whether you have six months or just a few days to do a story.
",Oceans 4,http://ire.org/events-and-training/event/3190/3891/
,Behind the story: Schools without rules,2018-06-14,10:15 a.m.,2018-06-14,11:15 a.m.,"Leslie Postal, Annie Martin, Beth Kassab","Three Orlando Sentinel reporters spent six-months investigating Florida's scholarship programs, which will send nearly $1 billion to private schools this year. The project meant reviewing thousands of pages of documents and making in-person visits to dozens of private schools. The reporters discovered soon-to-be evicted schools set up in rundown buildings, campuses where teachers lacked college degrees, and a principal under investigation for child molestation who was able to keep taking Florida vouchers by closing one school and then opening another under a new name.
This behind-the-story session will go through how reporters handled the school visits (most were unannounced), how they requested and organized data (from enrollment numbers to parent complaints sent to the state) and searched for other needed information. They'll also cover what worked, and what didn't, as they tried to stay organized while still doing other stories on their beats.
",Oceans 3,http://ire.org/events-and-training/event/3190/3892/
,Crooked cops and crime labs,2018-06-14,10:15 a.m.,2018-06-14,11:15 a.m.,"Melissa Segura, Ryan Gabrielson, Ted Gest",,Crystal E,http://ire.org/events-and-training/event/3190/3984/
,Intro to R 1,2018-06-14,10:15 a.m.,2018-06-14,11:15 a.m.,Ronald Campbell,"Give a statistical lift to your reporting with R, the powerful, open-source programming language. This session will cover R basics in a fast-paced tour of Florida data. You will learn how to import, organize and analyze information with R.
This session is good for: People comfortable with coding, people with basic data knowledge.
",Coral C,http://ire.org/events-and-training/event/3190/3934/
spreadsheets,Excel 3: Filtering and pivot tables,2018-06-14,11:30 a.m.,2018-06-14,12:30 p.m.,Nick Penzenstadler,"A look at spreadsheet filtering and the awesome power of pivot — and how to use it to analyze your dataset in minutes rather than hours.
This session is good for: Anyone familiar with formulas, sorting and other basic tasks in Excel or another spreadsheet program.
",Coral B,http://ire.org/events-and-training/event/3190/3935/
,Intro to R 2: Throw away your database software,2018-06-14,11:30 a.m.,2018-06-14,12:30 p.m.,T. Christian Miller,"R is a powerhouse tool for every occasion. In this session, we examine how it can be used as a database engine like MySQL or Access. This session will cover the basics of how to use R to organize, query and join data tables. This intermediate session will be linked with Intro to R and use the same Florida data as Intro to R. If all goes well, you will leave with a better understanding of R through the use of a particular database package.
This session is good for: People with some knowledge of R and SQL database programs.
",Coral C,http://ire.org/events-and-training/event/3190/3936/
,A field guide to attracting and retaining a news nerd (Sponsored by Facebook),2018-06-14,11:30 a.m.,2018-06-14,12:30 p.m.,Matt Dempsey,"A camera pans around the newsroom. (Narrator): This is our world. It's home to a vast variety of journalists. One of the most intriguing species is the modern news nerd. Here we can see a young example, diligently pecking away its keyboard, building a beautiful, interactive home for a story. Ahh yes and here's another one now, toiling away at its database, finding hidden gems in the columns and rows. But how does one attract a news nerd to a newsroom? And once you have one, how do you make sure it doesn't fly away to a different newsroom or leave the world of journalism altogether?
Nerds and non-nerds alike are welcome to this discussion on how to develop, reward and keep journalists with data skills. What are some best practices? What are some pitfalls to avoid? Share your experience and let's create an environment for news nerds to thrive. 
",See printed schedule for room information,http://ire.org/events-and-training/event/3190/3964/
,Election & Politics Track: Trumping norms: Tracking the Trump Administrationâs conflicts of interest,2018-06-14,11:30 a.m.,2018-06-14,12:30 p.m.,"Derek Kravitz, Andrew Lehren, Charles Lewis, Clare Malone",,Oceans 3,http://ire.org/events-and-training/event/3190/3825/
,Public Records Track: 50 records to request right now,2018-06-14,11:30 a.m.,2018-06-14,12:30 p.m.,"Todd Wallack, Kelly Hinchcliffe","Get your FOI templates ready to roll. In this quick-paced, lightning-round style session, two investigative reporters and public records geeks will cover their favorite, most unique, overlooked and under-appreciated records to request from all levels of government. They'll also give examples of how these records were used to produce stories in newsrooms around the country.
",Crystal E,http://ire.org/events-and-training/event/3190/3824/
,Broadcast Show & Tell - Thursday #3 (Sponsored by Napoli Management Group),2018-06-14,11:30 a.m.,2018-06-14,12:30 p.m.,TBA,"**Moderated by Lisa Cohen, Columbia Journalism School
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 15 minutes.
Sign-ups open June 4, and additional slots will become available the afternoon of June 13. 
",Crystal D,http://ire.org/events-and-training/event/3190/3993/
,Diversity Track: Investigating inequality,2018-06-14,11:30 a.m.,2018-06-14,12:30 p.m.,TBA,,Oceans 7-8,http://ire.org/events-and-training/event/3190/3828/
,Broadcast Track: Art of the interview (Sponsored by National Association of Broadcasters),2018-06-14,11:30 a.m.,2018-06-14,12:30 p.m.,"Danielle Leigh, Scott Zamost","Seasoned broadcast journalists break down what makes on-camera interviews successful. Learn proven strategies to prep for interviews, approach reluctant subjects, handle tough situations, navigate ethical trouble-spots and more.
",Crystal C,http://ire.org/events-and-training/event/3190/3829/
,"Work Better Track: One journalist, multiple hats",2018-06-14,11:30 a.m.,2018-06-14,12:30 p.m.,"Jake Bleiberg, Jamie Grey, Kristin Hussey","As some newsrooms shrink, folks may be taking on two or three roles that would otherwise demand two or three separate full-time staffers. What tools can you use to make your job easier? How can you quickly be your own quality graphic artist and photographer/videographer? How can you prioritize your days and weeks to knock out the most work? How do you quickly pick up new beats and keep track of…. everything? We'll give you our tips from experience and share tools you can take home.
",Crystal AB,http://ire.org/events-and-training/event/3190/3823/
,Investigating worker exploitation,2018-06-14,11:30 a.m.,2018-06-14,12:30 p.m.,TBA,,Oceans 5-6,http://ire.org/events-and-training/event/3190/3827/
,Broadcast Show & Tell - Friday #3 (Sponsored by Napoli Management Group),2018-06-14,11:30 a.m.,2018-06-14,12:30 p.m.,TBA,"**Moderated by Al Tompkins, Poynter
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 15 minutes.
Sign-ups open June 4, and additional slots will become available the afternoon of June 13. 
",Crystal D,http://ire.org/events-and-training/event/3190/3998/
,Turning your investigation into a book,2018-06-14,11:30 a.m.,2018-06-14,12:30 p.m.,TBA,"Non-fiction book writing is a creatively satisfying way of taking your investigative project to the next level, and to a potentially global audience. It‘s a great way to make use of all that research and reporting you did for your project that didn't “make it in.” And it's one of the last bastions of in-depth investigative reporting, especially for those not still working for large mainstream media outlets. Even though bookstores are closing, there are many exciting opportunities on publishing's digital frontier. These published author/journalists share their best advice, and offer lessons learned and cautionary tales.
",Oceans 4,http://ire.org/events-and-training/event/3190/3832/
,IRE Board Meeting,2018-06-14,2:00 p.m.,2018-06-14,5:00 p.m.,TBA,"The IRE Board of Directors will meet on Thursday from 2-5 p.m. in Zander, located on the 2nd floor of the Renaissance Orlando at SeaWorld, as part of the annual conference. The meeting is open to all IRE members.
",Zander,http://ire.org/events-and-training/event/3190/3792/
,Mass shooting âcontagionâ and media coverage: Minimizing the risks,2018-06-14,2:30 p.m.,2018-06-14,3:30 p.m.,"Dawn Clapperton, Lisa Cianci, Adam Lankford, Katherine Reed","A growing body of research provides evidence of a disturbing problem: Extensive coverage of mass shootings is a factor in the increasing lethality of these incidents, and it appears to encourage some copycats who crave widespread attention and even fame. Social media sharing of content related to mass shootings, the people who commit them, their names, images, and “manifestos” also seems to increase the likelihood of subsequent mass shootings. Meanwhile, the news media have a responsibility to bear witness to events of public interest and attempt to make sense of the seemingly senseless, hold institutions (including their own) accountable for failures, and examine the psychological and social factors that might help predict and prevent mass shootings. How can the news media do their job while minimizing the potential harms of their coverage? What guidance does the research provide?
",Oceans 5-6,http://ire.org/events-and-training/event/3190/3834/
,Don't bore me!,2018-06-14,2:30 p.m.,2018-06-14,3:30 p.m.,Al Tompkins,"You have the facts, you know the story better than anyone, you know in your bones your investigation matters. Now, you have to make ME the viewer/reader/listener and your bosses care.
Veteran journalist and trainer, Al Tompkins, will show you eight key “motivators” that you can use to solidly connect any story with the public. 
You can have all the fancy graphics, interactives and chasing-bad-guys-down-the-hall video you want but unless you connect with the public ... it's just noise.
",Oceans 7-8,http://ire.org/events-and-training/event/3190/3835/
web development,Scraping without programming,2018-06-14,2:30 p.m.,2018-06-14,3:30 p.m.,Samantha Sunne,"Scraping is a technical word for a traditional idea: getting ahold of information, whether your sources want you to or not. In this case, the information is data and the sources are websites. We'll go over some out-of-the-box tools for scraping data, plus some DIY techniques that often work even better.
",Coral C,http://ire.org/events-and-training/event/3190/3938/
,On the beat: The data sets every government reporter should have,2018-06-14,2:30 p.m.,2018-06-14,3:30 p.m.,TBA,,Oceans 4,http://ire.org/events-and-training/event/3190/3833/
,Finding immigration stories in data about communities and people,2018-06-14,2:30 p.m.,2018-06-14,3:30 p.m.,"Tim Henderson, Paul Overberg","Covering immigration is more than raids and rallies and restaurants. As the share of immigrant Americans nears record levels, it's finding stories about how immigrants change once here, and how they change the people and places around them. It's also knowing how to knock down myths and fears with facts. Learn how reporters use Census and other demographic data to cover immigration and how it's changing your community.
",Crystal E,http://ire.org/events-and-training/event/3190/3831/
,Master class: Mastering the interview (Print focus) **pre-registered attendees only,2018-06-14,2:30 p.m.,2018-06-14,6:00 p.m.,Ken Armstrong,"When it comes to interviewing, some reporters are naturals. ProPublica's Ken Armstrong isn't one of them. He'll share the (many) mistakes he's made and what he's learned from them. This workshop will move from getting the interview, to conducting the interview, to capitalizing on the interview when it's time to write.
â¨Topics will include:â¨-
*How — and when — to land a tough interviewâ¨-
*The power of silenceâ¨-
*The power of sincerityâ¨-
*Interviewing people who have been hurt, and interviewing the people who hurt themâ¨-
*How to interview someone who won't talk to you (and yes, this can be done — sort of)
We will venture, ever so briefly, into the mysterious realm of emotions (open mind, open heart). We'll challenge some of the conventional wisdom surrounding interviewing (pure hooey, some of it). And we'll watch outstanding interviewers at work, studying what they do — and, more important, what they don't do.
Preregistration is required and seating is limited.
NOTE: Registration is required for this session. Click here to sign up.
",Mako,http://ire.org/events-and-training/event/3190/3788/
databases,SQL 1: Intro and filtering,2018-06-14,2:30 p.m.,2018-06-14,3:30 p.m.,Pam Dempsey,"Learning to manipulate data is a bit like learning a new language. Actually, it is a language, called structured query language (SQL). This session is an introduction to using SQL to zero in on your data by viewing slices and chunks of it and putting it into a useful order so you can spot the stuff you need to get started toward a story. We'll use SQLite and DB Browser, a free database manager.
This session is good for: People with some experience working with data in columns and rows, in spreadsheets or database managers.
",Coral B,http://ire.org/events-and-training/event/3190/3937/
,Tunnel vision: Finding great stories about transportation,2018-06-14,2:30 p.m.,2018-06-14,3:30 p.m.,"Scott Friedman, Laura Nelson, Brian Rosenthal","The subway, the highway, school buses, planes, trains and automobiles: Few beats affect as many people as transportation. And in 2018, when seemingly every week is ""Infrastructure Week,"" the topic is more important than ever. Three reporters from different parts of the country share tips and tools for finding great stories in your community.
",Oceans 3,http://ire.org/events-and-training/event/3190/3826/
,Decoding business & financial documents (Sponsored by Bloomberg),2018-06-14,2:30 p.m.,2018-06-14,3:30 p.m.,TBA,,Crystal AB,http://ire.org/events-and-training/event/3190/3830/
,Broadcast Track: Deep dive 1 (Sponsored by National Association of Broadcasters),2018-06-14,2:30 p.m.,2018-06-14,3:30 p.m.,"Eric Flack, Daralene Jones, Charlotte Huffman","A deep dive into how some of the biggest stories of the year came to fruition
",Crystal C,http://ire.org/events-and-training/event/3190/3842/
,Fellowships & grants for freelancers (Sponsored by Facebook),2018-06-14,2:30 p.m.,2018-06-14,3:30 p.m.,TBA,,See printed schedule for room information,http://ire.org/events-and-training/event/3190/3988/
,Technology and Tools Track: Online security for journalists (Sponsored by Knight Foundation),2018-06-14,2:30 p.m.,2018-06-14,3:30 p.m.,Nicholas Whitaker,"Safety and security online are important for all users, but especially for journalists in the field conducting sensitive, difficult, and sometimes dangerous reporting.
According to a recent study of more than 2,700 newsroom managers and journalists from 130 countries, at least half of those surveyed don't use any tools or methods to protect their data and information online. Given the importance of journalism to open societies everywhere, it's important to ensure that newsrooms and journalists are equipped with the tools and training they need to be successful — and safe — while doing their work. 
Attend this workshop to learn how to protect yourself and your news organization from hacking, phishing, malware, other digital attacks and censorship — for the upcoming election season and beyond. More info: https://goo.gl/h7wTX1
*All attendees will receive a free hardware security key to help secure their digital communications, courtesy of Google and Jigsaw.
",Oceans 9-10,http://ire.org/events-and-training/event/3190/3990/
,"How to find, read and use 990s",2018-06-14,3:45 p.m.,2018-06-14,4:45 p.m.,TBA,,Crystal AB,http://ire.org/events-and-training/event/3190/3837/
,On the beat: Financial hurdles to higher education (Sponsored by Lumina Foundation),2018-06-14,3:45 p.m.,2018-06-14,4:45 p.m.,TBA,,Oceans 4,http://ire.org/events-and-training/event/3190/3839/
,Pulling off big projects in small(er) newsrooms,2018-06-14,3:45 p.m.,2018-06-14,4:45 p.m.,"Evan Wyloge, Emily Le Coz, Nate Morabito","Seeing amazing work being done by pioneers in our industry invigorates and inspires, but when we get back to our newsroom, reality can dampen our excitement. ‘We don't have the budget' or ‘We can't let you take time away from your beat' or ‘Nobody here even knows where to begin on that' are common refrains in smaller newsrooms, and frequently mean your great idea is canned before it even has a chance. Alas, there are ways to hack these problems, offer creative solutions to your bosses and even make money for your organization with your idea. From finding developers who can work with you on a budget and structure the project, to gaining buy-in from higher-ups and finding revenue opportunities, this discussion will offer a framework for getting your big idea done.
",Oceans 7-8,http://ire.org/events-and-training/event/3190/3841/
,Broadcast Show & Tell - Thursday #4 (Sponsored by Napoli Management Group),2018-06-14,3:45 p.m.,2018-06-14,4:45 p.m.,TBA,"**Moderated by Kevin Keeshan, NBCUniversal Owned Television Stations
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 15 minutes.
Sign-ups open June 4, and additional slots will become available the afternoon of June 13. 
",Crystal D,http://ire.org/events-and-training/event/3190/3994/
,Radio deep dives,2018-06-14,3:45 p.m.,2018-06-14,4:45 p.m.,TBA,"A deep dive into how some of the biggest radio stories of the year came to fruition. 
 
",Oceans 3,http://ire.org/events-and-training/event/3190/3886/
,Students' roundtable (Sponsored by Facebook),2018-06-14,3:45 p.m.,2018-06-14,4:45 p.m.,"Alison Berg, Melissa Gomez",,See printed schedule for room information,http://ire.org/events-and-training/event/3190/3979/
databases,SQL 2: Grouping and summing,2018-06-14,3:45 p.m.,2018-06-14,4:45 p.m.,Madi Alexander,"If you know how to write a basic SELECT statement in SQL but are looking to make calculations, then this is the session for you. Learn to count how many times certain records appear in a database, and sum totals across records. These skills can come in handy whether you're covering campaign finance or boating licenses. We'll use SQLite and DB Browser, a free database manager.
This session will be most useful if: You took “SQL 1: Intro and filtering” or are familiar with “SELECT” and “WHERE” statements in SQL.
",Coral B,http://ire.org/events-and-training/event/3190/3939/
,Covering hate in America (Sponsored by the Southern Poverty Law Center),2018-06-14,3:45 p.m.,2018-06-14,4:45 p.m.,"Rachel Glickhouse, Jerry Mitchell, Aaron Sankin, Natalie Allison","How can you effectively collect hate crimes data when law enforcement does such a bad job? What's the best way to cover white supremacy without giving white supremacists a platform? What are best practices for establishing contacts with hate groups and white supremacists? We'll provide insight and tips on how to tackle the hate beat.
",Oceans 5-6,http://ire.org/events-and-training/event/3190/3873/
spreadsheets,Cleaning data with OpenRefine,2018-06-14,3:45 p.m.,2018-06-14,4:45 p.m.,Cheryl Phillips,,Coral C,http://ire.org/events-and-training/event/3190/3940/
,"Broadcast Track: Going undercover: Hidden cameras, methods and ethics (Sponsored by National Association of Broadcasters)",2018-06-14,3:45 p.m.,2018-06-14,4:45 p.m.,"Jeremy Jojola, Job Rabkin, Diane Wilson","Undercover filming is one of the most powerful tools available for television investigations. But how do you do undercover investigations? And when should you do them? In this session, teams from across the U.S. and abroad share their experiences and knowledge of the art of going undercover – and the tricks of the trade.
",Crystal C,http://ire.org/events-and-training/event/3190/3836/
,Public Records Track: Insider secrets about your open records requests,2018-06-14,3:45 p.m.,2018-06-14,4:45 p.m.,TBA,,Crystal E,http://ire.org/events-and-training/event/3190/3838/
,Under pressure: Real life in real time with breaking news (Sponsored by Knight Foundation),2018-06-14,3:45 p.m.,2018-06-14,4:45 p.m.,Stephen Stock,"It's become one of the hottest sessions at every IRE Conference. How would you and your newsroom fare in digging out little-known facts and information under the pressure of a breaking news deadline? One of the best ways to get better is to practice. 
This is a real-life scenario where you can learn to break news without leaving your computer. The skills learned in this session can also be used for turning daily general assignment stories when there's not breaking news. This session regularly fills up and the tipsheet that comes with it is in high demand. If you're interested, get there early to get a seat.
",Oceans 9-10,http://ire.org/events-and-training/event/3190/3843/
,Continuing investigations in Puerto Rico,2018-06-14,5:00 p.m.,2018-06-14,6:00 p.m.,TBA,,Oceans 3,http://ire.org/events-and-training/event/3190/3846/
,Election & Politics Track: Prepping for the midterms,2018-06-14,5:00 p.m.,2018-06-14,6:00 p.m.,TBA,,Oceans 5-6,http://ire.org/events-and-training/event/3190/3848/
,Broadcast Track: 60 ideas in 60 minutes (Sponsored by National Association of Broadcasters),2018-06-14,5:00 p.m.,2018-06-14,6:00 p.m.,"Rachel DePompa, Joe Ellis","Looking for story ideas? We've got 60 stories from broadcast investigative reporters that can be done in any market. You'll walk away with a tipsheet full of ideas that can keep you busy for months. Come early and grab a seat. This panel is not to be missed.
",Crystal C,http://ire.org/events-and-training/event/3190/3850/
,"Storytelling Track: The nitty gritty, down & dirty truth about doing investigations for radio and podcasts",2018-06-14,5:00 p.m.,2018-06-14,6:00 p.m.,"Jacob Ryan, Alain Stephens, Kameel Stanley","The idea of mixing investigative reporting and audio storytelling isn't new. But let's face it, we could all level up. Whether you're interested in launching a multi-part series or producing a single episode, this session will help you learn how to turn your investigation into a compelling and successful audio story. We'll give you more than the basics, and spill our secrets about making documents come alive, scripting for the ear, gathering tape (even when you don't get the interview), and above all, not leaving narratives behind.
",Oceans 7-8,http://ire.org/events-and-training/event/3190/3853/
,Long-distance relationships: How to manage and collaborate with a remote staff (Sponsored by Facebook),2018-06-14,5:00 p.m.,2018-06-14,6:00 p.m.,"Dan Haugen, Megan Luther","With nearly two decades of remote experience between us, we'll discuss how to sell and maintain a remote journalism job. Let's exchange ideas and tools that make it easier for journalists and managers to work effectively when they aren't in the same physical space.
",See printed schedule for room information,http://ire.org/events-and-training/event/3190/3974/
,Mike McGraw: Celebration of his life and legacy,2018-06-14,5:00 p.m.,2018-06-14,6:00 p.m.,Brant Houston,"Join us for a celebration of the life and work of Mike McGraw, a long-time IRE member and leader and an award-winning journalist. There will be a short presentation on Mike's last project, plus memories shared by those who worked with him over his distinguished 40-plus-year career. Mike was the recipient of a Pulitzer Prize, IRE awards and many other honors. He served on the IRE board and the endowment committee and mentored countless journalists and students. The gathering also will serve as a fundraiser for a fellowship honoring Mike, who died in January.
Raise a glass in Mike's honor (cash bar available).
",Crystal E,http://ire.org/events-and-training/event/3190/3845/
