Topic,Subject,Start Date,Start Time,End Date,End Time,Speaker(s),Description,Location,URL
,Public Records Track: FOIA appeals and disputes (Sponsored by TEGNA Foundation),2018-06-14,5:00 p.m.,2018-06-14,6:00 p.m.,"Brad Heath, Jason Leopold, Les Zaitz, Christine Walz",,Crystal AB,http://ire.org/events-and-training/event/3190/3844/
databases,SQL 3: Joining tables,2018-06-14,5:00 p.m.,2018-06-14,6:00 p.m.,Jennifer Peebles,"Learn how to join tables, matching information from one file to another. We'll use SQLite and DB Browser, a free database manager.
This session is good for: People who are familiar with counting, summing or “GROUP BY” in SQL and want to add another tool to their SQL skill set.
",Coral B,http://ire.org/events-and-training/event/3190/3941/
maps,QGIS,2018-06-14,5:00 p.m.,2018-06-14,6:00 p.m.,Tim Henderson,,Coral C,http://ire.org/events-and-training/event/3190/3942/
,How to investigate national security stories in your community,2018-06-14,5:00 p.m.,2018-06-14,6:00 p.m.,"Stephen Coll, Josh Meyer, Jaimi Dowdell",,Oceans 4,http://ire.org/events-and-training/event/3190/3847/
,Broadcast Show & Tell - Thursday #5 (Sponsored by Napoli Management Group),2018-06-14,5:00 p.m.,2018-06-14,6:00 p.m.,TBA,"**Moderated by Jeff Harris, WEWS-Cleveland
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 15 minutes.
Sign-ups open June 4, and additional slots will become available the afternoon of June 13.
",Crystal D,http://ire.org/events-and-training/event/3190/3995/
,Welcome reception,2018-06-14,6:00 p.m.,2018-06-14,7:30 p.m.,TBA,"Kick off the conference with a welcome reception beginning at 6 p.m in the Atrium of the Renaissance Orlando at SeaWorld. Meet up with friends you have not seen since last year and welcome new attendees. Each attendee will receive one drink ticket for beer, wine, soda or bottled water. Conference nametags are required for entry.
",Atrium,http://ire.org/events-and-training/event/3190/3793/
,IRE Mentoring Program networking breakfast **invitation-only event,2018-06-15,7:45 a.m.,2018-06-15,8:45 a.m.,TBA,,Oceans 11-12,http://ire.org/events-and-training/event/3190/3800/
python,Working with data in python for beginners *pre-registered attendees only,2018-06-15,9:00 a.m.,2018-06-15,12:30 p.m.,TBA,"Skill level: Intermediate
This three-hour crash course will introduce you to the Python programming language as it is used for data analysis in the newsroom. We'll cover basic syntax and programming concepts; newsroom use cases and examples; and analyze data using a library called pandas. We'll also talk about how to get up and running with Python on your own machine so you can take it all home.
Preregistration is required and seating is limited. Laptops will be provided for the training.
Workshop prerequisites: You should be comfortable working with data in spreadsheets or SQL. No programming experience required.
NOTE: Registration is required for this session. Click here to sign up.
",See printed schedule for room information,http://ire.org/events-and-training/event/3190/3784/
,"OâBrien Fellowships: $65,000 in support of nine-month investigative reporting projects (Sponsored by Facebook)",2018-06-15,9:00 a.m.,2018-06-15,10:00 a.m.,Dave Umhoefer,"Reporters and editors affiliated with the O'Brien Fellowship in Public Service Journalism discuss the award-winning projects produced by journalists selected for the program at Marquette University. Projects have tackled issues around criminal justice, education, the environment, health, science, government secrecy and more. O'Brien selects 3-5 fellows annually. Find out how to apply.
",See printed schedule for room information,http://ire.org/events-and-training/event/3190/3982/
,Broadcast Track: Behind bulletproofing (Sponsored by National Association of Broadcasters),2018-06-15,9:00 a.m.,2018-06-15,10:00 a.m.,"Nicole Vap, Lynn Walsh, Rick Yarborough","Making a story bulletproof is about more than fact-checking. It's about building trust with your viewer. From how you handle confidential sources to silhouetted interviews, how are you explaining your process along the way? From on-air to online and all the social platforms in between, learn how you can build trust and keep it!
",Crystal C,http://ire.org/events-and-training/event/3190/3857/
,Master class: Editing the data story **pre-registered attendees only,2018-06-15,9:00 a.m.,2018-06-15,12:30 p.m.,"Maud Beelman, Jennifer LaFleur","Managing a data project presents challenges for any editor. No matter your comfort level with data, this half-day workshop will give you the foundation you need to help make sure your reporters aren't running with scissors or spinning their wheels on data projects. Two veteran editors, Jennifer LaFleur of Investigative Reporting Workshop and Maud Beelman of the Associated Press, will guide you through the ins and outs of data journalism from an editor's point of view, including:
*How to help reporters find focus for their data stories
*Being skeptical of data and finding potential pitfalls
*Verifying analyses and bulletproofing data stories and apps
*Using data to find human sources and characters for stories
*Planning the best data workflows for your newsroom
Preregistration is required and seating is limited.
Workshop requirements: No data experience is necessary for this workshop. Editors/producers and those interested in newsroom management are welcome. Please bring your own laptop.
NOTE: Registration is required for this session. Click here to sign up.
",Mako,http://ire.org/events-and-training/event/3190/3789/
,Digging into data for stories (Friday) *pre-registered attendees only,2018-06-15,9:00 a.m.,2018-06-15,5:45 p.m.,TBA,"Skill level: Beginner
Kickstart your data skills with IRE's original mini-boot camp. This series of hands-on classes will introduce you to spreadsheets with IRE's proven techniques. IRE's experienced trainers will start with the fundamentals of navigating spreadsheets and walk you through sorting, calculating and interviewing data in Microsoft Excel. You'll come away with a solid base for using data analysis in your own newsroom. In addition, we'll provide you with our boot camp materials to help keep you on track long after you leave the conference. Please note that a showcase panel will take place at 4:45 p.m. on Friday. Attendees may leave the Digging into data class to attend the showcase or stay for an optional additional lesson.
Preregistration is required and seating is limited. Laptops will be provided for the training.â¨
Workshop prerequisites: There are no prerequisites for this workshop and beginners are welcome. This workshop is good for those wanting to get started analyzing data for stories.
NOTE: Registration is required for this session. Click here to sign up.
",See printed schedule for room information,http://ire.org/events-and-training/event/3190/3783/
,"Finding the story: Murder, you wrote (Sponsored by Knight Foundation)",2018-06-15,9:00 a.m.,2018-06-15,10:00 a.m.,Thomas Hargrove,"Learn how to investigate FBI computer files to look for serial killers in your town. Determine what kinds of killings go unsolved. Get the same training that homicide detectives receive from Thomas Hargrove, founder of the Murder Accountability Project.
",Oceans 9-10,http://ire.org/events-and-training/event/3190/3858/
"statistics, spreadsheets",Torturing Excel into doing statistics,2018-06-15,9:00 a.m.,2018-06-15,10:00 a.m.,Norm Lewis,"Want to know a bit more about statistics but aren't sure where to start? This session is a gentle introduction to stats you might want use in your journalism, working with a tool you already know.
This session is good for: People who are familiar with functions in Excel.
",Coral B,http://ire.org/events-and-training/event/3190/3943/
,Election & Politics Track: What is that politician hiding? And other backgrounding tips,2018-06-15,9:00 a.m.,2018-06-15,10:00 a.m.,"Steve Eder, James Grimaldi, Naomi Martin","Election season is upon us. We'll discuss the best tips, websites and tools for scrubbing candidates at all levels of government, from the Trump administration to City Hall to the courthouse. We'll show you how to investigate through politicians' business ties, past work experience, public records and even family to find potential conflicts of interest while writing the investigative profile — plus other stories that help inform readers. You'll learn backgrounding techniques that can be used for stories about politicos in the never-ending election season or for profiles about everyday individuals in your community.
",Crystal AB,http://ire.org/events-and-training/event/3190/3851/
,"Finding, nurturing and protecting sources",2018-06-15,9:00 a.m.,2018-06-15,10:00 a.m.,"Olivia Carville, Mary Hargrove, Corey Johnson","This panel will share techniques and strategies essential to landing and protecting the most sensitive and delicate sources around - sexual assault victims, government administrators, whistleblowers and insiders within criminal organizations.
",Oceans 7-8,http://ire.org/events-and-training/event/3190/3856/
,Storytelling Track: How to turn your investigation into a narrative: Getting them to read to the very last word,2018-06-15,9:00 a.m.,2018-06-15,10:00 a.m.,"James B. Steele, Bernice Yeung",,Oceans 5-6,http://ire.org/events-and-training/event/3190/3855/
,On the beat: Watchdogging local government contracts,2018-06-15,9:00 a.m.,2018-06-15,10:00 a.m.,TBA,,Oceans 3,http://ire.org/events-and-training/event/3190/3970/
,Reporting on the opioid epidemic,2018-06-15,9:00 a.m.,2018-06-15,10:00 a.m.,"Julia Lurie, Holly Baltz, James Pilcher",,Crystal E,http://ire.org/events-and-training/event/3190/3852/
,Broadcast Show & Tell - Friday #1 (Sponsored by Napoli Management Group),2018-06-15,9:00 a.m.,2018-06-15,10:00 a.m.,TBA,"**Moderated by Al Tompkins, Poynter
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 15 minutes.
Sign-ups open June 4, and additional slots will become available the afternoon of June 13. 
",Crystal D,http://ire.org/events-and-training/event/3190/3996/
,Career roundtable,2018-06-15,9:00 a.m.,2018-06-15,10:00 a.m.,TBA,,Oceans 4,http://ire.org/events-and-training/event/3190/3854/
,Diversity Track: Women in the newsroom (Sponsored by Facebook),2018-06-15,10:15 a.m.,2018-06-15,11:15 a.m.,TBA,,See printed schedule for room information,http://ire.org/events-and-training/event/3190/3976/
,Diversity Track: Journalists of color in the newsroom (Sponsored by Facebook),2018-06-15,10:15 a.m.,2018-06-15,11:15 a.m.,"Erica Byfield, Francisco Vara-Orta","Join an honest, off-the-record discussion on the challenges of being a journalist of color in newsrooms, which are mostly dominated by white people. And how can we, as JOCs, impact what inclusion looks like from the inside?
",See printed schedule for room information,http://ire.org/events-and-training/event/3190/3978/
,No surprises: Transparency and the art of the investigative interview,2018-06-15,10:15 a.m.,2018-06-15,11:15 a.m.,"Karen de Sa, T. Christian Miller","Hear candid and unconventional advice from two reporters on how to interview sources who've suffered trauma and officials who fear exposure.
",Oceans 7-8,http://ire.org/events-and-training/event/3190/3864/
,Guns! Guns! Guns!,2018-06-15,10:15 a.m.,2018-06-15,11:15 a.m.,"Brian Freskos, Kristin Hussey, Kathleen McGrory, Cheryl W. Thompson","From mass shootings to police shootings, guns are penetrating all types of communities in record numbers. Learn how to report on gun theft and link stolen guns to crimes, and obtain and analyze data to examine trends in gun injuries and deaths. Our panelists will offer strategies to help you effectively cover issues involving guns.
",Oceans 5-6,http://ire.org/events-and-training/event/3190/3863/
,Broadcast Track: 10 of the most important lessons I've learned (Sponsored by National Association of Broadcasters),2018-06-15,10:15 a.m.,2018-06-15,11:15 a.m.,"Nancy Amons, Matt Goldberg, Tisha Thompson","From diving deep on a long-term investigative project to building and running a team, hear from three TV news veterans about the most important lessons they've learned in their careers.
",Crystal C,http://ire.org/events-and-training/event/3190/3865/
,Storytelling Track: Self-editing moves you can start today,2018-06-15,10:15 a.m.,2018-06-15,11:15 a.m.,TBA,,Crystal AB,http://ire.org/events-and-training/event/3190/3859/
,Rolling investigations,2018-06-15,10:15 a.m.,2018-06-15,11:15 a.m.,TBA,,Oceans 3,http://ire.org/events-and-training/event/3190/3861/
,Using drug databases: Tips for avoiding pitfalls (Sponsored by Knight Foundation),2018-06-15,10:15 a.m.,2018-06-15,11:15 a.m.,Pat Beall,"The CDC's WONDER database is the best national database of drug deaths, but it's outdated and flawed, leading to undercounted heroin deaths and overcounted deaths from prescription opioids. Yet this is the database that researchers primarily turn to time and time again to identify and prove drug trends, which then becomes the baseline for policy decisions about drugs. 
Join this demo as veteran investigative reporter Pat Beall walks you through what's available in data, shows how to use the CDC numbers (they are tricky), explains the pitfalls and possible workarounds and also identifies ways to localize reporting some of the data-based problems.
",Oceans 9-10,http://ire.org/events-and-training/event/3190/3866/
spreadsheets,Mapping in Excel with ArcGIS Maps for Office,2018-06-15,10:15 a.m.,2018-06-15,11:15 a.m.,"Robby Deming, Chris Vaillancourt",,Coral B,http://ire.org/events-and-training/event/3190/3944/
,Tapping your community to enhance your investigation,2018-06-15,10:15 a.m.,2018-06-15,11:15 a.m.,"Adriana Gallardo, Jeanne Pinder, Jesse Hardman, Josh Hinkle","Join this session to hear how you can generate interest to launch an investigation that leads to accountability and results for your community - plus how this method can help share, market and showcase the project for its biggest impact. The panelists will also talk about the drawbacks, challenges and warnings to look for before your story goes live.
",Oceans 4,http://ire.org/events-and-training/event/3190/3921/
,Management Track: Vetting story ideas and knowing when to cut bait,2018-06-15,11:15 a.m.,2018-06-15,11:15 a.m.,TBA,,Crystal E,http://ire.org/events-and-training/event/3190/3860/
statistics,Stats in R,2018-06-15,11:30 a.m.,2018-06-15,12:30 p.m.,Steve Reilly,,Coral B,http://ire.org/events-and-training/event/3190/3945/
,Broadcast Track: Art of accountability (Sponsored by National Association of Broadcasters),2018-06-15,11:30 a.m.,2018-06-15,12:30 p.m.,"Joel Grover, Tony Kovaleski, Vicky Nguyen","Experienced broadcast investigative reporters share techniques and tips for how they prepare for and conduct accountability interviews. They will cover their approaches to a scheduled interview versus an unscheduled interview, show examples, and discuss lessons learned. It will be a lively panel with plenty of news you can use for your own accountability interviews in markets big and small.
",Crystal C,http://ire.org/events-and-training/event/3190/3870/
,On the beat: Sports business stories you should be covering,2018-06-15,11:30 a.m.,2018-06-15,12:30 p.m.,TBA,"Sports, from high schools to the pros, are rife with money – and that makes them rich sources of investigative storylines. From campus connections to Super Bowl stadiums, this panel will teach you how to find sports business stories in your community, how to follow the money to the next big scandal, and other hidden places you can find great sports investigations.  We'll also talk about imminent disruptions in college athletics that could overhaul the business of amateur sports.
",Crystal E,http://ire.org/events-and-training/event/3190/3869/
,SHOWCASE: Doubling down on investigative reporting,2018-06-15,11:30 a.m.,2018-06-15,12:30 p.m.,"Dean Baquet, Martin Baron, Cynthia McFadden","**Moderated by Cynthia McFadden
In an epic newspaper competition, The New York Times and The Washington Post both have invested significant resources in watchdog journalism in recent years. Both have broken major stories on the Trump administration, sexual harassment and other issues on the national agenda. At the same time, both newspapers have reached record readership levels. Get an inside perspective from Dean Baquet, executive editor of the Times, and Marty Baron, executive editor of the Post. The lively, insightful conversation will be moderated by Cynthia McFadden, senior investigative and legal correspondent for NBC News.
",Oceans 5-6,http://ire.org/events-and-training/event/3190/3867/
,Blue force tracker: Notes from the field for successful military reporting and investigations,2018-06-15,11:30 a.m.,2018-06-15,12:30 p.m.,"Mike Hixenbaugh, James LaPorta, Brandy Zadrozny","The military has its own unique culture, one that requires its own formal education. But despite its exclusivity, the Pentagon requires a consistent level of scrutiny from the working press on behalf of the American people as they too have problems we see in everyday society. 
From war on foreign battlefields and secret classified missions to sexual assault and post-traumatic stress, service members are voiceless as they are often discouraged from speaking candidly to the media. For the new or even seasoned reporter, the task of covering the largest U.S. government agency can be daunting. 
This session will be current "" notes from the field"" from experienced journalists on how to navigate these closed-off waters in order to effectively report on the U.S. military.
",Crystal AB,http://ire.org/events-and-training/event/3190/3868/
,Public Records Track: Free the docs: Organizing large-scale public records projects from start to finish (Sponsored by Knight Foundation),2018-06-15,11:30 a.m.,2018-06-15,12:30 p.m.,"Aron Pilhofer, Michael Morisy","Learn how to successfully manage a large-scale investigation that juggles dozens or hundreds of FOIA and public records requests as well as other open source information, with tips on everything from language to use to managing following up and finally cleaning and crowdsourcing data to presenting your findings. This session will explore how tools from MuckRock, FOIA Machine, and DocumentCloud can help, including a look at the new crowdsourcing tool Assignments, which was developed jointly by MuckRock and DocumentCloud.
",Oceans 9-10,http://ire.org/events-and-training/event/3190/3871/
,"International Luncheon (Sponsored by Global Investigative Journalism Network, Investigative Reporting Workshop at American University & Reuters) *invitation-only event",2018-06-15,12:45 p.m.,2018-06-15,2:15 p.m.,TBA,,Oceans 11-12,http://ire.org/events-and-training/event/3190/3801/
,Media lawyers brown-bag (Sponsored by TEGNA Foundation),2018-06-15,12:45 p.m.,2018-06-15,2:00 p.m.,TBA,"Does your investigation contain complex legal questions? Unsure of how to proceed? Bring your lunch and your questions for a discussion with some prominent media law experts who will be presenting throughout the 2018 IRE Conference. We'll provide drinks and dessert.
",Oceans 4,http://ire.org/events-and-training/event/3190/3965/
,Election & Politics Track: Finding the story: Campaign finance,2018-06-15,2:30 p.m.,2018-06-15,3:30 p.m.,Carrie Levine,,Coral A,http://ire.org/events-and-training/event/3190/3946/
,The wizarding world of investigative research (Sponsored by Knight Foundation),2018-06-15,2:30 p.m.,2018-06-15,3:30 p.m.,"Barbara Gray, Margot Williams, Gary Price","Investigative reporters and researchers will dive into the latest tools and tricks for public records research and advanced search techniques, ride on to online privacy and alerting services and finish the run with personal web caching and archiving.
",Oceans 9-10,http://ire.org/events-and-training/event/3190/3884/
,Diversity Track: Finding stories in hidden communities,2018-06-15,2:30 p.m.,2018-06-15,3:30 p.m.,"Anita Hassan, Jaeah Lee, Jenni Monet, Andrea Castillo",,Oceans 7-8,http://ire.org/events-and-training/event/3190/3840/
,Election & Politics Track: From fake fraud to lame laws: Investigating voting rights in America,2018-06-15,2:30 p.m.,2018-06-15,3:30 p.m.,"Jessica Huseman, Sam Levine, Pema Levy","Across the country, legislatures have passed or are considering laws that radically change the way we vote. To justify the changes, they cite anecdotal and often exaggerated cases of fraud or cherrypick academic work. A new study shows media coverage is the key indicator for whether voters believe voter fraud is a real problem, so it's imperative journalists get this coverage right. You'll walk away from this panel with actionable steps to cover election administration and changing voting laws in your home state and county. Learn to pick apart studies, ask activists tough questions, and use publicly available data to better understand local voting issues. 
",Crystal AB,http://ire.org/events-and-training/event/3190/3872/
,Storytelling Track: How to outline for stories big and small,2018-06-15,2:30 p.m.,2018-06-15,3:30 p.m.,"Pat Beall, Stephanie McCrummen, James Neff",,Crystal E,http://ire.org/events-and-training/event/3190/3876/
,Management Track: Do I want to be a boss? Making the transition from reporter to editor (Sponsored by Facebook),2018-06-15,2:30 p.m.,2018-06-15,3:30 p.m.,Tracy Weber,,See printed schedule for room information,http://ire.org/events-and-training/event/3190/3973/
,Broadcast Track: Deep dive 2 (Sponsored by National Association of Broadcasters),2018-06-15,2:30 p.m.,2018-06-15,3:30 p.m.,"Jodie Fleischer, Harry Hairston, Chris Vanderveen","A deep dive into how some of the biggest stories of the year came to fruition
",Crystal C,http://ire.org/events-and-training/event/3190/3883/
,Master class: Mastering the investigative interview (Broadcast focus) **pre-registered attendees only,2018-06-15,2:30 p.m.,2018-06-15,6:00 p.m.,"Tisha Thompson, Lea Thompson","We've all done it -- blown a key interview or missed a vital question.  
We do interviews every day, often without thinking. Maybe that's the problem – we make basic mistakes in interviews because we are not thinking strategically and tactically. Journalists too often think all we need is a lot of research and a few pointed queries. But the politicians, businesspeople and PR flacks are experts at jumping on the smallest opening we give them, the tiniest mistake in formulating a question. 
It's not just about getting the facts out – it's about how to dramatically rethink the way you approach interviews, how to master the basic rules of tough interviews and then learn how to break them when needed. 
We'll cover:
* The three universal types of interviews (and why you need to know what you are after)
* The five basic rules of good interviews
* How to break those rules
* What to do when you get into trouble (and you always will)
* Strategy and planning: When to trip the wire, what to do when they refuse an interview, how best to prepare
This course aims to radically change the way you prepare and approach your interviews, with plenty of examples of interviews from media around the world that worked well and some that failed miserably.
Preregistration is required and seating is limited.
NOTE: Registration is required for this session. Click here to sign up.
",Mako,http://ire.org/events-and-training/event/3190/3790/
,On the beat: Harvesting stories from Big Ag,2018-06-15,2:30 p.m.,2018-06-15,3:30 p.m.,"Pam Dempsey, Brant Houston, Peggy Lowe, Sam Fromartz","Whether it's exploitation of migrant workers, foreign purchases of farmland and companies, deadly food recalls, pollution and pesticides, or wasteful government spending, there are many big agribusiness stories going unnoticed. This session will identify databases, expert sources and ideas and techniques for investigations into these fertile fields.
",Oceans 3,http://ire.org/events-and-training/event/3190/3874/
spreadsheets,Advanced Excel tools,2018-06-15,2:30 p.m.,2018-06-15,3:30 p.m.,Kimbriell Kelly,,Coral B,http://ire.org/events-and-training/event/3190/3947/
,When the world comes to town: Managing large-scale breaking news stories,2018-06-15,2:30 p.m.,2018-06-15,3:30 p.m.,"Rachel Crosby, Silvia Foster-Frau, Nicole Vap, Naseem Miller",,Oceans 5-6,http://ire.org/events-and-training/event/3190/3875/
spreadsheets,CARwash: Data cleaning in Excel,2018-06-15,3:45 p.m.,2018-06-15,4:45 p.m.,Meredith Broussard,"Dirty data lurk everywhere: in text files, spreadsheets, databases and PDFs. We'll walk you through some examples of the most common types of dirty data, point out telltale signs of data illness and explain how you can whip data into shape using some simple tools and methods.
This session is good for: People with some experience working with data in columns and rows, in spreadsheets or database managers.
",Coral B,http://ire.org/events-and-training/event/3190/3949/
,Broadcast Track: Anatomy of an investigation (Sponsored by National Association of Broadcasters),2018-06-15,3:45 p.m.,2018-06-15,4:45 p.m.,"Cindy Galli, A. J. Lagoe, Bigad Shaban","Think investigative reporting follows a formula? Think again. This panel will reveal ways to turn an investigation on its ear, from pitch to roll out. See how veteran reporters have crafted some of the biggest stories of last year, sometimes using unconventional methods.
",Crystal C,http://ire.org/events-and-training/event/3190/3894/
,Freelancers' roundtable (Sponsored by Facebook),2018-06-15,3:45 p.m.,2018-06-15,4:45 p.m.,"Jaeah Lee, Laird Townsend, Lee van der Voo",,See printed schedule for room information,http://ire.org/events-and-training/event/3190/3977/
,Beginner PDF: Unleash the data - tools and tricks for taming PDFs,2018-06-15,3:45 p.m.,2018-06-15,4:45 p.m.,Adelaide Chen,"In this class, we'll take a one-page airport traffic report from Miami International Airport and demo three ways to get it into a spreadsheet so you can do more with the numbers. Using Tabula, CometDocs, or the Sublime Text editor. No coding experience needed. Then we'll demo PDFtk, an easy command line tool that can merge a folder of PDFs or split a PDF into separate files by page. 
This class is good for: People who don't have Adobe Acrobat Pro/DC.
",Coral A,http://ire.org/events-and-training/event/3190/3948/
,Management Track: Partnerships: Pros/cons and how to dive in,2018-06-15,3:45 p.m.,2018-06-15,4:45 p.m.,TBA,,Crystal E,http://ire.org/events-and-training/event/3190/3880/
,Broadcast Show & Tell - Friday #4 (Sponsored by Napoli Management Group),2018-06-15,3:45 p.m.,2018-06-15,4:45 p.m.,TBA,"**Moderated by Scott Matthews, CNBC
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 15 minutes.
Sign-ups open June 4, and additional slots will become available the afternoon of June 13. 
",Crystal D,http://ire.org/events-and-training/event/3190/3999/
,A conversation with Seymour Hersh: Tips from a life in journalism,2018-06-15,3:45 p.m.,2018-06-15,4:45 p.m.,"Matt Apuzzo, Seymour Hersh","**Moderated by Matt Apuzzo
Renowned investigative reporter Seymour Hersh offers practical lessons and advice from a nearly 50-year career unearthing some of the government's biggest secrets. Learn practical tips from the master on developing sources, interviewing and dealing with government officials who are working to stop you.
",Oceans 5-6,http://ire.org/events-and-training/event/3190/3968/
,Technology and Tools Track: Digital security risks â and what you can do about them (Sponsored by Knight Foundation),2018-06-15,3:45 p.m.,2018-06-15,4:45 p.m.,Mike Tigas,"The digital world presents journalists with unique problems while communicating with sources and colleagues. Come to this session for a primer on the risks inherent in digital communications, how to evaluate your own risks and ways to protect yourself with modern tools.
Lots of security tools are unusable nightmares! This session will focus on pragmatic, realistic tools and ways of approaching digital risk, rather than paranoia (and tools you'll never get your friends or sources to use). Whether you're a reporter regularly dealing with sensitive sources, or if you're just curious to learn more about the tech we take for granted, this session is for you.
",Oceans 9-10,http://ire.org/events-and-training/event/3190/3878/
,Managing stress,2018-06-15,3:45 p.m.,2018-06-15,4:45 p.m.,TBA,,Oceans 7-8,http://ire.org/events-and-training/event/3190/3882/
,Technology and Tools Track: Social media verification,2018-06-15,3:45 p.m.,2018-06-15,4:45 p.m.,TBA,,Oceans 3,http://ire.org/events-and-training/event/3190/3849/
,Diversity Track: Investigating bias: From courts to the classroom,2018-06-15,3:45 p.m.,2018-06-15,4:45 p.m.,"Vanessa de la Torre, Josh Salman, Topher Sanders, Lorie Fridell","Racial biases are pervasive in many of our public systems, from policing to courts to education and housing. Learn how you can pinpoint bias on your beat, and how to use social science methods to make sure you're right.
",Crystal AB,http://ire.org/events-and-training/event/3190/3879/
,Broadcast Track: Visual storytelling: A new perspective (Sponsored by National Association of Broadcasters),2018-06-15,5:00 p.m.,2018-06-15,6:15 p.m.,"Brendan Keefe, Anna Hewson, Andy Miller","Every great investigation deserves stunning visualization. Don't let your visuals be an afterthought. Join our skilled panelists as they provide inspiration, tips, and discussion on how to create investigations so eye-catching, you can't help but get noticed. From the fundamentals of visual storytelling to creating impactful images that stimulate action – “A new perspective” will send you home with ways to improve the look of your next investigation.
",Crystal C,http://ire.org/events-and-training/event/3190/3924/
,Diversity Track: Finding data and context in Native communities,2018-06-15,5:00 p.m.,2018-06-15,6:15 p.m.,TBA,,Crystal E,http://ire.org/events-and-training/event/3190/3985/
,Investigating climate change,2018-06-15,5:00 p.m.,2018-06-15,6:15 p.m.,TBA,,Crystal AB,http://ire.org/events-and-training/event/3190/3804/
,Broadcast Show & Tell - Friday #5 (Sponsored by Napoli Management Group),2018-06-15,5:00 p.m.,2018-06-15,6:00 p.m.,TBA,"**Moderated by Maria Mercader, CBS News
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 15 minutes.
Sign-ups open June 4, and additional slots will become available the afternoon of June 13. 
",Crystal D,http://ire.org/events-and-training/event/3190/4000/
,Making searchable online tables with Awesome Table,2018-06-15,5:00 p.m.,2018-06-15,6:15 p.m.,Cody Winchester,"In this session, we'll use a simple web app to transform a Google spreadsheet into an interactive table that your readers can use to search, sort and filter your data. (Getting the table into your newsroom CMS will probably be beyond the scope of this session, unfortunately ð¬.) Note: You will need a Google Drive account.
This session is good for: People who work with data in spreadsheets.
",Coral A,http://ire.org/events-and-training/event/3190/3950/
spreadsheets,Excel 1: Getting started (repeat),2018-06-15,5:00 p.m.,2018-06-15,6:15 p.m.,Kate Howard,"In this introduction to spreadsheets, you'll begin analyzing data with Excel, a simple but powerful tool. You'll learn how to enter data, sort it, filter it and conduct simple calculations like sum, average and median.
This session is good for: Data beginners.
",Coral B,http://ire.org/events-and-training/event/3190/3954/
,SHOWCASE: Investigating sexual misconduct and #MeToo,2018-06-15,5:00 p.m.,2018-06-15,6:15 p.m.,"Brett Anderson, Rebecca Corbett, Marisa Kwiatkowski, Bernice Yeung, Beth Reinhard, Amy Brittain","**Moderated by Bernice Yeung, Reveal from The Center for Investigative Reporting
It was a year of reckoning for prominent men accused of sexual harassment, abuse and assault. Go behind the scenes of #MeToo coverage with key journalists who reported and edited major stories involving President Trump, movie mogul Harvey Weinstein, U.S. Senate candidate Roy Moore of Alabama, USA Gymnastics physician Larry Nassar and New Orleans chef John Besh. Panelists will share lessons learned from the investigations that can guide coverage of sexual misconduct in any community.
",Oceans 5-8,http://ire.org/events-and-training/event/3190/3967/
,Tools for mining federal court documents (Sponsored by Knight Foundation),2018-06-15,5:00 p.m.,2018-06-15,6:15 p.m.,"Brad Heath, Mike Lissner",,Oceans 9-10,http://ire.org/events-and-training/event/3190/3887/
,IRE Board candidate speeches,2018-06-15,6:15 p.m.,2018-06-15,6:30 p.m.,TBA,"Meet the candidates for the IRE Board of Directors at 6:15 p.m. in Oceans 7-8, located on the 1st floor of the Renaissance Orlando at SeaWorld following the afternoon Showcase Panel. 
",Oceans 7-8,http://ire.org/events-and-training/event/3190/3794/
,The IRE services you don't know about,2018-06-16,8:30 a.m.,2018-06-16,8:50 a.m.,"Charles Minshew, Lauren Grandestaff","You've entered IRE contests, you've attended trainings, you're at this conference. But, did you know that you can hire IRE to do research for your stories? Did you know that the NICAR Data Library staff can help you clean data and analyze it for you? Learn more about everything IRE can do for you.
",See printed schedule for room information,http://ire.org/events-and-training/event/3190/4006/
,Broadcast Track: Digital for dummies (and smarties) (Sponsored by National Association of Broadcasters),2018-06-16,9:00 a.m.,2018-06-16,10:00 a.m.,"Mark Greenblatt, Noah Pransky, Joce Sterman","Veteran reporters with deep experience in video investigations unpack how to reach entirely new audiences through digital platforms. Learn how you can make your stories go viral without a large team by creating shareable videos that thrive on social platforms;  keeping audiences engaged online while driving your “time on site” numbers through the roof, and adopting multi-platform strategies ranging from digital-first investigations to using SoundCloud to deploy your own podcasts online.
",Crystal C,http://ire.org/events-and-training/event/3190/3877/
