Topic,Subject,Start Date,Start Time,End Date,End Time,Speaker(s),Description,Location,URL
,Conversations 10 (Sponsored by SRCCON - Knight Mozilla OpenNews),2017-03-04,10:15 a.m.,2017-03-04,11:15 a.m.,TBA,,City Terrace 12,http://ire.org/events-and-training/event/2702/2985/
statistics,Stats: Linear regression,2017-03-04,10:15 a.m.,2017-03-04,11:15 a.m.,TBA,,City Terrace 9,http://ire.org/events-and-training/event/2702/2960/
maps,QGIS I: Importing and displaying geographic data,2017-03-04,10:15 a.m.,2017-03-04,11:15 a.m.,TBA,,City Terrace 4,http://ire.org/events-and-training/event/2702/2959/
,Social media scraping,2017-03-04,10:15 a.m.,2017-03-04,11:15 a.m.,TBA,,City Terrace 7,http://ire.org/events-and-training/event/2702/2958/
,Exploring environmental data,2017-03-04,10:15 a.m.,2017-03-04,11:15 a.m.,TBA,,River Terrace 3,http://ire.org/events-and-training/event/2702/2919/
,Behind the scenes: Electionland,2017-03-04,10:15 a.m.,2017-03-04,11:15 a.m.,TBA,,Conference Center A,http://ire.org/events-and-training/event/2702/2918/
,TBD,2017-03-04,11:30 a.m.,2017-03-04,12:30 p.m.,TBA,,City Terrace 11,http://ire.org/events-and-training/event/2702/2965/
,Going long on middleform,2017-03-04,11:30 a.m.,2017-03-04,12:30 p.m.,TBA,,Conference Center A,http://ire.org/events-and-training/event/2702/2920/
spreadsheets,Carwash: Data cleaning in Excel,2017-03-04,11:30 a.m.,2017-03-04,12:30 p.m.,TBA,,City Terrace 10,http://ire.org/events-and-training/event/2702/2964/
,Investigating bias and influence in criminal justice: Police and prosecutors,2017-03-04,11:30 a.m.,2017-03-04,12:30 p.m.,TBA,,River Terrace 3,http://ire.org/events-and-training/event/2702/3021/
,Broadcast: Transforming data into knockout visuals,2017-03-04,11:30 a.m.,2017-03-04,12:30 p.m.,TBA,,River Terrace 1,http://ire.org/events-and-training/event/2702/3012/
maps,"QGIS II: Manipulating, editing and analyzing geographic data",2017-03-04,11:30 a.m.,2017-03-04,12:30 p.m.,TBA,,City Terrace 4,http://ire.org/events-and-training/event/2702/2962/
statistics,Stats: Logistic regression,2017-03-04,11:30 a.m.,2017-03-04,12:30 p.m.,TBA,,City Terrace 9,http://ire.org/events-and-training/event/2702/2963/
,Conversations 11 (Sponsored by SRCCON - Knight Mozilla OpenNews),2017-03-04,11:30 a.m.,2017-03-04,12:30 p.m.,TBA,,City Terrace 12,http://ire.org/events-and-training/event/2702/2986/
,Lunch on your own (Saturday),2017-03-04,12:30 p.m.,2017-03-04,2:15 p.m.,TBA,,See printed schedule for room information,http://ire.org/events-and-training/event/2702/2998/
,Conversations 12 (Sponsored by SRCCON - Knight Mozilla OpenNews),2017-03-04,12:45 p.m.,2017-03-04,1:45 p.m.,TBA,,City Terrace 12,http://ire.org/events-and-training/event/2702/2987/
,Scraping data without coding,2017-03-04,2:15 p.m.,2017-03-04,3:15 p.m.,TBA,,City Terrace 9,http://ire.org/events-and-training/event/2702/2967/
,Data can only dance with its music: Understanding the ecology of public data,2017-03-04,2:15 p.m.,2017-03-04,3:15 p.m.,TBA,,Conference Center B,http://ire.org/events-and-training/event/2702/2921/
,Building your first Leaflet.js map,2017-03-04,2:15 p.m.,2017-03-04,3:15 p.m.,Chris Essig,,City Terrace 7,http://ire.org/events-and-training/event/2702/2966/
,Investigating bias and influence in criminal justice: Judges and beyond,2017-03-04,2:15 p.m.,2017-03-04,3:15 p.m.,TBA,,River Terrace 3,http://ire.org/events-and-training/event/2702/2926/
,Inaugural hack swap,2017-03-04,2:15 p.m.,2017-03-04,3:15 p.m.,TBA,,City Terrace 12,http://ire.org/events-and-training/event/2702/2988/
,30/60: Thirty of the best free data storytelling tools in sixty mins,2017-03-04,2:15 p.m.,2017-03-04,3:15 p.m.,"Victor Hernandez, Mike Reilley",,River Terrace 2,http://ire.org/events-and-training/event/2702/2922/
,Localize that investigation: Using AP data to do your own stories,2017-03-04,3:30 p.m.,2017-03-04,4:30 p.m.,Troy Thibodeaux,,City Terrace 12,http://ire.org/events-and-training/event/2702/2989/
,Tools to convert lots of PDFs at once,2017-03-04,3:30 p.m.,2017-03-04,4:30 p.m.,TBA,,River Terrace 2,http://ire.org/events-and-training/event/2702/2924/
,"Earth, wind and fire: Covering disasters from a data perspective",2017-03-04,3:30 p.m.,2017-03-04,4:30 p.m.,TBA,,River Terrace 3,http://ire.org/events-and-training/event/2702/2923/
javascript,"Javascript charts and maps, straight from R (advanced)",2017-03-04,3:30 p.m.,2017-03-04,4:30 p.m.,TBA,,City Terrace 5,http://ire.org/events-and-training/event/2702/2968/
,Embrace the data! How to turn data into characters in your story,2017-03-04,4:45 p.m.,2017-03-04,5:45 p.m.,TBA,,River Terrace 2,http://ire.org/events-and-training/event/2702/2927/
,Animated videos,2017-03-04,4:45 p.m.,2017-03-04,5:45 p.m.,TBA,,City Terrace 7,http://ire.org/events-and-training/event/2702/2969/
,Separating fact from fiction: Information verification,2017-03-04,4:45 p.m.,2017-03-04,5:45 p.m.,TBA,,Conference Center A,http://ire.org/events-and-training/event/2702/2925/
,OpenElections hackathon,2017-03-05,9:00 a.m.,2017-03-05,12:30 p.m.,TBA,,City Terrace 12,http://ire.org/events-and-training/event/2702/2990/
python,Just enough Django: Distributed data entry in the newsroom (beginner/intermediate) *pre-registered attendees only,2017-03-05,9:00 a.m.,2017-03-05,12:30 p.m.,"Dana Amihere, Ben Welsh","Ben Welsh presents a step-by-step guide to creating a simple web application that empowers you to enlist reporters in data entry and refinement. The 3-hour, hands-on tutorial will teach you how to take advantage of the Django Web framework's powerful administration panel, without bothering with all the other web developer crap. You will learn how to design database tables, load in data and quickly create a system for others to improve it. 
Preregistration is required and seating is limited. Laptops will be provided for the training.
Workshop prerequisites: If you have a good attitude and know how to take a few code crashes in stride, you are qualified for this class.
NOTE: Registration is required for this session. Click here to sign up.
",City Terrace 6,http://ire.org/events-and-training/event/2702/2884/
,Year in CAR (repeat),2017-03-05,9:00 a.m.,2017-03-05,10:00 a.m.,TBA,"**Speakers are IRE/NICAR Staff
",River Terrace 1,http://ire.org/events-and-training/event/2702/2928/
,Conference sales (Sunday),2017-03-05,9:00 a.m.,2017-03-05,10:30 a.m.,TBA,,3rd floor - Skybridge,http://ire.org/events-and-training/event/2702/3007/
,Let's get creepy: Backgrounding tips from a journalist and librarian,2017-03-05,10:15 a.m.,2017-03-05,11:15 a.m.,"Sarah Hutchins, Lauren Grandestaff",,River Terrace 1,http://ire.org/events-and-training/event/2702/2929/
spreadsheets,OpenRefine,2017-03-05,10:15 a.m.,2017-03-05,11:15 a.m.,TBA,,City Terrace 5,http://ire.org/events-and-training/event/2702/2971/
maps,Google Fusion Tables (beginner),2017-03-05,10:15 a.m.,2017-03-05,11:15 a.m.,TBA,,City Terrace 4,http://ire.org/events-and-training/event/2702/2973/
,Social media sleuthing,2017-03-05,11:30 a.m.,2017-03-05,12:30 p.m.,Doug Haddix,,River Terrace 1,http://ire.org/events-and-training/event/2702/2930/
,Google trends,2017-03-05,11:30 a.m.,2017-03-05,12:30 p.m.,TBA,,City Terrace 7,http://ire.org/events-and-training/event/2702/2972/
maps,Google Fusion Tables (advanced),2017-03-05,11:30 a.m.,2017-03-05,12:30 p.m.,TBA,,City Terrace 5,http://ire.org/events-and-training/event/2702/2970/
